,X,Y
"40,71",-8.15263,0.5311
"40,73",-7.24836,0.89672
"40,75",-8.16777,1.08194
"40,77",-7.45345,0.685127
"40,79",-7.54661,0.202894
"40,81",-7.25115,0.827446
"40,83",-8.12022,0.0924851
"40,85",-7.78497,-1.82534
"40,87",-7.00463,0.770773
"40,89",-8.07509,0.48086
"40,91",-7.53289,0.711768
"40,93",-4.60191,-1.06923
"40,95",-7.73569,0.525072
"40,97",-8.09568,0.250912
"40,99",-7.65005,1.0863
"40,101",-7.81645,-0.791396
"40,103",-7.56534,-1.91502
"40,105",-7.93677,0.257898
"40,107",-7.9749,1.08675
"40,109",-8.06423,1.017
"40,111",-7.86275,1.55728
"40,113",-7.88615,-0.932902
"40,115",-8.09496,0.441509
"40,117",-7.62031,0.614887
"40,119",-7.50579,0.177771
"40,121",-7.44025,0.992773
"40,123",-6.8624,1.21191
"40,125",-4.29799,0.995147
"40,127",-7.42822,1.14055
"40,129",-3.36109,1.4289
"40,131",-6.08349,0.322099
"40,133",-7.19621,1.07924
"43,1",9.87285,2.36534
"43,3",10.0991,1.78638
"43,5",10.3913,2.03967
"43,7",10.6705,1.8197
"43,9",10.3922,1.9523
"43,11",9.99815,1.38835
"43,13",10.2447,1.7904
"43,15",10.3194,1.7166
"43,17",10.4707,1.73267
"43,19",9.8583,1.51206
"43,21",9.74682,1.05049
"43,23",9.78409,1.40471
"43,25",10.4414,1.50492
"43,27",9.7819,0.759458
"43,29",10.1498,-1.78315
"43,31",9.82691,0.871288
"43,33",9.65858,0.686967
"43,35",9.96505,1.70313
"43,37",10.1304,1.61157
"43,39",10.6979,1.54131
"43,41",10.6709,2.06702
"43,43",-7.62907,1.65253
"43,45",-4.57694,-1.85174
"43,47",-4.99923,-1.556
"43,49",-8.14396,0.484443
"43,51",-7.78394,-1.1318
"43,53",-7.76215,0.22242
"43,55",-8.01061,0.189869
"43,57",-7.68107,-1.70771
"43,59",-7.30323,0.799076
"43,61",-4.1001,-1.45248
"43,63",-6.79158,0.326434
"43,65",-7.62833,0.243031
"43,67",-6.94966,1.09821
"43,69",-7.58069,0.93862
"43,71",-7.41481,0.739391
"43,73",-7.20256,0.199542
"43,75",-7.12628,-0.347435
"43,77",-7.12069,0.360352
"43,79",-7.70651,0.255284
"43,81",-7.75795,0.278702
"43,83",-7.84627,0.681404
"43,85",-7.9004,0.156287
"43,87",-8.41589,0.748448
"43,89",-7.75352,-0.203636
"43,91",-7.42826,-1.97834
"43,93",-4.65634,-0.737584
"43,95",-7.432,0.602233
"43,97",-3.6374,2.20061
"43,99",-7.41751,0.804641
"43,101",-7.54433,1.00824
"43,103",-3.51225,2.34789
"43,105",-6.58906,1.07647
"43,107",-7.72726,0.537205
"43,109",-7.04744,-0.710729
"43,111",-7.56235,-0.139226
"43,113",-7.6973,1.07203
"43,115",-6.96937,0.85062
"43,117",-7.95116,0.980878
"43,119",-7.7175,0.556055
"43,121",-6.59736,1.01484
"43,123",-3.31093,2.13821
"43,125",-3.2002,2.39635
"43,127",-3.34037,2.05125
"43,129",-3.42114,1.08049
"43,131",-3.50796,1.35331
"43,133",-4.27548,-0.762198
"46,1",10.0145,1.21801
"46,3",9.58996,2.40087
"46,5",9.73078,1.89697
"46,7",10.1537,-0.723758
"46,9",10.4446,1.7509
"46,11",9.62042,2.04279
"46,13",9.62503,2.34318
"46,15",10.2739,1.90565
"46,17",10.2272,-1.19978
"46,19",10.6106,1.75039
"46,21",10.3859,1.77355
"46,23",10.321,2.04588
"46,25",9.94626,1.00665
"46,27",11.1184,1.56286
"46,29",11.1088,1.69684
"46,31",9.64848,1.65985
"46,33",9.94926,1.23897
"46,35",10.3738,1.48266
"46,37",11.4063,2.57526
"46,39",-4.58811,-1.68274
"46,41",-4.10664,-1.41885
"46,43",-4.46862,-1.23001
"46,45",-4.20287,-1.6888
"46,47",-7.88151,0.89809
"46,49",-8.17377,0.439471
"46,51",-7.95057,0.810181
"46,53",-7.78536,-0.0713964
"46,55",-7.35304,0.887933
"46,57",-7.46017,1.25693
"46,59",-7.9158,1.30506
"46,61",-7.90018,-0.131187
"46,63",-7.23549,0.826397
"46,65",-4.62529,-0.960648
"46,67",-7.45689,0.92665
"46,69",-7.67439,0.633274
"46,71",-7.68166,-0.940944
"46,73",-7.52259,1.11862
"46,75",-7.7696,-1.13288
"46,77",-5.15809,-0.726378
"46,79",-6.71716,0.129544
"46,81",-7.81118,0.0514306
"46,83",-7.97733,0.250169
"46,85",-7.5491,-1.10094
"46,87",-7.08362,0.983391
"46,89",-7.24894,1.174
"46,91",-7.5081,-2.16917
"46,93",-4.49727,-1.34942
"46,95",-6.45086,1.18071
"46,97",-3.67001,2.13041
"46,99",-3.34278,1.59462
"46,101",-3.40428,1.36393
"46,103",-3.48357,0.866146
"46,105",-2.93741,1.39085
"46,107",-2.74175,2.18287
"46,109",-3.11861,2.363
"46,111",-8.13724,-0.338789
"46,113",-8.24406,0.430142
"46,115",-8.07894,0.358376
"46,117",-7.61525,-1.00966
"46,119",-7.52866,0.315042
"46,121",-7.28952,1.04808
"46,123",-8.19442,0.673451
"46,125",-7.63477,0.854259
"46,127",-3.79828,2.30722
"46,129",-3.03067,2.28152
"46,131",-3.27468,2.18537
"46,133",-3.5979,1.06361
"49,1",10.2578,2.08979
"49,3",9.98006,1.93532
"49,5",10.1839,1.39252
"49,7",10.2046,2.2254
"49,9",10.4,2.03501
"49,11",10.2236,1.9987
"49,13",9.97734,1.70358
"49,15",10.0898,-1.48482
"49,17",10.3072,-1.90395
"49,19",9.45174,1.9535
"49,21",9.83051,1.0623
"49,23",9.91503,1.90083
"49,25",9.55522,2.21783
"49,27",10.5102,1.20507
"49,29",10.0759,1.50446
"49,31",9.72095,1.1836
"49,33",10.5869,1.05589
"49,35",10.4389,1.87251
"49,37",-4.76663,-2.1146
"49,39",-4.67402,-1.69181
"49,41",-4.68475,-1.36406
"49,43",-7.62872,0.702259
"49,45",-7.67789,0.806444
"49,47",-7.23723,0.74938
"49,49",-8.00294,0.296412
"49,51",-8.10342,1.2285
"49,53",-8.01034,1.23668
"49,55",-7.79955,0.34484
"49,57",-7.56781,0.99558
"49,59",-7.71042,0.61022
"49,61",-8.02047,-0.815986
"49,63",-8.01357,1.2845
"49,65",-6.78347,0.799637
"49,67",-7.27572,0.630112
"49,69",-6.37527,0.15593
"49,71",-7.74966,0.582054
"49,73",-7.60622,0.678696
"49,75",-7.89841,-0.873738
"49,77",-6.70525,-0.320439
"49,79",-7.93901,0.0274353
"49,81",-7.64434,-1.98932
"49,83",-7.70233,-2.12924
"49,85",-7.64684,0.21035
"49,87",-8.14748,0.482799
"49,89",-8.11886,0.773518
"49,91",-7.34798,0.841216
"49,93",-8.2112,0.48768
"49,95",-3.38052,2.18401
"49,97",-3.42201,1.79018
"49,99",-3.40644,1.50868
"49,101",-3.46536,1.62449
"49,103",-3.38075,1.30398
"49,105",-3.29835,1.1312
"49,107",-3.16905,1.12984
"49,109",-3.40435,0.762426
"49,111",-4.03684,2.21397
"49,113",-3.76033,0.952766
"49,115",-7.93687,1.15265
"49,117",-7.27693,-1.4602
"49,119",-7.63552,0.971768
"49,121",-8.05928,0.177406
"49,123",-7.80195,-1.29949
"49,125",-7.81253,0.152792
"49,127",-7.1629,0.822195
"49,129",-3.39609,1.56911
"49,131",-2.87411,2.18076
"49,133",-2.87917,2.33912
"52,1",10.3282,2.03762
"52,3",10.2872,2.02846
"52,5",10.1109,2.24038
"52,7",10.3021,1.66097
"52,9",10.2248,1.41895
"52,11",10.1942,1.68743
"52,13",10.0937,1.60799
"52,15",10.0776,2.31865
"52,17",10.0868,2.09743
"52,19",10.2591,1.73146
"52,21",10.2086,1.18673
"52,23",9.75652,0.494553
"52,25",10.8634,1.57566
"52,27",10.3355,1.90862
"52,29",10.2688,-1.17647
"52,31",10.1467,-0.669399
"52,33",9.59986,0.963304
"52,35",11.4105,2.57519
"52,37",-4.60469,-1.20727
"52,39",-4.08056,-0.992801
"52,41",-7.62793,1.31772
"52,43",-7.48004,0.999036
"52,45",-7.49178,0.935041
"52,47",-7.51553,0.248528
"52,49",-8.07349,0.324973
"52,51",-8.09599,0.175695
"52,53",-8.09697,0.576638
"52,55",-7.72912,1.02629
"52,57",-7.9481,0.389656
"52,59",-7.81434,0.61813
"52,61",-7.81315,-1.31055
"52,63",-7.30593,0.795939
"52,65",-8.15417,0.121971
"52,67",-7.47081,0.543061
"52,69",-7.00327,-2.10316
"52,71",-7.3582,0.131388
"52,73",-8.18849,0.187792
"52,75",-8.23841,0.44612
"52,77",-7.98135,0.924103
"52,79",-8.05305,1.08632
"52,81",-7.90055,0.630875
"52,83",-7.95982,0.736106
"52,85",-8.13391,0.642058
"52,87",-7.82278,0.771858
"52,89",-7.90265,1.05624
"52,91",-7.66256,0.938842
"52,93",-7.73311,0.919413
"52,95",-2.93901,2.24051
"52,97",-3.1987,2.40246
"52,99",-3.38184,1.72889
"52,101",-2.94484,1.99535
"52,103",-3.0736,1.62286
"52,105",-3.25406,1.90051
"52,107",-2.92805,1.44738
"52,109",-3.04685,2.10147
"52,111",-3.13406,2.2463
"52,113",-3.32292,2.2048
"52,115",-7.90793,0.196506
"52,117",-4.28866,2.14216
"52,119",-6.28801,0.300007
"52,121",-7.84348,-0.322552
"52,123",-7.49071,-2.08903
"52,125",-7.4364,1.13214
"52,127",-7.98159,0.944999
"52,129",-7.10139,0.991567
"52,131",-7.96838,0.0349495
"52,133",-8.38244,0.918753
"55,1",10.2769,1.81933
"55,3",9.86823,1.92071
"55,5",10.4377,1.88459
"55,7",9.9396,1.87334
"55,9",10.2086,2.0823
"55,11",9.63484,1.55325
"55,13",9.72119,1.02791
"55,15",9.62773,2.13796
"55,17",9.73006,1.82238
"55,19",9.96498,1.46199
"55,21",9.84985,0.996197
"55,23",9.89394,1.22575
"55,25",9.8938,1.0172
"55,27",10.7322,1.28717
"55,29",10.4729,1.27818
"55,31",9.59695,0.812085
"55,33",9.63353,0.852223
"55,35",-4.19824,-1.77145
"55,37",-7.85848,0.929938
"55,39",-7.54606,1.06259
"55,41",-7.68971,0.934545
"55,43",-7.88709,0.826067
"55,45",-7.71944,1.1149
"55,47",-7.87014,0.762087
"55,49",-7.9428,1.06852
"55,51",-7.12951,0.912997
"55,53",-7.22831,1.1274
"55,55",-7.83968,0.859152
"55,57",-8.11459,1.09229
"55,59",-8.15083,0.243124
"55,61",-8.18868,0.613321
"55,63",-7.7559,-1.63849
"55,65",-7.85183,-0.490646
"55,67",-8.0928,0.0430373
"55,69",-7.69613,-1.58738
"55,71",-7.81212,-1.26668
"55,73",-7.59455,-1.87789
"55,75",-7.97904,0.0186225
"55,77",-7.7766,1.10779
"55,79",-7.86966,0.221431
"55,81",-7.88925,-1.76253
"55,83",-7.60978,-1.73127
"55,85",-7.77368,-1.53782
"55,87",-8.08898,0.0204424
"55,89",-7.98854,0.922319
"55,91",-7.74428,1.15496
"55,93",-3.19159,2.12189
"55,95",-2.89236,1.65534
"55,97",-3.17719,1.17882
"55,99",-2.98184,2.33835
"55,101",-2.84818,2.31168
"55,103",-2.79493,2.26774
"55,105",-2.9457,2.46958
"55,107",-4.07334,1.06171
"55,109",-3.37189,2.12907
"55,111",-7.3373,0.201863
"55,113",-4.78563,-0.567274
"55,115",-5.83251,0.344207
"55,117",-6.80477,0.990402
"55,119",-7.90557,0.348558
"55,121",-3.17061,2.46498
"55,123",-6.65244,0.214664
"55,125",-8.03416,0.701289
"55,127",-8.06963,0.396197
"55,129",-7.73901,0.311024
"55,131",-8.06545,-0.15551
"55,133",-7.63389,1.07359
"58,1",9.91425,2.04079
"58,3",9.90935,1.4825
"58,5",10.3023,1.30108
"58,7",10.0385,2.30834
"58,9",9.62741,2.42847
"58,11",9.66634,1.90939
"58,13",10.0961,1.87038
"58,15",10.4331,1.59932
"58,17",9.84653,1.06166
"58,19",9.77399,0.949235
"58,21",9.83782,1.11832
"58,23",9.85851,1.03129
"58,25",9.73703,1.15933
"58,27",10.3334,0.965643
"58,29",10.6328,1.28062
"58,31",-5.09568,-2.50653
"58,33",-5.31777,-2.16884
"58,35",-7.79628,1.38394
"58,37",-7.97493,1.10639
"58,39",-7.82943,1.21306
"58,41",-7.99382,1.04545
"58,43",-7.40098,0.629485
"58,45",-7.87504,-0.315045
"58,47",-8.15645,0.186268
"58,49",-8.2815,0.172698
"58,51",-7.55016,0.77121
"58,53",-7.45694,0.671491
"58,55",-7.6153,1.32095
"58,57",-8.01207,1.07072
"58,59",-7.7719,0.706501
"58,61",-8.08018,0.233559
"58,63",-7.71304,0.553435
"58,65",-7.66245,0.597896
"58,67",-7.84441,0.0170323
"58,69",-7.72215,-1.72828
"58,71",-7.72797,-1.49158
"58,73",-4.40408,-1.11177
"58,75",-4.43808,-1.10234
"58,77",-7.81239,0.913116
"58,79",-7.9214,-0.711787
"58,81",-7.90786,0.45032
"58,83",-7.50294,0.886384
"58,85",-7.74799,0.641696
"58,87",-7.71578,0.627574
"58,89",-8.24285,0.884285
"58,91",-7.59364,0.986677
"58,93",-2.76217,2.32456
"58,95",-3.02254,1.27405
"58,97",-2.87063,2.13835
"58,99",-3.07101,2.28073
"58,101",-2.84226,2.10381
"58,103",-3.2608,1.50533
"58,105",-3.19049,2.54787
"58,107",-3.32795,2.48144
"58,109",-4.01979,2.16779
"58,111",-7.8184,0.864451
"58,113",-7.90558,0.782556
"58,115",-7.54917,0.860116
"58,117",-7.7028,0.499546
"58,119",-7.70543,0.965036
"58,121",-8.12001,0.389972
"58,123",-7.91395,0.755416
"58,125",-7.59345,0.90247
"58,127",-7.36337,0.849031
"58,129",-7.95285,0.715798
"58,131",-8.00946,-0.465065
"58,133",-7.83151,1.01174
"61,1",9.93776,2.15247
"61,3",10.2531,2.4229
"61,5",9.85302,1.87022
"61,7",9.81677,1.99871
"61,9",10.1799,1.71356
"61,11",9.73074,1.98486
"61,13",9.86799,1.01727
"61,15",10.2958,2.24172
"61,17",10.0747,0.667037
"61,19",9.86139,1.65869
"61,21",10.1857,1.4512
"61,23",9.70474,1.02733
"61,25",10.4379,-1.47986
"61,27",10.5597,-1.2491
"61,29",10.5084,1.08841
"61,31",-5.10075,-2.33188
"61,33",-7.71331,1.17679
"61,35",-7.58139,1.0792
"61,37",-7.96786,0.949963
"61,39",-7.44969,0.795296
"61,41",-6.87784,0.582696
"61,43",-8.17807,0.492765
"61,45",-7.64721,1.07596
"61,47",-8.07778,0.746773
"61,49",-8.02616,0.563813
"61,51",-7.92993,0.713684
"61,53",-4.33001,-1.51611
"61,55",-4.24824,-1.93948
"61,57",-7.62023,0.759188
"61,59",-7.77742,-0.0530809
"61,61",-6.86685,-2.18185
"61,63",-7.53689,0.284523
"61,65",-8.03599,0.00464941
"61,67",-4.72484,-0.768715
"61,69",-6.29291,0.215054
"61,71",-8.05923,0.843094
"61,73",-4.49254,-1.00653
"61,75",-4.69283,-0.912052
"61,77",-7.85245,-0.264471
"61,79",-7.51896,-2.15061
"61,81",-7.50538,-2.08468
"61,83",-8.02402,0.500037
"61,85",-7.59583,-1.88496
"61,87",-7.83436,-1.48043
"61,89",-7.80099,0.876518
"61,91",-7.25681,0.642759
"61,93",-7.63344,-1.72224
"61,95",-7.49372,1.52177
"61,97",-3.26923,1.31358
"61,99",-3.26184,1.05259
"61,101",-2.68564,2.21865
"61,103",-3.02678,2.39078
"61,105",-3.41126,2.31271
"61,107",-4.59681,1.56287
"61,109",-7.29833,0.691421
"61,111",-7.35204,1.05789
"61,113",-7.4412,0.967649
"61,115",-7.62463,0.717737
"61,117",-7.70411,0.399682
"61,119",-7.96113,0.434677
"61,121",-7.38727,0.545758
"61,123",-4.8901,-1.62191
"61,125",-7.96767,-0.304006
"61,127",-7.92152,-0.187065
"61,129",-7.96895,-0.378389
"61,131",-7.43788,-2.20205
"61,133",-8.25534,0.268911
"64,1",9.96293,1.82251
"64,3",9.83089,2.39618
"64,5",10.2533,1.95063
"64,7",10.5005,1.74941
"64,9",9.68726,1.69931
"64,11",9.83593,1.06933
"64,13",10.2109,1.60543
"64,15",9.91806,1.965
"64,17",10.1041,0.770295
"64,19",10.2182,-1.6763
"64,21",10.1276,1.19306
"64,23",10.2159,0.159113
"64,25",11.5588,2.21288
"64,27",9.77492,1.41502
"64,29",10.8281,1.48061
"64,31",-4.78203,-1.55513
"64,33",-7.35363,0.461172
"64,35",-7.89843,1.49446
"64,37",-7.34647,1.14175
"64,39",-7.54795,1.20905
"64,41",-7.44445,0.544635
"64,43",-8.04052,0.327118
"64,45",-7.15775,0.915824
"64,47",-7.63526,1.06808
"64,49",-8.08915,-0.141095
"64,51",-7.03345,0.510226
"64,53",-4.63191,-1.48043
"64,55",-7.72212,-1.7957
"64,57",-7.98229,0.866752
"64,59",-7.42985,0.407909
"64,61",-7.94084,0.859046
"64,63",-7.69853,0.279703
"64,65",-6.39165,0.490878
"64,67",-5.18866,-1.36593
"64,69",-3.45658,2.01395
"64,71",-4.29509,1.05486
"64,73",-7.44044,1.06153
"64,75",-4.03395,0.737333
"64,77",-7.36606,0.672958
"64,79",-7.73803,-2.03457
"64,81",-7.49025,-1.93893
"64,83",-7.76008,-1.64951
"64,85",-5.34218,-0.300896
"64,87",-7.85817,1.02442
"64,89",-8.02753,0.636993
"64,91",-7.41881,0.232802
"64,93",-7.21353,0.845154
"64,95",-7.44591,0.606602
"64,97",-3.48922,2.40377
"64,99",-3.04704,2.32226
"64,101",-2.7543,2.04494
"64,103",-2.83529,2.08439
"64,105",-2.8571,1.63774
"64,107",-4.0832,1.19119
"64,109",-7.03908,0.902052
"64,111",-7.72095,-1.90798
"64,113",-7.78322,-1.79181
"64,115",-7.8222,0.108738
"64,117",-8.23177,0.657412
"64,119",-4.98041,-1.4039
"64,121",-6.73639,0.517343
"64,123",-7.42582,-1.99533
"64,125",-7.86273,-0.894771
"64,127",-7.91052,-0.733203
"64,129",-7.98709,-0.724724
"64,131",-7.60954,-2.1961
"64,133",-7.60905,-1.93436
"67,1",10.2571,2.22969
"67,3",9.82119,2.39685
"67,5",10.2946,1.74717
"67,7",10.1397,1.10909
"67,9",10.4648,1.3393
"67,11",10.5435,1.61298
"67,13",10.0576,1.5644
"67,15",10.1429,1.67509
"67,17",10.2196,-1.8534
"67,19",10.4103,-1.6939
"67,21",9.76504,1.91096
"67,23",9.93784,2.08369
"67,25",10.367,1.44697
"67,27",-5.11292,-2.35114
"67,29",-4.74622,-1.93379
"67,31",-4.94495,-0.881956
"67,33",-7.52938,1.20041
"67,35",-7.80004,1.00263
"67,37",-7.88833,1.29489
"67,39",-8.09451,0.233655
"67,41",-7.86067,0.807486
"67,43",-8.21649,0.564406
"67,45",-7.84556,1.24762
"67,47",-7.47365,0.723708
"67,49",-7.10572,0.89859
"67,51",-6.26551,0.306103
"67,53",-6.57288,0.50107
"67,55",-7.62112,-1.89323
"67,57",-7.57783,-2.08249
"67,59",-7.7545,0.381944
"67,61",-6.09428,-1.93804
"67,63",-3.39831,0.989144
"67,65",-7.20455,0.824604
"67,67",-4.07827,0.925859
"67,69",-3.07386,2.29531
"67,71",-3.00703,1.6321
"67,73",-3.12396,1.37177
"67,75",-4.43169,-0.0503468
"67,77",-5.53426,-1.48111
"67,79",-7.789,-1.36193
"67,81",-7.72672,-2.00012
"67,83",-7.682,-1.96073
"67,85",-4.32309,-0.97844
"67,87",-7.82549,0.0212783
"67,89",-7.69294,-1.90353
"67,91",-5.26954,-1.80734
"67,93",-6.64047,0.536766
"67,95",-7.50693,0.319718
"67,97",-3.36164,2.5106
"67,99",-3.37622,1.35423
"67,101",-2.85785,2.03509
"67,103",-3.27891,0.916634
"67,105",-3.34904,0.93706
"67,107",-7.61943,1.32921
"67,109",-7.5164,0.231727
"67,111",-7.61236,-1.64246
"67,113",-7.65574,-1.26482
"67,115",-7.49576,-1.90296
"67,117",-7.45293,-2.17727
"67,119",-7.34453,-2.32031
"67,121",-7.45394,-2.05011
"67,123",-7.31182,-2.16389
"67,125",-5.35338,-1.74078
"67,127",-7.68269,-2.19927
"67,129",-7.65628,-1.46461
"67,131",-7.93944,0.691773
"67,133",-7.39404,-0.736799
"70,1",9.80697,2.17311
"70,3",10.39,2.00408
"70,5",10.1532,2.10413
"70,7",9.72322,1.10643
"70,9",10.3511,1.86715
"70,11",9.48363,2.03348
"70,13",9.50994,1.49319
"70,15",9.64002,2.03136
"70,17",10.2067,-1.15656
"70,19",9.87988,0.966676
"70,21",10.1803,1.77407
"70,23",10.5186,1.30101
"70,25",11.2244,1.37995
"70,27",-5.28201,-1.9893
"70,29",-4.40923,-1.9777
"70,31",-4.78173,-1.93524
"70,33",-7.77031,0.560077
"70,35",-7.75028,1.2593
"70,37",-7.45903,1.34543
"70,39",-8.13417,0.335971
"70,41",-7.46479,0.34196
"70,43",-8.15624,1.15249
"70,45",-4.65343,-0.862993
"70,47",-7.59152,0.779139
"70,49",-4.38686,-2.06945
"70,51",-4.81789,-0.752413
"70,53",-7.56452,-2.10996
"70,55",-8.05658,0.725236
"70,57",-5.9402,-2.09214
"70,59",-5.37947,-2.22942
"70,61",-7.29161,-2.34807
"70,63",-3.02421,2.51837
"70,65",-2.91399,2.31224
"70,67",-3.14615,2.22788
"70,69",-3.08683,2.3439
"70,71",-2.84625,2.20063
"70,73",-3.16281,1.04672
"70,75",-3.59893,0.847008
"70,77",-3.29581,2.08335
"70,79",-5.57021,-1.66559
"70,81",-7.08968,1.01715
"70,83",-4.22373,-1.47369
"70,85",-7.30884,0.355632
"70,87",-7.48222,-2.06866
"70,89",-4.72988,-1.65991
"70,91",-7.56339,-2.27957
"70,93",-7.91895,-0.727163
"70,95",-7.35171,1.05271
"70,97",-7.3284,1.12022
"70,99",-3.58769,0.948245
"70,101",-3.36637,2.11378
"70,103",-2.96662,2.15234
"70,105",-2.72378,1.97726
"70,107",-7.43038,1.47809
"70,109",-5.46003,-0.202502
"70,111",-7.40911,-1.13104
"70,113",-7.39295,-2.21621
"70,115",-7.51782,-2.05247
"70,117",-7.47451,-1.8443
"70,119",-7.21886,-1.96165
"70,121",-3.26441,2.19629
"70,123",-4.17278,2.21017
"70,125",-7.74365,0.369009
"70,127",-6.70043,0.679965
"70,129",-8.04242,0.337569
"70,131",-7.55301,0.0882809
"70,133",-6.34666,0.316281
"73,1",10.3782,1.74999
"73,3",10.1084,2.01104
"73,5",10.3318,2.06222
"73,7",9.68908,2.29127
"73,9",9.69867,2.23735
"73,11",9.58496,2.23168
"73,13",10.7583,1.58551
"73,15",10.1031,1.33251
"73,17",10.2832,-1.9353
"73,19",10.4445,-1.40915
"73,21",10.3241,1.0171
"73,23",-4.79049,-2.18885
"73,25",-4.94485,-2.24784
"73,27",-5.03035,-1.93462
"73,29",-6.653,-0.214912
"73,31",-7.78004,0.452998
"73,33",-7.65561,1.4496
"73,35",-7.20576,0.74815
"73,37",-7.63543,1.08068
"73,39",-7.21528,1.14802
"73,41",-7.9235,0.835392
"73,43",-7.53196,0.485812
"73,45",-4.51159,-1.51421
"73,47",-4.25964,-1.9003
"73,49",-4.75386,-2.16032
"73,51",-7.28738,-2.13041
"73,53",-7.57455,-2.13212
"73,55",-8.0124,-0.0693589
"73,57",-4.64336,-1.40076
"73,59",-4.74719,-1.54007
"73,61",-3.36597,1.70166
"73,63",-2.97923,2.29188
"73,65",-3.01099,2.36387
"73,67",-3.37167,1.75816
"73,69",-3.12735,2.45912
"73,71",-3.24165,2.5106
"73,73",-3.25368,0.95576
"73,75",-2.93021,2.4105
"73,77",-7.4488,0.854353
"73,79",-7.11218,0.455826
"73,81",-7.78039,-0.615586
"73,83",-8.27198,0.894864
"73,85",-7.70161,0.752842
"73,87",-6.50715,0.338552
"73,89",-7.67353,0.0571624
"73,91",-8.00714,0.444498
"73,93",-7.80555,-1.43693
"73,95",-7.95956,-0.714261
"73,97",-7.59196,0.365515
"73,99",-3.54675,1.82559
"73,101",-2.79688,2.34112
"73,103",-2.76572,2.18849
"73,105",-3.23237,0.921205
"73,107",-3.31216,1.09437
"73,109",-7.96769,0.938033
"73,111",-7.68078,0.14945
"73,113",-7.29038,-2.25373
"73,115",-7.59352,-2.0416
"73,117",-7.91655,-0.347361
"73,119",-4.0296,2.27413
"73,121",-3.29319,2.47451
"73,123",-3.25899,2.43226
"73,125",-3.33642,2.49721
"73,127",-6.62617,1.22075
"73,129",-7.5759,1.06228
"73,131",-3.9262,2.34018
"73,133",-3.51014,2.29738
"76,1",9.93676,2.27853
"76,3",9.95275,2.12213
"76,5",10.1782,1.98919
"76,7",10.0991,1.09965
"76,9",9.44589,2.04837
"76,11",10.1884,1.6978
"76,13",10.3973,0.943464
"76,15",10.5444,1.87119
"76,17",10.2036,1.26634
"76,19",11.1431,1.96224
"76,21",10.9359,1.54863
"76,23",-4.43736,-1.9381
"76,25",-5.01096,-1.93803
"76,27",-7.50955,-2.10654
"76,29",-7.58293,-2.14739
"76,31",-8.15153,0.826551
"76,33",-7.84259,0.526587
"76,35",-7.55857,-2.21151
"76,37",-4.78932,-0.677769
"76,39",-5.40156,-1.33815
"76,41",-6.52674,0.560532
"76,43",-7.43662,0.810478
"76,45",-7.92357,0.561425
"76,47",-7.52286,-2.08709
"76,49",-5.06493,-1.40319
"76,51",-4.30127,-1.39739
"76,53",-8.29298,0.723159
"76,55",-7.59656,0.668774
"76,57",-6.40819,0.158018
"76,59",-4.49251,-1.532
"76,61",-8.18422,1.06787
"76,63",-4.14444,2.00935
"76,65",-3.31232,2.32094
"76,67",-3.20684,1.98888
"76,69",-3.21532,2.19351
"76,71",-3.29789,2.11296
"76,73",-3.35778,2.22491
"76,75",-2.72696,2.19707
"76,77",-8.10006,1.01303
"76,79",-7.46312,1.28865
"76,81",-7.73897,0.849614
"76,83",-7.65746,1.41342
"76,85",-7.86836,1.26114
"76,87",-7.67002,0.782627
"76,89",-7.42215,0.638552
"76,91",-7.42757,-0.0212361
"76,93",-7.99815,0.876642
"76,95",-4.8163,-1.16008
"76,97",-6.41741,0.560918
"76,99",-7.6847,1.33092
"76,101",-2.81973,2.12572
"76,103",-3.20327,1.11204
"76,105",-3.0934,2.3979
"76,107",-2.8337,2.13937
"76,109",-2.99143,2.51495
"76,111",-3.47815,2.61046
"76,113",-7.25918,-2.33249
"76,115",-7.57273,-2.17186
"76,117",-7.78796,-1.56576
"76,119",-7.19531,-2.22236
"76,121",-7.97722,0.412232
"76,123",-7.80449,0.113574
"76,125",-3.42068,2.057
"76,127",-3.52945,1.68436
"76,129",-3.39693,1.32601
"76,131",-3.36308,1.84698
"76,133",-3.12827,2.31405
"79,1",9.7824,2.25019
"79,3",9.88655,2.32989
"79,5",9.80925,1.36313
"79,7",9.68335,1.46839
"79,9",9.67901,0.998181
"79,11",9.96288,1.37657
"79,13",10.2436,-1.66647
"79,15",10.1923,0.0156989
"79,17",11.8312,2.30502
"79,19",11.376,1.95129
"79,21",11.4367,1.45084
"79,23",-4.3357,-1.73951
"79,25",-4.54714,-1.43228
"79,27",-7.48067,0.0460516
"79,29",-7.55401,1.4721
"79,31",-7.55747,1.03737
"79,33",-7.59398,0.758928
"79,35",-7.63536,-1.81735
"79,37",-7.68198,0.0604493
"79,39",-7.95343,-0.524934
"79,41",-7.53648,0.409657
"79,43",-7.67203,-0.915208
"79,45",-7.4905,0.474054
"79,47",-7.88458,0.989574
"79,49",-4.14832,-1.34829
"79,51",-4.16021,-1.39053
"79,53",-8.05606,1.16741
"79,55",-7.57957,0.502693
"79,57",-7.68335,-2.03121
"79,59",-6.68525,-2.20743
"79,61",-7.34548,0.988206
"79,63",-7.78878,0.594383
"79,65",-7.28388,0.491509
"79,67",-3.57861,0.948758
"79,69",-3.14584,1.4526
"79,71",-3.20439,0.988185
"79,73",-3.30173,1.38223
