ID,input,BipolarSigmoid,BipolarSigmoid/dt,HyperbolicTangent,HyperbolicTangent/dt,ReLU,ReLU/dt,Sigmoid,Sigmoid/dt,SigmoidFunction,SigmoidFunction/dt,Threshold,Threshold/dt
00000000000000c0,-2,-0.964027580075817,-3,-0.964027580075817,0.0706508248531645,0,0,0.0179862099620916,-12,0.119202922022118,-6,0,0
000000000000f8bf,-1.5,-0.905148253644866,-1.25,-0.905148253644866,0.180706638923649,0,0,0.0474258731775668,-7.5,0.182425523806356,-3.75,0,0
000000000000f0bf,-1,-0.761594155955765,0,-0.761594155955765,0.419974341614026,0,0,0.119202922022118,-4,0.268941421369995,-2,0,0
000000000000e0bf,-0.5,-0.46211715726001,0.75,-0.46211715726001,0.786447732965928,0,0,0.268941421369995,-1.5,0.377540668798145,-0.75,0,0
0000000000000000,0,0,1,0,1,0,1,0.5,0,0.5,0,1,0
000000000000e03f,0.5,0.46211715726001,0.75,0.46211715726001,0.786447732965928,0.5,1,0.731058578630005,0.5,0.622459331201855,0.25,1,0
000000000000f03f,1,0.761594155955765,0,0.761594155955765,0.419974341614026,1,1,0.880797077977882,0,0.731058578630005,0,1,0
000000000000f83f,1.5,0.905148253644867,-1.25,0.905148253644866,0.180706638923649,1.5,1,0.952574126822433,-1.5,0.817574476193644,-0.75,1,0
0000000000000040,2,0.964027580075817,-3,0.964027580075817,0.0706508248531645,2,1,0.982013790037908,-4,0.880797077977882,-2,1,0
0000000000000440,2.5,0.986614298151431,-5.25,0.98661429815143,0.0265922266831606,2.5,1,0.993307149075715,-7.5,0.924141819978757,-3.75,1,0
0000000000000840,3,0.995054753686731,-8,0.995054753686731,0.00986603716544019,3,1,0.997527376843365,-12,0.952574126822433,-6,1,0
0000000000000c40,3.5,0.998177897611199,-11.25,0.998177897611199,0.00364088472048731,3.5,1,0.999088948805599,-17.5,0.970687769248644,-8.75,1,0
0000000000001040,4,0.999329299739067,-15,0.999329299739067,0.0013409506830259,4,1,0.999664649869534,-24,0.982013790037908,-12,1,0
0000000000001240,4.5,0.999753210848027,-19.25,0.999753210848028,0.000493517399059396,4.5,1,0.999876605424014,-31.5,0.989013057369407,-15.75,1,0
0000000000001440,5,0.999909204262595,-24,0.999909204262595,0.000181583230943807,5,1,0.999954602131298,-40,0.993307149075715,-20,1,0
0000000000001640,5.5,0.999966597156304,-29.25,0.999966597156304,6.68045716424137E-05,5.5,1,0.999983298578152,-49.5,0.995929862284104,-24.75,1,0
0000000000001840,6,0.999987711650796,-35,0.999987711650796,2.45765474053327E-05,6,1,0.999993855825398,-60,0.997527376843365,-30,1,0
0000000000001a40,6.5,0.999995479351404,-41.25,0.999995479351404,9.04127675535057E-06,6.5,1,0.999997739675702,-71.5,0.998498817743263,-35.75,1,0
0000000000001c40,7,0.999998336943944,-48,0.999998336943945,3.32610934490108E-06,7,1,0.999999168471972,-84,0.999088948805599,-42,1,0
0000000000001e40,7.5,0.999999388195546,-55.25,0.999999388195546,1.22360853339781E-06,7.5,1,0.999999694097773,-97.5,0.999447221363076,-48.75,1,0
0000000000002040,8,0.999999774929676,-63,0.999999774929676,4.50140597563729E-07,8,1,0.999999887464838,-112,0.999664649869534,-56,1,0
0000000000002140,8.5,0.999999917201249,-71.25,0.999999917201249,1.6559749504014E-07,8.5,1,0.999999958600624,-127.5,0.999796573021945,-63.75,1,0
0000000000002240,9,0.999999969540041,-80,0.999999969540041,6.09199171232323E-08,9,1,0.999999984770021,-144,0.999876605424014,-72,1,0
0000000000002340,9.5,0.999999988794407,-89.25,0.999999988794407,2.24111854990185E-08,9.5,1,0.999999994397204,-161.5,0.999925153772489,-80.75,1,0
0000000000002440,10,0.999999995877693,-99,0.999999995877693,8.2446144557674E-09,10,1,0.999999997938846,-180,0.999954602131298,-90,1,0
0000000000002540,10.5,0.999999998483488,-109.25,0.999999998483488,3.03302416656515E-09,10.5,1,0.999999999241744,-199.5,0.999972464308885,-99.75,1,0
0000000000002640,11,0.999999999442106,-120,0.999999999442106,1.11578723652508E-09,11,1,0.999999999721053,-220,0.999983298578152,-110,1,0
0000000000002740,11.5,0.999999999794762,-131.25,0.999999999794762,4.10475185183831E-10,11.5,1,0.999999999897381,-241.5,0.999989870009019,-120.75,1,0
0000000000002840,12,0.999999999924497,-143,0.999999999924497,1.51005381759763E-10,12,1,0.999999999962249,-264,0.999993855825398,-132,1,0
0000000000002940,12.5,0.999999999972224,-155.25,0.999999999972224,5.55517754583131E-11,12.5,1,0.999999999986112,-287.5,0.999996273360716,-143.75,1,0
0000000000002a40,13,0.999999999989782,-168,0.999999999989782,2.04363561120445E-11,13,1,0.999999999994891,-312,0.999997739675702,-156,1,0
0000000000002b40,13.5,0.999999999996241,-181.25,0.999999999996241,7.51811526612807E-12,13.5,1,0.99999999999812,-337.5,0.999998629042793,-168.75,1,0
0000000000002c40,14,0.999999999998617,-195,0.999999999998617,2.76576004277226E-12,14,1,0.999999999999309,-364,0.999999168471972,-182,1,0
0000000000002d40,14.5,0.999999999999491,-209.25,0.999999999999491,1.01746625895025E-12,14.5,1,0.999999999999746,-391.5,0.999999495652592,-195.75,1,0
0000000000002e40,15,0.999999999999813,-224,0.999999999999813,3.74304918753537E-13,15,1,0.999999999999907,-420,0.999999694097773,-210,1,0
0000000000002f40,15.5,0.999999999999931,-239.25,0.999999999999931,1.3769908433879E-13,15.5,1,0.999999999999966,-449.5,0.999999814460898,-224.75,1,0
0000000000003040,16,0.999999999999975,-255,0.999999999999975,5.06566621963754E-14,16,1,0.999999999999987,-480,0.999999887464838,-240,1,0
0000000000803040,16.5,0.999999999999991,-271.25,0.999999999999991,1.86355445804134E-14,16.5,1,0.999999999999995,-511.5,0.999999931743971,-255.75,1,0
0000000000003140,17,0.999999999999996,-288,0.999999999999997,6.85563372616803E-15,17,1,0.999999999999998,-544,0.999999958600624,-272,1,0
0000000000803140,17.5,0.999999999999999,-305.25,0.999999999999999,2.52204670405879E-15,17.5,1,0.999999999999999,-577.5,0.999999974890009,-288.75,1,0
0000000000003240,18,1,-323,1,9.27809132097427E-16,18,1,1,-612,0.999999984770021,-306,1,0
0000000000803240,18.5,1,-341.25,1,3.41321905029763E-16,18.5,1,1,-647.5,0.99999999076255,-323.75,1,0
0000000000003340,19,1,-360,1,1.25565311681921E-16,19,1,1,-684,0.999999994397204,-342,1,0
0000000000803340,19.5,1,-379.25,1,4.61928966920631E-17,19.5,1,1,-721.5,0.999999996601732,-360.75,1,0
0000000000003440,20,1,-399,1,1.69934170211664E-17,20,1,1,-760,0.999999997938846,-380,1,0
0000000000803440,20.5,1,-419.25,1,6.25152875733996E-18,20.5,1,1,-799.5,0.999999998749847,-399.75,1,0
0000000000003540,21,1,-440,1,2.29980890571742E-18,21,1,1,-840,0.999999999241744,-420,1,0
0000000000803540,21.5,1,-461.25,1,8.46052415036432E-19,21.5,1,1,-881.5,0.999999999540095,-440.75,1,0
0000000000003640,22,1,-483,1,3.11245289645352E-19,22,1,1,-924,0.999999999721053,-462,1,0
0000000000803640,22.5,1,-505.25,1,1.14500743221976E-19,22.5,1,1,-967.5,0.99999999983081,-483.75,1,0
0000000000003740,23,1,-528,1,4.21224694302152E-20,23,1,1,-1012,0.999999999897381,-506,1,0
0000000000803740,23.5,1,-551.25,1,1.54959905147488E-20,23.5,1,1,-1057.5,0.999999999937758,-528.75,1,0
0000000000003840,24,1,-575,1,5.70065633096374E-21,24,1,1,-1104,0.999999999962249,-552,1,0
0000000000803840,24.5,1,-599.25,1,2.09715426534539E-21,24.5,1,1,-1151.5,0.999999999977103,-575.75,1,0
0000000000003940,25,1,-624,1,7.71499939185567E-22,25,1,1,-1200,0.999999999986112,-600,1,0
0000000000803940,25.5,1,-649.25,1,2.83818966491388E-22,25.5,1,1,-1249.5,0.999999999991577,-624.75,1,0
0000000000003a40,26,1,-675,1,1.04411162786708E-22,26,1,1,-1300,0.999999999994891,-650,1,0
0000000000803a40,26.5,1,-701.25,1,3.84107202180347E-23,26.5,1,1,-1351.5,0.999999999996901,-675.75,1,0
0000000000003b40,27,1,-728,1,1.41305142888032E-23,27,1,1,-1404,0.99999999999812,-702,1,0
0000000000803b40,27.5,1,-755.25,1,5.19832570003001E-24,27.5,1,1,-1457.5,0.99999999999886,-728.75,1,0
0000000000003c40,28,1,-783,1,1.91235715355419E-24,28,1,1,-1512,0.999999999999309,-756,1,0
0000000000803c40,28.5,1,-811.25,1,7.03516880969725E-25,28.5,1,1,-1567.5,0.999999999999581,-783.75,1,0
0000000000003d40,29,1,-840,1,2.58809397025818E-25,29,1,1,-1624,0.999999999999746,-812,1,0
0000000000803d40,29.5,1,-869.25,1,9.5210656347776E-26,29.5,1,1,-1681.5,0.999999999999846,-840.75,1,0
0000000000003e40,30,1,-899,1,3.50260430507861E-26,30,1,1,-1740,0.999999999999907,-870,1,0
0000000000803e40,30.5,1,-929.25,1,1.28853611439701E-26,30.5,1,1,-1799.5,0.999999999999943,-899.75,1,0
0000000000003f40,31,1,-960,1,4.74025945693592E-27,31,1,1,-1860,0.999999999999966,-930,1,0
0000000000803f40,31.5,1,-991.25,1,1.74384400002523E-27,31.5,1,1,-1921.5,0.999999999999979,-960.75,1,0
0000000000004040,32,1,-1023,1,6.41524356219455E-28,32,1,1,-1984,0.999999999999987,-992,1,0
0000000000404040,32.5,1,-1055.25,1,2.36003621663882E-28,32.5,1,1,-2047.5,0.999999999999992,-1023.75,1,0
0000000000804040,33,1,-1088,1,8.68208804521456E-29,33,1,1,-2112,0.999999999999995,-1056,1,0
0000000000c04040,33.5,1,-1121.25,1,3.19396169827479E-29,33.5,1,1,-2177.5,0.999999999999997,-1088.75,1,0
0000000000004140,34,1,-1155,1,1.17499284468432E-29,34,1,1,-2244,0.999999999999998,-1122,1,0
0000000000404140,34.5,1,-1189.25,1,4.32255711082911E-30,34.5,1,1,-2311.5,0.999999999999999,-1155.75,1,0
0000000000804140,35,1,-1224,1,1.59017989436346E-30,35,1,1,-2380,0.999999999999999,-1190,1,0
0000000000c04140,35.5,1,-1259.25,1,5.84994490900492E-31,35.5,1,1,-2449.5,1,-1224.75,1,0
0000000000004240,36,1,-1295,1,2.15207446400846E-31,36,1,1,-2520,1,-1260,1,0
0000000000404240,36.5,1,-1331.25,1,7.91703951178762E-32,36.5,1,1,-2591.5,1,-1295.75,1,0
0000000000804240,37,1,-1368,1,2.91251607132866E-32,37,1,1,-2664,1,-1332,1,0
0000000000c04240,37.5,1,-1405.25,1,1.07145478472323E-32,37.5,1,1,-2737.5,1,-1368.75,1,0
0000000000004340,38,1,-1443,1,3.9416618744445E-33,38,1,1,-2812,1,-1406,1,0
0000000000404340,38.5,1,-1481.25,1,1.45005636765742E-33,38.5,1,1,-2887.5,1,-1443.75,1,0
0000000000804340,39,1,-1520,1,5.33445926200905E-34,39,1,1,-2964,1,-1482,1,0
0000000000c04340,39.5,1,-1559.25,1,1.96243789225971E-34,39.5,1,1,-3041.5,1,-1520.75,1,0
0000000000004440,40,1,-1599,1,7.21940555138166E-35,40,1,1,-3120,1,-1560,1,0
0000000000404440,40.5,1,-1639.25,1,2.65587087983229E-35,40.5,1,1,-3199.5,1,-1599.75,1,0
0000000000804440,41,1,-1680,1,9.77040295096211E-36,41,1,1,-3280,1,-1640,1,0
0000000000c04440,41.5,1,-1721.25,1,3.59433037761975E-36,41.5,1,1,-3361.5,1,-1680.75,1,0
0000000000004540,42,1,-1763,1,1.32228025070429E-36,42,1,1,-3444,1,-1722,1,0
0000000000404540,42.5,1,-1805.25,1,4.8643971970113E-37,42.5,1,1,-3527.5,1,-1763.75,1,0
0000000000804540,43,1,-1848,1,1.78951172247245E-37,43,1,1,-3612,1,-1806,1,0
0000000000c04540,43.5,1,-1891.25,1,6.58324572432909E-38,43.5,1,1,-3697.5,1,-1848.75,1,0
0000000000004640,44,1,-1935,1,2.42184075816047E-38,44,1,1,-3784,1,-1892,1,0
0000000000404640,44.5,1,-1979.25,1,8.90945424718297E-39,44.5,1,1,-3871.5,1,-1935.75,1,0
0000000000804640,45,1,-2024,1,3.27760504959621E-39,45,1,1,-3960,1,-1980,1,0
0000000000c04640,45.5,1,-2069.25,1,1.20576351402615E-39,45.5,1,1,-4049.5,1,-2024.75,1,0
0000000000004740,46,1,-2115,1,4.43575607724855E-40,46,1,1,-4140,1,-2070,1,0
0000000000404740,46.5,1,-2161.25,1,1.63182346687102E-40,46.5,1,1,-4231.5,1,-2115.75,1,0
0000000000804740,47,1,-2208,1,6.00314305082958E-41,47,1,1,-4324,1,-2162,1,0
0000000000c04740,47.5,1,-2255.25,1,2.20843291081141E-41,47.5,1,1,-4417.5,1,-2208.75,1,0
0000000000004840,48,1,-2303,1,8.12437065093924E-42,48,1,1,-4512,1,-2256,1,0
0000000000404840,48.5,1,-2351.25,1,2.9887889349372E-42,48.5,1,1,-4607.5,1,-2303.75,1,0
0000000000804840,49,1,-2400,1,1.09951400316409E-42,49,1,1,-4704,1,-2352,1,0
0000000000c04840,49.5,1,-2449.25,1,4.04488597044179E-43,49.5,1,1,-4801.5,1,-2400.75,1,0
0000000000004940,50,1,-2499,1,1.48803039040833E-43,50,1,1,-4900,1,-2450,1,0
0000000000404940,50.5,1,-2549.25,1,5.47415788469541E-44,50.5,1,1,-4999.5,1,-2499.75,1,0
0000000000804940,51,1,-2600,1,2.01383014350599E-44,51,1,1,-5100,1,-2550,1,0
0000000000c04940,51.5,1,-2651.25,1,7.4084670780719E-45,51.5,1,1,-5201.5,1,-2600.75,1,0
0000000000004a40,52,1,-2703,1,2.72542272861812E-45,52,1,1,-5304,1,-2652,1,0
0000000000404a40,52.5,1,-2755.25,1,1.00262699035998E-45,52.5,1,1,-5407.5,1,-2703.75,1,0
0000000000804a40,53,1,-2808,1,3.68845856917035E-46,53,1,1,-5512,1,-2756,1,0
0000000000c04a40,53.5,1,-2861.25,1,1.35690807721041E-46,53.5,1,1,-5617.5,1,-2808.75,1,0
0000000000004b40,54,1,-2915,1,4.9917858516518E-47,54,1,1,-5724,1,-2862,1,0
0000000000404b40,54.5,1,-2969.25,1,1.83637538955318E-47,54.5,1,1,-5831.5,1,-2915.75,1,0
0000000000804b40,55,1,-3024,1,6.75564752089813E-48,55,1,1,-5940,1,-2970,1,0
0000000000c04b40,55.5,1,-3079.25,1,2.48526383473924E-48,55.5,1,1,-6049.5,1,-3024.75,1,0
0000000000004c40,56,1,-3135,1,9.14277470687469E-49,56,1,1,-6160,1,-3080,1,0
0000000000404c40,56.5,1,-3191.25,1,3.36343884992146E-49,56.5,1,1,-6271.5,1,-3135.75,1,0
0000000000804c40,57,1,-3248,1,1.23734000452342E-49,57,1,1,-6384,1,-3192,1,0
0000000000c04c40,57.5,1,-3305.25,1,4.55191949403147E-50,57.5,1,1,-6497.5,1,-3248.75,1,0
0000000000004d40,58,1,-3363,1,1.67455759972169E-50,58,1,1,-6612,1,-3306,1,0
0000000000404d40,58.5,1,-3421.25,1,6.16035313995008E-51,58.5,1,1,-6727.5,1,-3363.75,1,0
0000000000804d40,59,1,-3480,1,2.26626727054358E-51,59,1,1,-6844,1,-3422,1,0
0000000000c04d40,59.5,1,-3539.25,1,8.33713137032701E-52,59.5,1,1,-6961.5,1,-3480.75,1,0
0000000000004e40,60,1,-3599,1,3.0670592294888E-52,60,1,1,-7080,1,-3540,1,0
0000000000404e40,60.5,1,-3659.25,1,1.12830803538405E-52,60.5,1,1,-7199.5,1,-3599.75,1,0
0000000000804e40,61,1,-3720,1,4.15081329526334E-53,61,1,1,-7320,1,-3660,1,0
0000000000c04e40,61.5,1,-3781.25,1,1.52699887546847E-53,61.5,1,1,-7441.5,1,-3720.75,1,0
0000000000004f40,62,1,-3843,1,5.61751492976762E-54,62,1,1,-7564,1,-3782,1,0
0000000000404f40,62.5,1,-3905.25,1,2.06656825313514E-54,62.5,1,1,-7687.5,1,-3843.75,1,0
0000000000804f40,63,1,-3968,1,7.60247974106001E-55,63,1,1,-7812,1,-3906,1,0
0000000000c04f40,63.5,1,-4031.25,1,2.79679599865837E-55,63.5,1,1,-7937.5,1,-3968.75,1,0
0000000000005040,64,1,-4095,1,1.02888374905697E-55,64,1,1,-8064,1,-4032,1,0
0000000000205040,64.5,1,-4159.25,1,3.78505178633455E-56,64.5,1,1,-8191.5,1,-4095.75,1,0
0000000000405040,65,1,-4224,1,1.39244273596172E-56,65,1,1,-8320,1,-4160,1,0
0000000000605040,65.5,1,-4289.25,1,5.12251055568833E-57,65.5,1,1,-8449.5,1,-4224.75,1,0
0000000000805040,66,1,-4355,1,1.88446632062144E-57,66,1,1,-8580,1,-4290,1,0
0000000000a05040,66.5,1,-4421.25,1,6.93256416936619E-58,66.5,1,1,-8711.5,1,-4355.75,1,0
0000000000c05040,67,1,-4488,1,2.5503478325116E-58,67,1,1,-8844,1,-4422,1,0
0000000000e05040,67.5,1,-4555.25,1,9.38220535417166E-59,67.5,1,1,-8977.5,1,-4488.75,1,0
0000000000005140,68,1,-4623,1,3.45152046264838E-59,68,1,1,-9112,1,-4556,1,0
0000000000205140,68.5,1,-4691.25,1,1.26974341899089E-59,68.5,1,1,-9247.5,1,-4623.75,1,0
0000000000405140,69,1,-4760,1,4.67112499409484E-60,69,1,1,-9384,1,-4692,1,0
0000000000605140,69.5,1,-4829.25,1,1.71841085246956E-60,69.5,1,1,-9521.5,1,-4760.75,1,0
0000000000805140,70,1,-4899,1,6.32168024109445E-61,70,1,1,-9660,1,-4830,1,0
0000000000a05140,70.5,1,-4969.25,1,2.32561619435838E-61,70.5,1,1,-9799.5,1,-4899.75,1,0
0000000000c05140,71,1,-5040,1,8.55546385959816E-62,71,1,1,-9940,1,-4970,1,0
0000000000e05140,71.5,1,-5111.25,1,3.14737926363144E-62,71.5,1,1,-10081.5,1,-5040.75,1,0
0000000000005240,72,1,-5183,1,1.15785612465932E-62,72,1,1,-10224,1,-5112,1,0
0000000000205240,72.5,1,-5255.25,1,4.25951464096603E-63,72.5,1,1,-10367.5,1,-5183.75,1,0
0000000000405240,73,1,-5328,1,1.56698786578016E-63,73,1,1,-10512,1,-5256,1,0
0000000000605240,73.5,1,-5401.25,1,5.76462620385636E-64,73.5,1,1,-10657.5,1,-5328.75,1,0
0000000000805240,74,1,-5475,1,2.12068746643693E-64,74,1,1,-10804,1,-5402,1,0
0000000000a05240,74.5,1,-5549.25,1,7.801573200521E-65,74.5,1,1,-10951.5,1,-5475.75,1,0
0000000000c05240,75,1,-5624,1,2.87003838926576E-65,75,1,1,-11100,1,-5550,1,0
0000000000e05240,75.5,1,-5699.25,1,1.05582811878368E-65,75.5,1,1,-11249.5,1,-5624.75,1,0
0000000000005340,76,1,-5775,1,3.88417458311234E-66,76,1,1,-11400,1,-5700,1,0
0000000000205340,76.5,1,-5851.25,1,1.42890797504769E-66,76.5,1,1,-11551.5,1,-5775.75,1,0
0000000000405340,77,1,-5928,1,5.2566586734596E-67,77,1,1,-11704,1,-5852,1,0
0000000000605340,77.5,1,-6005.25,1,1.93381665522133E-67,77.5,1,1,-11857.5,1,-5928.75,1,0
0000000000805340,78,1,-6083,1,7.11411390450852E-68,78,1,1,-12012,1,-6006,1,0
0000000000a05340,78.5,1,-6161.25,1,2.61713624762058E-68,78.5,1,1,-12167.5,1,-6083.75,1,0
0000000000c05340,79,1,-6240,1,9.62790620244185E-69,79,1,1,-12324,1,-6162,1,0
0000000000e05340,79.5,1,-6319.25,1,3.54190875340537E-69,79.5,1,1,-12481.5,1,-6240.75,1,0
0000000000005440,80,1,-6399,1,1.30299541288301E-69,80,1,1,-12640,1,-6320,1,0
0000000000205440,80.5,1,-6479.25,1,4.79345224340354E-70,80.5,1,1,-12799.5,1,-6399.75,1,0
0000000000405440,81,1,-6560,1,1.76341253258529E-70,81,1,1,-12960,1,-6480,1,0
0000000000605440,81.5,1,-6641.25,1,6.48723217042194E-71,81.5,1,1,-13121.5,1,-6560.75,1,0
0000000000805440,82,1,-6723,1,2.38651934560423E-71,82,1,1,-13284,1,-6642,1,0
0000000000a05440,82.5,1,-6805.25,1,8.7795140320572E-72,82.5,1,1,-13447.5,1,-6723.75,1,0
0000000000c05440,83,1,-6888,1,3.22980271587004E-72,83,1,1,-13612,1,-6806,1,0
0000000000e05440,83.5,1,-6971.25,1,1.18817801820828E-72,83.5,1,1,-13777.5,1,-6888.75,1,0
0000000000005540,84,1,-7055,1,4.37106265350652E-73,84,1,1,-13944,1,-6972,1,0
0000000000205540,84.5,1,-7139.25,1,1.60802408629734E-73,84.5,1,1,-14111.5,1,-7055.75,1,0
0000000000405540,85,1,-7224,1,5.91559002257285E-74,85,1,1,-14280,1,-7140,1,0
0000000000605540,85.5,1,-7309.25,1,2.17622395170346E-74,85.5,1,1,-14449.5,1,-7224.75,1,0
0000000000805540,86,1,-7395,1,8.00588051216577E-75,86,1,1,-14620,1,-7310,1,0
0000000000a05540,86.5,1,-7481.25,1,2.94519884890088E-75,86.5,1,1,-14791.5,1,-7395.75,1,0
0000000000c05540,87,1,-7568,1,1.08347810667243E-75,87,1,1,-14964,1,-7482,1,0
0000000000e05540,87.5,1,-7655.25,1,3.98589320404147E-76,87.5,1,1,-15137.5,1,-7568.75,1,0
0000000000005640,88,1,-7743,1,1.46632816447183E-76,88,1,1,-15312,1,-7656,1,0
0000000000205640,88.5,1,-7831.25,1,5.39431985719842E-77,88.5,1,1,-15487.5,1,-7743.75,1,0
0000000000405640,89,1,-7920,1,1.98445937456617E-77,89,1,1,-15664,1,-7832,1,0
0000000000605640,89.5,1,-8009.25,1,7.30041805742832E-78,89.5,1,1,-15841.5,1,-7920.75,1,0
0000000000805640,90,1,-8099,1,2.68567371528464E-78,90,1,1,-16020,1,-8010,1,0
0000000000a05640,90.5,1,-8189.25,1,9.88004145547744E-79,90.5,1,1,-16199.5,1,-8099.75,1,0
0000000000c05640,91,1,-8280,1,3.63466412939172E-79,91,1,1,-16380,1,-8190,1,0
0000000000e05640,91.5,1,-8371.25,1,1.33711820876651E-79,91.5,1,1,-16561.5,1,-8280.75,1,0
0000000000005740,92,1,-8463,1,4.91898299421185E-80,92,1,1,-16744,1,-8372,1,0
0000000000205740,92.5,1,-8555.25,1,1.80959271504248E-80,92.5,1,1,-16927.5,1,-8463.75,1,0
0000000000405740,93,1,-8648,1,6.65711956757742E-81,93,1,1,-17112,1,-8556,1,0
0000000000605740,93.5,1,-8741.25,1,2.44901742633186E-81,93.5,1,1,-17297.5,1,-8648.75,1,0
0000000000805740,94,1,-8835,1,9.00943162218087E-82,94,1,1,-17484,1,-8742,1,0
0000000000a05740,94.5,1,-8929.25,1,3.31438467044022E-82,94.5,1,1,-17671.5,1,-8835.75,1,0
0000000000c05740,95,1,-9024,1,1.21929398038874E-82,95,1,1,-17860,1,-8930,1,0
0000000000e05740,95.5,1,-9119.25,1,4.48553188129114E-83,95.5,1,1,-18049.5,1,-9024.75,1,0
0000000000005840,96,1,-9215,1,1.65013496184607E-83,96,1,1,-18240,1,-9120,1,0
0000000000205840,96.5,1,-9311.25,1,6.07050727621393E-84,96.5,1,1,-18431.5,1,-9215.75,1,0
0000000000405840,97,1,-9408,1,2.23321482440075E-84,97,1,1,-18624,1,-9312,1,0
0000000000605840,97.5,1,-9505.25,1,8.2155382161633E-85,97.5,1,1,-18817.5,1,-9408.75,1,0
0000000000805840,98,1,-9603,1,3.02232760788478E-85,98,1,1,-19012,1,-9506,1,0
0000000000a05840,98.5,1,-9701.25,1,1.11185219142568E-85,98.5,1,1,-19207.5,1,-9603.75,1,0
0000000000c05840,99,1,-9800,1,4.09027562846921E-86,99,1,1,-19404,1,-9702,1,0
0000000000e05840,99.5,1,-9899.25,1,1.50472831243842E-86,99.5,1,1,-19601.5,1,-9800.75,1,0
0000000000005940,100,1,-9999,1,5.53558610694695E-87,100,1,1,-19800,1,-9900,1,0
