term,name,description,score,pvalue,FDR,cluster,enriched,geneIDs
GO:0008152,metabolic process,"The chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances. Metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation.",0.0327737809752198,0.847937508025076,0.914010560598458,1251,41/94,A0A0H2XAF7; A0A0H2XBW7; A0A0H2X5P4; A0A0H2X9L5; A0A0H2XCJ1; A0A0H2X4A4; A0A0H2XBX9; Q4V0S8; A0A0H2X3W2; A0A0H2X582; Q4UTR7; A0A0H2XC43; Q4USS0; A0A0H2XC05; A0A0H2X308; A0A0H2X2R9; A0A0H2X886; A0A0H2X6K8; A0A0H2X461; A0A0H2XB54; A0A0H2X472; A0A0H2X6L0; A0A0H2X7T6; A0A0H2X757; A0A0H2X7J2; P0C0F7; Q4UU87; Q9L431; Q4UZF6; A0A0H2X7S0; A0A0H2X8C7; A0A0H2X6N9; A0A0H2XDA2; A0A0H2X5H7; A0A0H2X587; A0A0H2X8J5; A0A0H2XBI2; A0A0H2X5S8; A0A0H2X5J4; A0A0H2X3T6; A0A0H2X4F1
GO:0006541,glutamine metabolic process,"The chemical reactions and pathways involving glutamine, 2-amino-4-carbamoylbutanoic acid.",0.214285714285714,0.0141251011423475,0.0478523834618304,14,3/132,A0A0H2X886; A0A0H2X6K8; A0A0H2X461
GO:0052689,carboxylic ester hydrolase activity,Catalysis of the hydrolysis of a carboxylic ester bond.,0.318181818181818,1.9816546852195E-05,0.000193502751615551,22,7/128,A0A0H2XD97; A0A0H2X9K9; Q4UU97; A0A0H2X7L4; Q4UWU6; A0A0H2X577; A0A0H2X6T2
GO:0051537,"2 iron, 2 sulfur cluster binding","Interacting selectively and non-covalently with a 2 iron, 2 sulfur (2Fe-2S) cluster; this cluster consists of two iron atoms, with two inorganic sulfur atoms found between the irons and acting as bridging ligands.",0.0625,0.412771652849144,0.535313237288734,16,1/134,A0A0H2X6M9
GO:0043169,cation binding,"Interacting selectively and non-covalently with cations, charged atoms or groups of atoms with a net positive charge.",0.0135869565217391,0.0407165592951025,0.109015303919145,368,5/130,A0A0H2XCE7; A0A0H2XAZ4; A0A0H2XBH1; A0A0H2X6P0; A0A0H2X8L9
GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",Catalysis of the hydrolysis of any O-glycosyl bond.,0.0317460317460317,1,1.03105590062112,63,2/133,A0A0H2X3T6; A0A0H2X4F1
GO:0008773,[protein-PII] uridylyltransferase activity,Catalysis of the reaction: UTP + (protein-PII) = diphosphate + uridylyl-(protein-PII).,1,0.0606053141091176,0.147948266795787,1,1/134,Q4USS0
GO:0006807,nitrogen compound metabolic process,The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen.,0.0318021201413428,1,1.03105590062112,849,27/108,A0A0H2XAF7; A0A0H2XBW7; A0A0H2X5P4; A0A0H2X9L5; A0A0H2XCJ1; A0A0H2X4A4; A0A0H2XBX9; Q4V0S8; A0A0H2X3W2; A0A0H2X582; Q4UTR7; A0A0H2XC43; Q4USS0; A0A0H2XC05; A0A0H2X308; A0A0H2X2R9; A0A0H2X886; A0A0H2X6K8; A0A0H2X461; A0A0H2X6L0; A0A0H2X7T6; A0A0H2X757; A0A0H2X7J2; P0C0F7; Q4UU87; Q9L431; Q4UZF6
GO:0071973,bacterial-type flagellum-dependent cell motility,Cell motility due to the motion of one or more bacterial-type flagella. A bacterial-type flagellum is a motor complex composed of an extracellular helical protein filament coupled to a rotary motor embedded in the cell envelope.,0.05,0.482064231185293,0.615558941359681,20,1/134,A0A0H2X9H9
GO:0003688,DNA replication origin binding,"Interacting selectively and non-covalently with the DNA replication origin, a unique DNA sequence of a replicon at which DNA replication is initiated and proceeds bidirectionally or unidirectionally.",1,0.0606053141091176,0.147948266795787,1,1/134,Q4V0S8
GO:0006270,DNA replication initiation,"The process in which DNA-dependent DNA replication is started; this begins with the ATP dependent loading of an initiator complex onto the DNA, this is followed by DNA melting and helicase activity. In bacteria, the gene products that enable the helicase activity are loaded after the initial melting and in archaea and eukaryotes, the gene products that enable the helicase activity are inactive when they are loaded and subsequently activate.",0.333333333333333,0.11756318786995,0.228251335513586,3,1/134,Q4V0S8
GO:0006275,regulation of DNA replication,"Any process that modulates the frequency, rate or extent of DNA replication.",0.5,0.0895262451450571,0.194266100576202,2,1/134,Q4V0S8
GO:0006520,cellular amino acid metabolic process,"The chemical reactions and pathways involving amino acids, carboxylic acids containing one or more amino groups, as carried out by individual cells.",0.0196078431372549,0.632730107095069,0.724366881226079,153,3/132,A0A0H2X886; A0A0H2X6K8; A0A0H2X461
GO:0051536,iron-sulfur cluster binding,"Interacting selectively and non-covalently with an iron-sulfur cluster, a combination of iron and sulfur atoms.",0.0169491525423729,1,1.03105590062112,59,1/134,A0A0H2X6M9
GO:0005198,structural molecule activity,The action of a molecule that contributes to the structural integrity of a complex or its assembly within or outside a cell.,0.0161290322580645,1,1.03105590062112,62,1/134,A0A0H2X9H9
GO:0016879,"ligase activity, forming carbon-nitrogen bonds","Catalysis of the joining of two molecules, or two groups within a single molecule, via a carbon-nitrogen bond, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate.",0.0857142857142857,0.110343636373839,0.223378580951919,35,3/132,A0A0H2X886; A0A0H2X6K8; A0A0H2X461
GO:0055085,transmembrane transport,"The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other.",0.0373831775700935,0.776612946231241,0.842599667152849,107,4/131,A0A0H2XAJ0; A0A0H2X8M0; A0A0H2XBU1; A0A0H2XCB8
GO:0046873,metal ion transmembrane transporter activity,Enables the transfer of metal ions from one side of a membrane to the other.,0.176470588235294,0.0221447639930595,0.0633798417732393,17,3/132,A0A0H2XCE7; A0A0H2XAZ4; Q4UQV0
GO:0016987,sigma factor activity,"Sigma factors act as the promoter specificity subunit of eubacterial and plant plastid multisubunit RNA polymerases, whose core subunit composition is often described as alpha(2)-beta-beta-prime. Although sigma does not bind DNA on its own, when combined with the core to form the holoenzyme, the sigma factor binds specifically to promoter elements. The sigma subunit is released once elongation begins.",0.2,0.0165749555520082,0.0524084308882546,15,3/132,A0A0H2X9L5; A0A0H2X7T6; A0A0H2X757
GO:0006352,"DNA-templated transcription, initiation","Any process involved in the assembly of the RNA polymerase preinitiation complex (PIC) at the core promoter region of a DNA template, resulting in the subsequent synthesis of RNA from that promoter. The initiation phase includes PIC assembly and the formation of the first few bonds in the RNA chain, including abortive initiation, which occurs when the first few nucleotides are repeatedly synthesized and then released. The initiation phase ends just before and does not include promoter clearance, or release, which is the transition between the initiation and elongation phases of transcription.",0.2,0.0165749555520082,0.0524084308882546,15,3/132,A0A0H2X9L5; A0A0H2X7T6; A0A0H2X757
GO:0043565,sequence-specific DNA binding,"Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding.",0.162790697674419,0.000739393389266261,0.00383560320681873,43,7/128,Q4V0S8; A0A0H2X2R9; A0A0H2X6L0; A0A0H2X7T6; A0A0H2X7J2; Q4UZF6; A0A0H2XA17
GO:0008236,serine-type peptidase activity,Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine).,0.0222222222222222,1,1.03105590062112,45,1/134,A0A0H2X9B2
GO:0043190,ATP-binding cassette (ABC) transporter complex,"A complex for the transport of metabolites into and out of the cell, typically comprised of four domains; two membrane-associated domains and two ATP-binding domains at the intracellular face of the membrane, that form a central pore through the plasma membrane. Each of the four core domains may be encoded as a separate polypeptide or the domains can be fused in any one of a number of ways into multidomain polypeptides. In Bacteria and Archaebacteria, ABC transporters also include substrate binding proteins to bind substrate external to the cytoplasm and deliver it to the transporter.",0.142857142857143,0.0851502920114038,0.192312224134599,14,2/133,A0A0H2XAJ0; A0A0H2X8M0
GO:0070069,cytochrome complex,"A protein complex in which at least one of the proteins is a cytochrome, i.e. a heme-containing protein involved in catalysis of redox reactions.",0.833333333333333,1.02044024062145E-05,0.000105870674964476,6,5/130,A0A0H2X8C7; A0A0H2X6N9; A0A0H2XDA2; A0A0H2X5H7; A0A0H2X587
GO:0009055,electron transfer activity,Any molecular entity that serves as an electron acceptor and electron donor in an electron transport chain. An electron transport chain is a process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient.,0.166666666666667,0.00026686082227257,0.0020135862044203,48,8/127,A0A0H2X6M9; A0A0H2X8C7; A0A0H2X6P0; A0A0H2X8L9; A0A0H2X6N9; A0A0H2XDA2; A0A0H2X5H7; A0A0H2X587
GO:0019646,aerobic electron transport chain,A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to oxygen to generate a transmembrane electrochemical gradient.,0.666666666666667,0.000155983532083037,0.00129466331628921,6,4/131,A0A0H2X6N9; A0A0H2XDA2; A0A0H2X5H7; A0A0H2X587
GO:0022904,respiratory electron transport chain,A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient.,0.3125,0.00035043677613663,0.0025292393408122,16,5/130,A0A0H2X8C7; A0A0H2X6N9; A0A0H2XDA2; A0A0H2X5H7; A0A0H2X587
GO:0006817,phosphate ion transport,"The directed movement of phosphate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",0.428571428571429,0.0029182140541401,0.0124211162304425,7,3/132,A0A0H2XAF7; A0A0H2XAJ0; A0A0H2X8M0
GO:0009058,biosynthetic process,The chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.,0.0375,0.392677468125385,0.525681126683983,640,24/111,A0A0H2XAF7; A0A0H2XBW7; A0A0H2X5P4; A0A0H2X9L5; A0A0H2XCJ1; A0A0H2X4A4; A0A0H2XBX9; A0A0H2X3W2; A0A0H2X582; A0A0H2XC43; A0A0H2XC05; A0A0H2X308; A0A0H2X2R9; A0A0H2X886; A0A0H2X6K8; A0A0H2X461; A0A0H2X6L0; A0A0H2X7T6; A0A0H2X757; A0A0H2X7J2; P0C0F7; Q4UU87; Q9L431; Q4UZF6
GO:0019867,outer membrane,The external membrane of Gram-negative bacteria or certain organelles such as mitochondria and chloroplasts; freely permeable to most ions and metabolites.,0.00909090909090909,0.263095322396822,0.400677279980482,110,1/134,A0A0H2X4B5
GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,0.0371621621621622,0.605166331546254,0.702500776480267,296,11/124,A0A0H2XBU1; Q4UQV0; A0A0H2XBX9; Q4UYH8; A0A0H2XA54; A0A0H2X815; A0A0H2X4C4; P0C0F7; Q4UU87; Q9L431; A0A0H2X4B5
GO:0005215,transporter activity,"Enables the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells.",0.0425531914893617,0.393307029960805,0.522311735787949,188,8/127,A0A0H2XBU1; A0A0H2XDI0; A0A0H2XBS4; A0A0H2XCE7; A0A0H2XAZ4; Q4UQV0; Q4UYH8; A0A0H2X4B5
GO:0016798,"hydrolase activity, acting on glycosyl bonds",Catalysis of the hydrolysis of any glycosyl bond.,0.0266666666666667,1,1.03105590062112,75,2/133,A0A0H2X3T6; A0A0H2X4F1
GO:0030245,cellulose catabolic process,"The chemical reactions and pathways resulting in the breakdown of cellulose, a linear beta1-4 glucan of molecular mass 50-400 kDa with the pyranose units in the -4C1 conformation.",0.4,0.01783530716985,0.053830199821729,5,2/133,A0A0H2X3T6; A0A0H2X4F1
GO:0022857,transmembrane transporter activity,"Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other.",0.0421686746987952,0.374469261528475,0.518015811781058,166,7/128,A0A0H2XDI0; A0A0H2XBS4; A0A0H2XCE7; A0A0H2XAZ4; Q4UQV0; Q4UYH8; A0A0H2X4B5
GO:0003993,acid phosphatase activity,"Catalysis of the reaction: an orthophosphoric monoester + H2O = an alcohol + phosphate, with an acid pH optimum.",0.5,0.0895262451450571,0.194266100576202,2,1/134,A0A0H2XEH1
GO:0008233,peptidase activity,Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid.,0.0254237288135593,1,1.03105590062112,118,3/132,A0A0H2X9B2; A0A0H2XBH1; A0A0H2XA24
GO:0009420,bacterial-type flagellum filament,"The long (approximately 20 nm), thin external structure of the bacterial-type flagellum, which acts as a propeller.",0.5,0.0895262451450571,0.194266100576202,2,1/134,A0A0H2X9H9
GO:0044781,bacterial-type flagellum organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a bacterial-type flagellum, a motor complex composed of an extracellular helical protein filament coupled to a rotary motor embedded in the cell envelope which functions in cell motility.",0.0769230769230769,0.354833095071677,0.503438408392293,13,1/134,A0A0H2X9H9
GO:0016746,"transferase activity, transferring acyl groups",Catalysis of the transfer of an acyl group from one compound (donor) to another (acceptor).,0.0377358490566038,0.686414433479071,0.769897269983283,53,2/133,A0A0H2XB54; A0A0H2X472
GO:0071705,nitrogen compound transport,"The directed movement of nitrogen-containing compounds into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",0.0123456790123457,0.519600390082063,0.643684065325541,81,1/134,A0A0H2X7X9
GO:0016788,"hydrolase activity, acting on ester bonds",Catalysis of the hydrolysis of any ester bond.,0.0833333333333333,0.00627178068585712,0.0226329476924409,120,10/125,A0A0H2XBY2; A0A0H2X624; A0A0H2XEH1; A0A0H2XD97; A0A0H2X9K9; Q4UU97; A0A0H2X7L4; Q4UWU6; A0A0H2X577; A0A0H2X6T2
GO:0016070,RNA metabolic process,"The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage.",0.0783582089552239,0.000248483531671985,0.00196420315512141,268,21/114,A0A0H2XAF7; A0A0H2XBW7; A0A0H2X5P4; A0A0H2X9L5; A0A0H2XCJ1; A0A0H2X4A4; A0A0H2X3W2; A0A0H2X582; Q4UTR7; A0A0H2XC43; A0A0H2XC05; A0A0H2X308; A0A0H2X2R9; A0A0H2X6L0; A0A0H2X7T6; A0A0H2X757; A0A0H2X7J2; P0C0F7; Q4UU87; Q9L431; Q4UZF6
GO:0048037,cofactor binding,"Interacting selectively and non-covalently with a cofactor, a substance that is required for the activity of an enzyme or other protein. Cofactors may be inorganic, such as the metal atoms zinc, iron, and copper in certain forms, or organic, in which case they are referred to as coenzymes. Cofactors may either be bound tightly to active sites or bind loosely with the substrate.",0.0128755364806867,0.118914528200369,0.221795636868105,233,3/132,A0A0H2X6M9; A0A0H2X6P0; A0A0H2X8L9
GO:0015562,efflux transmembrane transporter activity,Enables the transfer of a specific substance or related group of substances from the inside of the cell to the outside of the cell across a membrane.,0.0833333333333333,0.334286378353523,0.478375334540386,12,1/134,A0A0H2X4B5
GO:0000272,polysaccharide catabolic process,"The chemical reactions and pathways resulting in the breakdown of a polysaccharide, a polymer of many (typically more than 10) monosaccharide residues linked glycosidically.",0.0909090909090909,0.16752914941858,0.295849348973237,22,2/133,A0A0H2X3T6; A0A0H2X4F1
GO:0097367,carbohydrate derivative binding,Interacting selectively and non-covalently with a carbohydrate derivative.,0.0635359116022099,0.00166361392241443,0.00767110864224433,362,23/112,A0A0H2XBY2; A0A0H2XDR5; A0A0H2X5W2; A0A0H2XAL3; A0A0H2XAZ4; Q4UQV0; A0A0H2X606; Q4V0S8; A0A0H2XDZ8; A0A0H2X2J9; A0A0H2X2R9; A0A0H2X461; A0A0H2X574; A0A0H2X6L0; A0A0H2X7M2; A0A0H2X9J3; A0A0H2X5P1; A0A0H2X7J2; P0C0F7; Q4UU87; Q9L431; Q4UZF6; A0A0H2X8F3
GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",Catalysis of the hydrolysis of any acid anhydride which contains phosphorus.,0.00980392156862745,0.377169216818569,0.513197458949857,102,1/134,A0A0H2XDZ8
GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",Catalysis of an oxidation-reduction (redox) reaction in which a CH-CH group acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor.,0.037037037037037,0.584353389395405,0.687962146380406,27,1/134,A0A0H2XBX9
GO:0006784,heme a biosynthetic process,"The chemical reactions and pathways resulting in the formation of heme a, a derivative of heme found in cytochrome aa3.",1,0.0606053141091176,0.147948266795787,1,1/134,A0A0H2XBX9
GO:0030955,potassium ion binding,Interacting selectively and non-covalently with potassium (K+) ions.,0.5,0.0895262451450571,0.194266100576202,2,1/134,A0A0H2XCE7
GO:0006401,RNA catabolic process,"The chemical reactions and pathways resulting in the breakdown of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage.",0.2,0.171091597131171,0.298960053934468,5,1/134,Q4UTR7
GO:0033014,tetrapyrrole biosynthetic process,"The chemical reactions and pathways leading to the formation of tetrapyrroles, natural pigments containing four pyrrole rings joined by one-carbon units linking position 2 of one pyrrole ring to position 5 of the next.",0.0454545454545455,0.51360251815069,0.641037729421161,22,1/134,A0A0H2XBX9
GO:0008324,cation transmembrane transporter activity,Enables the transfer of cation from one side of a membrane to the other.,0.0625,0.206298813999705,0.33248158372768,48,3/132,A0A0H2XCE7; A0A0H2XAZ4; Q4UQV0
GO:0006779,porphyrin-containing compound biosynthetic process,The chemical reactions and pathways resulting in the formation of any member of a large group of derivatives or analogs of porphyrin. Porphyrin consists of a ring of four pyrrole nuclei linked each to the next at their alpha positions through a methine group.,0.0666666666666667,0.394056868417539,0.519154286962789,15,1/134,A0A0H2XBX9
GO:0006725,cellular aromatic compound metabolic process,"The chemical reactions and pathways involving aromatic compounds, any organic compound characterized by one or more planar rings, each of which contains conjugated double bonds and delocalized pi electrons, as carried out by individual cells.",0.0372771474878444,0.387782988652086,0.523349399319075,617,23/112,A0A0H2XAF7; A0A0H2XBW7; A0A0H2X5P4; A0A0H2X9L5; A0A0H2XCJ1; A0A0H2X4A4; A0A0H2XBX9; Q4V0S8; A0A0H2X3W2; A0A0H2X582; Q4UTR7; A0A0H2XC43; A0A0H2XC05; A0A0H2X308; A0A0H2X2R9; A0A0H2X6L0; A0A0H2X7T6; A0A0H2X757; A0A0H2X7J2; P0C0F7; Q4UU87; Q9L431; Q4UZF6
GO:0009289,pilus,A proteinaceous hair-like appendage on the surface of bacteria ranging from 2-8 nm in diameter.,1,0.000532593901755934,0.00304864095487879,3,3/132,A0A0H2X6G8; A0A0H2X4J8; A0A0H2XBC7
GO:0007155,cell adhesion,"The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules.",0.75,0.000911078304350137,0.00451459697080964,4,3/132,A0A0H2X6G8; A0A0H2X4J8; A0A0H2XBC7
GO:0042168,heme metabolic process,"The chemical reactions and pathways involving heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring.",0.125,0.245399144928732,0.382500075663564,8,1/134,A0A0H2XBX9
GO:0044262,cellular carbohydrate metabolic process,"The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y, as carried out by individual cells.",0.05,0.372565937461163,0.524118183208077,40,2/133,A0A0H2X3T6; A0A0H2X4F1
GO:0001123,transcription initiation from bacterial-type RNA polymerase promoter,"Any process involved in the assembly of bacterial-type RNA polymerase preinitiation complex (PIC) at the core promoter region of a DNA template, resulting in the subsequent synthesis of RNA from that promoter. The initiation phase includes PIC assembly and the formation of the first few bonds in the RNA chain, including abortive initiation, which occurs when the first few nucleotides are repeatedly synthesized and then released. The initiation phase ends just before and does not include promoter clearance, or release, which is the transition between the initiation and elongation phases of transcription.",0.333333333333333,0.11756318786995,0.228251335513586,3,1/134,A0A0H2X9L5
GO:0004356,glutamate-ammonia ligase activity,Catalysis of the reaction: L-glutamate + ATP + NH(3) = L-glutamine + ADP + 2 H(+) + phosphate.,1,0.000532593901755934,0.00304864095487879,3,3/132,A0A0H2X886; A0A0H2X6K8; A0A0H2X461
GO:0006542,glutamine biosynthetic process,"The chemical reactions and pathways resulting in the formation of glutamine, 2-amino-4-carbamoylbutanoic acid.",1,0.000532593901755934,0.00304864095487879,3,3/132,A0A0H2X886; A0A0H2X6K8; A0A0H2X461
GO:0044238,primary metabolic process,"The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism.",0.0280957336108221,0.53076588610426,0.643117789002242,961,27/108,A0A0H2XAF7; A0A0H2XBW7; A0A0H2X5P4; A0A0H2X9L5; A0A0H2XCJ1; A0A0H2X4A4; Q4V0S8; A0A0H2X3W2; A0A0H2X582; Q4UTR7; A0A0H2XC43; A0A0H2XC05; A0A0H2X308; A0A0H2X2R9; A0A0H2X886; A0A0H2X6K8; A0A0H2X461; A0A0H2X6L0; A0A0H2X7T6; A0A0H2X757; A0A0H2X7J2; P0C0F7; Q4UU87; Q9L431; Q4UZF6; A0A0H2X3T6; A0A0H2X4F1
GO:0016052,carbohydrate catabolic process,"The chemical reactions and pathways resulting in the breakdown of carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y.",0.0444444444444444,0.655535640330709,0.740264736699984,45,2/133,A0A0H2X3T6; A0A0H2X4F1
GO:0006139,nucleobase-containing compound metabolic process,"Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids.",0.0415094339622641,0.187399362962117,0.320704064450633,530,22/113,A0A0H2XAF7; A0A0H2XBW7; A0A0H2X5P4; A0A0H2X9L5; A0A0H2XCJ1; A0A0H2X4A4; Q4V0S8; A0A0H2X3W2; A0A0H2X582; Q4UTR7; A0A0H2XC43; A0A0H2XC05; A0A0H2X308; A0A0H2X2R9; A0A0H2X6L0; A0A0H2X7T6; A0A0H2X757; A0A0H2X7J2; P0C0F7; Q4UU87; Q9L431; Q4UZF6
GO:0019439,aromatic compound catabolic process,"The chemical reactions and pathways resulting in the breakdown of aromatic compounds, any substance containing an aromatic carbon ring.",0.04,0.557370236763706,0.665636397861691,25,1/134,Q4UTR7
GO:0008121,ubiquinol-cytochrome-c reductase activity,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: CoQH2 + 2 ferricytochrome c = CoQ + 2 ferrocytochrome c + 2 H+.,1,0.00541541697118811,0.0206657291314305,2,2/133,A0A0H2X6M9; A0A0H2X8C7
GO:0009060,aerobic respiration,The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which requires oxygen as the terminal electron acceptor.,0.444444444444444,0.000494110869958019,0.00315470786203966,9,4/131,A0A0H2X6N9; A0A0H2XDA2; A0A0H2X5H7; A0A0H2X587
GO:0007165,signal transduction,"The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.",0.314814814814815,1.83272447010739E-11,5.07053770063045E-10,54,17/118,A0A0H2XBW7; A0A0H2X5P4; A0A0H2XCJ1; A0A0H2X4A4; A0A0H2X3W2; A0A0H2XC43; A0A0H2X6L0; A0A0H2X7W5; A0A0H2X7Y4; A0A0H2X7I5; A0A0H2X9G9; A0A0H2X6S6; A0A0H2X9V7; A0A0H2X4W0; Q4UU85; Q9L433; A0A0H2XA17
GO:0006783,heme biosynthetic process,"The chemical reactions and pathways resulting in the formation of heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring, from less complex precursors.",0.166666666666667,0.196634312124521,0.324789013061398,6,1/134,A0A0H2XBX9
GO:0005618,cell wall,"The rigid or semi-rigid envelope lying outside the cell membrane of plant, fungal, most prokaryotic cells and some protozoan parasites, maintaining their shape and protecting them from osmotic lysis. In plants it is made of cellulose and, often, lignin; in fungi it is composed largely of polysaccharides; in bacteria it is composed of peptidoglycan; in protozoan parasites such as Giardia species, it's made of carbohydrates and proteins.",0.166666666666667,0.196634312124521,0.324789013061398,6,1/134,A0A0H2XBH1
GO:0016805,dipeptidase activity,Catalysis of the hydrolysis of a dipeptide.,0.333333333333333,0.11756318786995,0.228251335513586,3,1/134,A0A0H2XBH1
GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,Catalysis of the transfer of a methyl group from S-adenosyl-L-methionine to a substrate.,0.148148148148148,0.0141624688105351,0.0470193964509765,27,4/131,A0A0H2XBG3; A0A0H2X819; A0A0H2X7H4; A0A0H2XD97
GO:0045275,respiratory chain complex III,"A protein complex that transfers electrons from ubiquinol to cytochrome c and translocates two protons across a membrane. The complex contains a core structure of three catalytic subunits: cytochrome b, the Rieske iron sulfur protein (ISP), and cytochrome c1, which are arranged in an integral membrane-bound dimeric complex; additional subunits are present, and vary among different species.",1,0.0606053141091176,0.147948266795787,1,1/134,A0A0H2X8C7
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c","The transfer of electrons from ubiquinol to cytochrome c that occurs during oxidative phosphorylation, mediated by the multisubunit enzyme known as complex III.",1,0.0606053141091176,0.147948266795787,1,1/134,A0A0H2X8C7
GO:0008134,transcription factor binding,"Interacting selectively and non-covalently with a transcription factor, a protein required to initiate or regulate transcription.",0.375,0.00392281211495715,0.0160786866934046,8,3/132,A0A0H2X2R9; A0A0H2X6L0; A0A0H2X7J2
GO:0030234,enzyme regulator activity,Binds to and modulates the activity of an enzyme.,0.333333333333333,0.0233054137140392,0.0655711640089916,6,2/133,A0A0H2XC05; A0A0H2X308
GO:0006808,regulation of nitrogen utilization,"Any process that modulates the frequency, rate or extent of nitrogen utilization.",1,0.000532593901755934,0.00304864095487879,3,3/132,A0A0H2XC05; A0A0H2X308; A0A0H2X2R9
GO:0046914,transition metal ion binding,"Interacting selectively and non-covalently with a transition metal ions; a transition metal is an element whose atom has an incomplete d-subshell of extranuclear electrons, or which gives rise to a cation or cations with an incomplete d-subshell. Transition metals often have more than one valency state. Biologically relevant transition metals include vanadium, manganese, iron, copper, cobalt, nickel, molybdenum and silver.",0.0099009900990099,0.375777912287184,0.515530028427046,101,1/134,A0A0H2XBH1
GO:0015075,ion transmembrane transporter activity,Enables the transfer of an ion from one side of a membrane to the other.,0.046875,0.461539095715333,0.593918526269343,64,3/132,A0A0H2XCE7; A0A0H2XAZ4; Q4UQV0
GO:0042301,phosphate ion binding,Interacting selectively and non-covalently with phosphate.,1,0.00541541697118811,0.0206657291314305,2,2/133,A0A0H2XAJ0; A0A0H2X8M0
GO:0035435,phosphate ion transmembrane transport,The process in which a phosphate is transported across a membrane.,0.666666666666667,0.0088440734394648,0.0305857539781491,3,2/133,A0A0H2XAJ0; A0A0H2X8M0
GO:0004721,phosphoprotein phosphatase activity,"Catalysis of the reaction: a phosphoprotein + H2O = a protein + phosphate. Together with protein kinases, these enzymes control the state of phosphorylation of cell proteins and thereby provide an important mechanism for regulating cellular activity.",0.142857142857143,0.221395583325188,0.353381411845974,7,1/134,A0A0H2XBY2
GO:0003690,double-stranded DNA binding,Interacting selectively and non-covalently with double-stranded DNA.,0.4,0.01783530716985,0.053830199821729,5,2/133,Q4V0S8; Q4UZF6
