ID,a,b,c,d
2466,100,1,800,1000
2467,100,1,800,1000
2468,100,1,800,1000
2469,100,1,800,1000
2470,100,1,800,1000
2471,100,1,800,1000
2472,100,1,800,1000
2473,100,1,800,1000
2474,100,1,800,1000
2475,100,1,800,1000
2476,100,1,800,1000
2477,100,1,800,1000
2478,100,1,800,1000
2479,100,1,800,1000
2480,100,1,800,1000
2481,100,1,800,1000
2482,100,1,800,1000
2483,100,1,800,1000
2484,100,1,800,1000
2485,100,1,800,1000
2486,100,1,800,1000
2487,100,1,800,1000
2488,100,1,800,1000
2489,100,1,800,1000
2490,100,1,800,1000
2491,100,1,800,1000
2492,100,1,800,1000
2493,100,1,800,1000
2494,100,1,800,1000
2495,100,1,800,1000
2496,100,1,800,1000
2497,100,1,800,1000
2498,100,1,800,1000
2499,100,1,800,1000
2500,100,1,800,1000
2501,100,1,800,1000
2502,100,1,800,1000
2503,100,1,800,1000
2504,100,1,800,1000
2505,100,1,800,1000
2506,100,1,800,1000
2507,100,1,800,1000
2508,100,1,800,1000
2509,100,1,800,1000
2510,100,1,800,1000
2511,100,1,800,1000
2512,100,1,800,1000
2513,100,1,800,1000
2514,100,1,800,1000
2515,100,1,800,1000
2516,100,1,800,1000
2517,100,1,800,1000
2518,100,1,800,1000
2519,100,1,800,1000
2520,100,1,800,1000
2521,100,1,800,1000
2522,100,1,800,1000
2523,100,1,800,1000
2524,100,1,800,1000
2525,100,1,800,1000
2526,100,1,800,1000
2527,100,1,800,1000
2528,100,1,800,1000
2529,100,1,800,1000
2530,100,1,800,1000
2531,100,1,800,1000
2532,100,1,800,1000
2533,100,1,800,1000
2534,100,1,800,1000
2535,100,1,800,1000
2536,100,1,800,1000
2537,100,1,800,1000
2538,100,1,800,1000
2539,100,1,800,1000
2540,100,1,800,1000
2541,100,1,800,1000
2542,100,1,800,1000
2543,100,1,800,1000
2544,100,1,800,1000
2545,100,1,800,1000
2546,100,1,800,1000
2547,100,1,800,1000
2548,100,1,800,1000
2549,100,1,800,1000
2550,100,1,800,1000
2551,100,1,800,1000
2552,100,1,800,1000
2553,100,1,800,1000
2554,100,1,800,1000
2555,100,1,800,1000
2556,100,1,800,1000
2557,100,1,800,1000
2558,100,1,800,1000
2559,100,1,800,1000
2560,100,1,800,1000
2561,100,1,800,1000
2562,100,1,800,1000
2563,100,1,800,1000
2564,100,1,800,1000
2565,100,1,800,1000
2566,100,1,800,1000
2567,100,1,800,1000
2568,100,1,800,1000
2569,100,1,800,1000
2570,100,1,800,1000
2571,100,1,800,1000
2572,100,1,800,1000
2573,100,1,800,1000
2574,100,1,800,1000
2575,100,1,800,1000
2576,100,1,800,1000
2577,100,1,800,1000
2578,100,1,800,1000
2579,100,1,800,1000
2580,100,1,800,1000
2581,100,1,800,1000
2582,100,1,800,1000
2583,100,1,800,1000
2584,100,1,800,1000
2585,100,1,800,1000
2586,100,1,800,1000
2587,100,1,800,1000
2588,100,1,800,1000
2589,100,1,800,1000
2590,100,1,800,1000
2591,100,1,800,1000
2592,100,1,800,1000
2593,100,1,800,1000
2594,100,1,800,1000
2595,100,1,800,1000
2596,100,1,800,1000
2597,100,1,800,1000
2598,100,1,800,1000
2599,100,1,800,1000
2600,100,1,800,1000
2601,100,1,800,1000
2602,100,1,800,1000
2603,100,1,800,1000
2604,100,1,800,1000
2605,100,1,800,1000
2606,100,1,800,1000
2607,100,1,800,1000
2608,100,1,800,1000
2609,100,1,800,1000
2610,100,1,800,1000
2611,100,1,800,1000
2612,100,1,800,1000
2613,100,1,800,1000
2614,100,1,800,1000
2615,100,1,800,1000
2616,100,1,800,1000
2617,100,1,800,1000
2618,100,1,800,1000
2619,100,1,800,1000
2620,100,1,800,1000
2621,100,1,800,1000
2622,100,1,800,1000
2623,100,1,800,1000
2624,100,1,800,1000
2625,100,1,800,1000
2626,100,1,800,1000
2627,100,1,800,1000
2628,100,1,800,1000
2629,100,1,800,1000
2630,100,1,800,1000
2631,100,1,800,1000
2632,100,1,800,1000
2633,100,1,800,1000
2634,100,1,800,1000
2635,100,1,800,1000
2636,100,1,800,1000
2637,100,1,800,1000
2638,100,1,800,1000
2639,100,1,800,1000
2640,100,1,800,1000
2641,100,1,800,1000
2642,100,1,800,1000
2643,100,1,800,1000
2644,100,1,800,1000
2645,100,1,800,1000
2646,100,1,800,1000
2647,100,1,800,1000
2648,100,1,800,1000
2649,100,1,800,1000
2650,100,1,800,1000
2651,100,1,800,1000
2652,100,1,800,1000
2653,100,1,800,1000
2654,100,1,800,1000
2655,100,1,800,1000
2656,100,1,800,1000
2657,100,1,800,1000
2658,100,1,800,1000
2659,100,1,800,1000
2660,100,1,800,1000
2661,100,1,800,1000
2662,100,1,800,1000
2663,100,1,800,1000
2664,100,1,800,1000
2665,100,1,800,1000
2666,100,1,800,1000
2667,100,1,800,1000
2668,100,1,800,1000
2669,100,1,800,1000
2670,100,1,800,1000
2671,100,1,800,1000
2672,100,1,800,1000
2673,100,1,800,1000
2674,100,1,800,1000
2675,100,1,800,1000
2676,100,1,800,1000
2677,100,1,800,1000
2678,100,1,800,1000
2679,100,1,800,1000
2680,100,1,800,1000
2681,100,1,800,1000
2682,100,1,800,1000
2683,100,1,800,1000
2684,100,1,800,1000
2685,100,1,800,1000
2686,100,1,800,1000
2687,100,1,800,1000
2688,100,1,800,1000
2689,100,1,800,1000
2690,100,1,800,1000
2691,100,1,800,1000
2692,100,1,800,1000
2693,100,1,800,1000
2694,100,1,800,1000
2695,100,1,800,1000
2696,100,1,800,1000
2697,100,1,800,1000
2698,100,1,800,1000
2699,100,1,800,1000
2700,100,1,800,1000
2701,100,1,800,1000
2702,100,1,800,1000
2703,100,1,800,1000
2704,100,1,800,1000
2705,100,1,800,1000
2706,100,1,800,1000
2707,100,1,800,1000
2708,100,1,800,1000
2709,100,1,800,1000
2710,100,1,800,1000
2711,100,1,800,1000
2712,100,1,800,1000
2713,100,1,800,1000
2714,100,1,800,1000
2715,100,1,800,1000
2716,100,1,800,1000
2717,100,1,800,1000
2718,100,1,800,1000
2719,100,1,800,1000
2720,100,1,800,1000
2721,100,1,800,1000
2722,100,1,800,1000
2723,100,1,800,1000
2724,100,1,800,1000
2725,100,1,800,1000
2726,100,1,800,1000
2727,100,1,800,1000
2728,100,1,800,1000
2729,100,1,800,1000
2730,100,1,800,1000
2731,100,1,800,1000
2732,100,1,800,1000
2733,100,1,800,1000
2734,100,1,800,1000
2735,100,1,800,1000
2736,100,1,800,1000
2737,100,1,800,1000
2738,100,1,800,1000
2739,100,1,800,1000
2740,100,1,800,1000
2741,100,1,800,1000
2742,100,1,800,1000
2743,100,1,800,1000
2744,100,1,800,1000
2745,100,1,800,1000
2746,100,1,800,1000
2747,100,1,800,1000
2748,100,1,800,1000
2749,100,1,800,1000
2750,100,1,800,1000
2751,100,1,800,1000
2752,100,1,800,1000
2753,100,1,800,1000
2754,100,1,800,1000
2755,100,1,800,1000
2756,100,1,800,1000
2757,100,1,800,1000
2758,100,1,800,1000
2759,100,1,800,1000
2760,100,1,800,1000
2761,100,1,800,1000
2762,100,1,800,1000
2763,100,1,800,1000
2764,100,1,800,1000
2765,100,1,800,1000
2766,100,1,800,1000
2767,100,1,800,1000
2768,100,1,800,1000
2769,100,1,800,1000
2770,100,1,800,1000
2771,100,1,800,1000
2772,100,1,800,1000
2773,100,1,800,1000
2774,100,1,800,1000
2775,100,1,800,1000
2776,100,1,800,1000
2777,100,1,800,1000
2778,100,1,800,1000
2779,100,1,800,1000
2780,100,1,800,1000
2781,100,1,800,1000
2782,100,1,800,1000
2783,100,1,800,1000
2784,100,1,800,1000
2785,100,1,800,1000
2786,100,1,800,1000
2787,100,1,800,1000
2788,100,1,800,1000
2789,100,1,800,1000
2790,100,1,800,1000
2791,100,1,800,1000
2792,100,1,800,1000
2793,100,1,800,1000
2794,100,1,800,1000
2795,100,1,800,1000
2796,100,1,800,1000
2797,100,1,800,1000
2798,100,1,800,1000
2799,100,1,800,1000
2800,100,1,800,1000
2801,100,1,800,1000
2802,100,1,800,1000
2803,100,1,800,1000
2804,100,1,800,1000
2805,100,1,800,1000
2806,100,1,800,1000
2807,100,1,800,1000
2808,100,1,800,1000
2809,100,1,800,1000
2810,100,1,800,1000
2811,100,1,800,1000
2812,100,1,800,1000
2813,100,1,800,1000
2814,100,1,800,1000
2815,100,1,800,1000
2816,100,1,800,1000
2817,100,1,800,1000
2818,100,1,800,1000
2819,100,1,800,1000
2820,100,1,800,1000
2821,100,1,800,1000
2822,100,1,800,1000
2823,100,1,800,1000
2824,100,1,800,1000
2825,100,1,800,1000
2826,100,1,800,1000
2827,100,1,800,1000
2828,100,1,800,1000
2829,100,1,800,1000
2830,100,1,800,1000
2831,100,1,800,1000
2832,100,1,800,1000
2833,100,1,800,1000
2834,100,1,800,1000
2835,100,1,800,1000
2836,100,1,800,1000
2837,100,1,800,1000
2838,100,1,800,1000
2839,100,1,800,1000
2840,100,1,800,1000
2841,100,1,800,1000
2842,100,1,800,1000
2843,100,1,800,1000
2844,100,1,800,1000
2845,100,1,800,1000
2846,100,1,800,1000
2847,100,1,800,1000
2848,100,1,800,1000
2849,100,1,800,1000
2850,100,1,800,1000
2851,100,1,800,1000
2852,100,1,800,1000
2853,100,1,800,1000
2854,100,1,800,1000
2855,100,1,800,1000
2856,100,1,800,1000
2857,100,1,800,1000
2858,100,1,800,1000
2859,100,1,800,1000
2860,100,1,800,1000
2861,100,1,800,1000
2862,100,1,800,1000
2863,100,1,800,1000
2864,100,1,800,1000
2865,100,1,800,1000
2866,100,1,800,1000
2867,100,1,800,1000
2868,100,1,800,1000
2869,100,1,800,1000
2870,100,1,800,1000
2871,100,1,800,1000
2872,100,1,800,1000
2873,100,1,800,1000
2874,100,1,800,1000
2875,100,1,800,1000
2876,100,1,800,1000
2877,100,1,800,1000
2878,100,1,800,1000
2879,100,1,800,1000
2880,100,1,800,1000
2881,100,1,800,1000
2882,100,1,800,1000
2883,100,1,800,1000
2884,100,1,800,1000
2885,100,1,800,1000
2886,100,1,800,1000
2887,100,1,800,1000
2888,100,1,800,1000
2889,100,1,800,1000
2890,100,1,800,1000
2891,100,1,800,1000
2892,100,1,800,1000
2893,100,1,800,1000
2894,100,1,800,1000
2895,100,1,800,1000
2896,100,1,800,1000
2897,100,1,800,1000
2898,100,1,800,1000
2899,100,1,800,1000
2900,100,1,800,1000
2901,100,1,800,1000
2902,100,1,800,1000
2903,100,1,800,1000
2904,100,1,800,1000
2905,100,1,800,1000
2906,100,1,800,1000
2907,100,1,800,1000
2908,100,1,800,1000
2909,100,1,800,1000
2910,100,1,800,1000
2911,100,1,800,1000
2912,100,1,800,1000
2913,100,1,800,1000
2914,100,1,800,1000
2915,100,1,800,1000
2916,100,1,800,1000
2917,100,1,800,1000
2918,100,1,800,1000
2919,100,1,800,1000
2920,100,1,800,1000
2921,100,1,800,1000
2922,100,1,800,1000
2923,100,1,800,1000
2924,100,1,800,1000
2925,100,1,800,1000
2926,100,1,800,1000
2927,100,1,800,1000
2928,100,1,800,1000
2929,100,1,800,1000
2930,100,1,800,1000
2931,100,1,800,1000
2932,100,1,800,1000
2933,100,1,800,1000
2934,100,1,800,1000
2935,100,1,800,1000
2936,100,1,800,1000
2937,100,1,800,1000
2938,100,1,800,1000
2939,100,1,800,1000
2940,100,1,800,1000
2941,100,1,800,1000
2942,100,1,800,1000
2943,100,1,800,1000
2944,100,1,800,1000
2945,100,1,800,1000
2946,100,1,800,1000
2947,100,1,800,1000
2948,100,1,800,1000
2949,100,1,800,1000
2950,100,1,800,1000
2951,100,1,800,1000
2952,100,1,800,1000
2953,100,1,800,1000
2954,100,1,800,1000
2955,100,1,800,1000
2956,100,1,800,1000
2957,100,1,800,1000
2958,100,1,800,1000
2959,100,1,800,1000
2960,100,1,800,1000
2961,100,1,800,1000
2962,100,1,800,1000
2963,100,1,800,1000
2964,100,1,800,1000
2965,100,1,800,1000
2966,100,1,800,1000
2967,100,1,800,1000
2968,100,1,800,1000
2969,100,1,800,1000
2970,100,1,800,1000
2971,100,1,800,1000
2972,100,1,800,1000
2973,100,1,800,1000
2974,100,1,800,1000
2975,100,1,800,1000
2976,100,1,800,1000
2977,100,1,800,1000
2978,100,1,800,1000
2979,100,1,800,1000
2980,100,1,800,1000
2981,100,1,800,1000
2982,100,1,800,1000
2983,100,1,800,1000
2984,100,1,800,1000
2985,100,1,800,1000
2986,100,1,800,1000
2987,100,1,800,1000
2988,100,1,800,1000
2989,100,1,800,1000
2990,100,1,800,1000
2991,100,1,800,1000
2992,100,1,800,1000
2993,100,1,800,1000
2994,100,1,800,1000
2995,100,1,800,1000
2996,100,1,800,1000
2997,100,1,800,1000
2998,100,1,800,1000
2999,100,1,800,1000
3000,100,1,800,1000
3001,100,1,800,1000
3002,100,1,800,1000
3003,100,1,800,1000
3004,100,1,800,1000
3005,100,1,800,1000
3006,100,1,800,1000
3007,100,1,800,1000
3008,100,1,800,1000
3009,100,1,800,1000
3010,100,1,800,1000
3011,100,1,800,1000
3012,100,1,800,1000
3013,100,1,800,1000
3014,100,1,800,1000
3015,100,1,800,1000
3016,100,1,800,1000
3017,100,1,800,1000
3018,100,1,800,1000
3019,100,1,800,1000
3020,100,1,800,1000
3021,100,1,800,1000
3022,100,1,800,1000
3023,100,1,800,1000
3024,100,1,800,1000
3025,100,1,800,1000
3026,100,1,800,1000
3027,100,1,800,1000
3028,100,1,800,1000
3029,100,1,800,1000
3030,100,1,800,1000
3031,100,1,800,1000
3032,100,1,800,1000
3033,100,1,800,1000
3034,100,1,800,1000
3035,100,1,800,1000
3036,100,1,800,1000
3037,100,1,800,1000
3038,100,1,800,1000
3039,100,1,800,1000
3040,100,1,800,1000
3041,100,1,800,1000
3042,100,1,800,1000
3043,100,1,800,1000
3044,100,1,800,1000
3045,100,1,800,1000
3046,100,1,800,1000
3047,100,1,800,1000
3048,100,1,800,1000
3049,100,1,800,1000
3050,100,1,800,1000
3051,100,1,800,1000
3052,100,1,800,1000
3053,100,1,800,1000
3054,100,1,800,1000
3055,100,1,800,1000
3056,100,1,800,1000
3057,100,1,800,1000
3058,100,1,800,1000
3059,100,1,800,1000
3060,100,1,800,1000
3061,100,1,800,1000
3062,100,1,800,1000
3063,100,1,800,1000
3064,100,1,800,1000
3065,100,1,800,1000
3066,100,1,800,1000
3067,100,1,800,1000
3068,100,1,800,1000
3069,100,1,800,1000
3070,100,1,800,1000
3071,100,1,800,1000
3072,100,1,800,1000
3073,100,1,800,1000
3074,100,1,800,1000
3075,100,1,800,1000
3076,100,1,800,1000
3077,100,1,800,1000
3078,100,1,800,1000
3079,100,1,800,1000
3080,100,1,800,1000
3081,100,1,800,1000
3082,100,1,800,1000
3083,100,1,800,1000
3084,100,1,800,1000
3085,100,1,800,1000
3086,100,1,800,1000
3087,100,1,800,1000
3088,100,1,800,1000
3089,100,1,800,1000
3090,100,1,800,1000
3091,100,1,800,1000
3092,100,1,800,1000
3093,100,1,800,1000
3094,100,1,800,1000
3095,100,1,800,1000
3096,100,1,800,1000
3097,100,1,800,1000
3098,100,1,800,1000
3099,100,1,800,1000
3100,100,1,800,1000
3101,100,1,800,1000
3102,100,1,800,1000
3103,100,1,800,1000
3104,100,1,800,1000
3105,100,1,800,1000
3106,100,1,800,1000
3107,100,1,800,1000
3108,100,1,800,1000
3109,100,1,800,1000
3110,100,1,800,1000
3111,100,1,800,1000
3112,100,1,800,1000
3113,100,1,800,1000
3114,100,1,800,1000
3115,100,1,800,1000
3116,100,1,800,1000
3117,100,1,800,1000
3118,100,1,800,1000
3119,100,1,800,1000
3120,100,1,800,1000
3121,100,1,800,1000
3122,100,1,800,1000
3123,100,1,800,1000
3124,100,1,800,1000
3125,100,1,800,1000
3126,100,1,800,1000
3127,100,1,800,1000
3128,100,1,800,1000
3129,100,1,800,1000
3130,100,1,800,1000
3131,100,1,800,1000
3132,100,1,800,1000
3133,100,1,800,1000
3134,100,1,800,1000
3135,100,1,800,1000
3136,100,1,800,1000
3137,100,1,800,1000
3138,100,1,800,1000
3139,100,1,800,1000
3140,100,1,800,1000
3141,100,1,800,1000
3142,100,1,800,1000
3143,100,1,800,1000
3144,100,1,800,1000
3145,100,1,800,1000
3146,100,1,800,1000
3147,100,1,800,1000
3148,100,1,800,1000
3149,100,1,800,1000
3150,100,1,800,1000
3151,100,1,800,1000
3152,100,1,800,1000
3153,100,1,800,1000
3154,100,1,800,1000
3155,100,1,800,1000
3156,100,1,800,1000
3157,100,1,800,1000
3158,100,1,800,1000
3159,100,1,800,1000
3160,100,1,800,1000
3161,100,1,800,1000
3162,100,1,800,1000
3163,100,1,800,1000
3164,100,1,800,1000
3165,100,1,800,1000
3166,100,1,800,1000
3167,100,1,800,1000
3168,100,1,800,1000
3169,100,1,800,1000
3170,100,1,800,1000
3171,100,1,800,1000
3172,100,1,800,1000
3173,100,1,800,1000
3174,100,1,800,1000
3175,100,1,800,1000
3176,100,1,800,1000
3177,100,1,800,1000
3178,100,1,800,1000
3179,100,1,800,1000
3180,100,1,800,1000
3181,100,1,800,1000
3182,100,1,800,1000
3183,100,1,800,1000
3184,100,1,800,1000
3185,100,1,800,1000
3186,100,1,800,1000
3187,100,1,800,1000
3188,100,1,800,1000
3189,100,1,800,1000
3190,100,1,800,1000
3191,100,1,800,1000
3192,100,1,800,1000
3193,100,1,800,1000
3194,100,1,800,1000
3195,100,1,800,1000
3196,100,1,800,1000
3197,100,1,800,1000
3198,100,1,800,1000
3199,100,1,800,1000
3200,100,1,800,1000
3201,100,1,800,1000
3202,100,1,800,1000
3203,100,1,800,1000
3204,100,1,800,1000
3205,100,1,800,1000
3206,100,1,800,1000
3207,100,1,800,1000
3208,100,1,800,1000
3209,100,1,800,1000
3210,100,1,800,1000
3211,100,1,800,1000
3212,100,1,800,1000
3213,100,1,800,1000
3214,100,1,800,1000
3215,100,1,800,1000
3216,100,1,800,1000
3217,100,1,800,1000
3218,100,1,800,1000
3219,100,1,800,1000
3220,100,1,800,1000
3221,100,1,800,1000
3222,100,1,800,1000
3223,100,1,800,1000
3224,100,1,800,1000
3225,100,1,800,1000
3226,100,1,800,1000
3227,100,1,800,1000
3228,100,1,800,1000
3229,100,1,800,1000
3230,100,1,800,1000
3231,100,1,800,1000
3232,100,1,800,1000
3233,100,1,800,1000
3234,100,1,800,1000
3235,100,1,800,1000
3236,100,1,800,1000
3237,100,1,800,1000
3238,100,1,800,1000
3239,100,1,800,1000
3240,100,1,800,1000
3241,100,1,800,1000
3242,100,1,800,1000
3243,100,1,800,1000
3244,100,1,800,1000
3245,100,1,800,1000
3246,100,1,800,1000
3247,100,1,800,1000
3248,100,1,800,1000
3249,100,1,800,1000
3250,100,1,800,1000
3251,100,1,800,1000
3252,100,1,800,1000
3253,100,1,800,1000
3254,100,1,800,1000
3255,100,1,800,1000
3256,100,1,800,1000
3257,100,1,800,1000
3258,100,1,800,1000
3259,100,1,800,1000
3260,100,1,800,1000
3261,100,1,800,1000
3262,100,1,800,1000
3263,100,1,800,1000
3264,100,1,800,1000
3265,100,1,800,1000
3266,100,1,800,1000
3267,100,1,800,1000
3268,100,1,800,1000
3269,100,1,800,1000
3270,100,1,800,1000
3271,100,1,800,1000
3272,100,1,800,1000
3273,100,1,800,1000
3274,100,1,800,1000
3275,100,1,800,1000
3276,100,1,800,1000
3277,100,1,800,1000
3278,100,1,800,1000
3279,100,1,800,1000
3280,100,1,800,1000
3281,100,1,800,1000
3282,100,1,800,1000
3283,100,1,800,1000
3284,100,1,800,1000
3285,100,1,800,1000
3286,100,1,800,1000
3287,100,1,800,1000
3288,100,1,800,1000
3289,100,1,800,1000
3290,100,1,800,1000
3291,100,1,800,1000
3292,100,1,800,1000
3293,100,1,800,1000
3294,100,1,800,1000
3295,100,1,800,1000
3296,100,1,800,1000
3297,100,1,800,1000
3298,100,1,800,1000
3299,100,1,800,1000
3300,100,1,800,1000
3301,100,1,800,1000
3302,100,1,800,1000
3303,100,1,800,1000
3304,100,1,800,1000
3305,100,1,800,1000
3306,100,1,800,1000
3307,100,1,800,1000
3308,100,1,800,1000
3309,100,1,800,1000
3310,100,1,800,1000
3311,100,1,800,1000
3312,100,1,800,1000
3313,100,1,800,1000
3314,100,1,800,1000
3315,100,1,800,1000
3316,100,1,800,1000
3317,100,1,800,1000
3318,100,1,800,1000
3319,100,1,800,1000
3320,100,1,800,1000
3321,100,1,800,1000
3322,100,1,800,1000
3323,100,1,800,1000
3324,100,1,800,1000
3325,100,1,800,1000
3326,100,1,800,1000
3327,100,1,800,1000
3328,100,1,800,1000
3329,100,1,800,1000
3330,100,1,800,1000
3331,100,1,800,1000
3332,100,1,800,1000
3333,100,1,800,1000
3334,100,1,800,1000
3335,100,1,800,1000
3336,100,1,800,1000
3337,100,1,800,1000
3338,100,1,800,1000
3339,100,1,800,1000
3340,100,1,800,1000
3341,100,1,800,1000
3342,100,1,800,1000
3343,100,1,800,1000
3344,100,1,800,1000
3345,100,1,800,1000
3346,100,1,800,1000
3347,100,1,800,1000
3348,100,1,800,1000
3349,100,1,800,1000
3350,100,1,800,1000
3351,100,1,800,1000
3352,100,1,800,1000
3353,100,1,800,1000
3354,100,1,800,1000
3355,100,1,800,1000
3356,100,1,800,1000
3357,100,1,800,1000
3358,100,1,800,1000
3359,100,1,800,1000
3360,100,1,800,1000
3361,100,1,800,1000
3362,100,1,800,1000
3363,100,1,800,1000
3364,100,1,800,1000
3365,100,1,800,1000
3366,100,1,800,1000
3367,100,1,800,1000
3368,100,1,800,1000
3369,100,1,800,1000
3370,100,1,800,1000
3371,100,1,800,1000
3372,100,1,800,1000
3373,100,1,800,1000
3374,100,1,800,1000
3375,100,1,800,1000
3376,100,1,800,1000
3377,100,1,800,1000
3378,100,1,800,1000
3379,100,1,800,1000
3380,100,1,800,1000
3381,100,1,800,1000
3382,100,1,800,1000
3383,100,1,800,1000
3384,100,1,800,1000
3385,100,1,800,1000
3386,100,1,800,1000
3387,100,1,800,1000
3388,100,1,800,1000
3389,100,1,800,1000
3390,100,1,800,1000
3391,100,1,800,1000
3392,100,1,800,1000
3393,100,1,800,1000
3394,100,1,800,1000
3395,100,1,800,1000
3396,100,1,800,1000
3397,100,1,800,1000
3398,100,1,800,1000
3399,100,1,800,1000
3400,100,1,800,1000
3401,100,1,800,1000
3402,100,1,800,1000
3403,100,1,800,1000
3404,100,1,800,1000
3405,100,1,800,1000
3406,100,1,800,1000
3407,100,1,800,1000
3408,100,1,800,1000
3409,100,1,800,1000
3410,100,1,800,1000
3411,100,1,800,1000
3412,100,1,800,1000
3413,100,1,800,1000
3414,100,1,800,1000
3415,100,1,800,1000
3416,100,1,800,1000
3417,100,1,800,1000
3418,100,1,800,1000
3419,100,1,800,1000
3420,100,1,800,1000
3421,100,1,800,1000
3422,100,1,800,1000
3423,100,1,800,1000
3424,100,1,800,1000
3425,100,1,800,1000
3426,100,1,800,1000
3427,100,1,800,1000
3428,100,1,800,1000
3429,100,1,800,1000
3430,100,1,800,1000
3431,100,1,800,1000
3432,100,1,800,1000
3433,100,1,800,1000
3434,100,1,800,1000
3435,100,1,800,1000
3436,100,1,800,1000
3437,100,1,800,1000
3438,100,1,800,1000
3439,100,1,800,1000
3440,100,1,800,1000
3441,100,1,800,1000
3442,100,1,800,1000
3443,100,1,800,1000
3444,100,1,800,1000
3445,100,1,800,1000
3446,100,1,800,1000
3447,100,1,800,1000
3448,100,1,800,1000
3449,100,1,800,1000
3450,100,1,800,1000
3451,100,1,800,1000
3452,100,1,800,1000
3453,100,1,800,1000
3454,100,1,800,1000
3455,100,1,800,1000
3456,100,1,800,1000
3457,100,1,800,1000
3458,100,1,800,1000
3459,100,1,800,1000
3460,100,1,800,1000
3461,100,1,800,1000
3462,100,1,800,1000
3463,100,1,800,1000
3464,100,1,800,1000
3465,100,1,800,1000
3466,100,1,800,1000
3467,100,1,800,1000
3468,100,1,800,1000
3469,100,1,800,1000
3470,100,1,800,1000
3471,100,1,800,1000
3472,100,1,800,1000
3473,100,1,800,1000
3474,100,1,800,1000
3475,100,1,800,1000
3476,100,1,800,1000
3477,100,1,800,1000
3478,100,1,800,1000
3479,100,1,800,1000
3480,100,1,800,1000
3481,100,1,800,1000
3482,100,1,800,1000
3483,100,1,800,1000
3484,100,1,800,1000
3485,100,1,800,1000
3486,100,1,800,1000
3487,100,1,800,1000
3488,100,1,800,1000
3489,100,1,800,1000
3490,100,1,800,1000
3491,100,1,800,1000
3492,100,1,800,1000
3493,100,1,800,1000
3494,100,1,800,1000
3495,100,1,800,1000
3496,100,1,800,1000
3497,100,1,800,1000
3498,100,1,800,1000
3499,100,1,800,1000
3500,100,1,800,1000
3501,100,1,800,1000
3502,100,1,800,1000
3503,100,1,800,1000
3504,100,1,800,1000
3505,100,1,800,1000
3506,100,1,800,1000
3507,100,1,800,1000
3508,100,1,800,1000
3509,100,1,800,1000
3510,100,1,800,1000
3511,100,1,800,1000
3512,100,1,800,1000
3513,100,1,800,1000
3514,100,1,800,1000
3515,100,1,800,1000
3516,100,1,800,1000
3517,100,1,800,1000
3518,100,1,800,1000
3519,100,1,800,1000
3520,100,1,800,1000
3521,100,1,800,1000
3522,100,1,800,1000
3523,100,1,800,1000
3524,100,1,800,1000
3525,100,1,800,1000
3526,100,1,800,1000
3527,100,1,800,1000
3528,100,1,800,1000
3529,100,1,800,1000
3530,100,1,800,1000
3531,100,1,800,1000
3532,100,1,800,1000
3533,100,1,800,1000
3534,100,1,800,1000
3535,100,1,800,1000
3536,100,1,800,1000
3537,100,1,800,1000
3538,100,1,800,1000
3539,100,1,800,1000
3540,100,1,800,1000
3541,100,1,800,1000
3542,100,1,800,1000
3543,100,1,800,1000
3544,100,1,800,1000
3545,100,1,800,1000
3546,100,1,800,1000
3547,100,1,800,1000
3548,100,1,800,1000
3549,100,1,800,1000
3550,100,1,800,1000
3551,100,1,800,1000
3552,100,1,800,1000
3553,100,1,800,1000
3554,100,1,800,1000
3555,100,1,800,1000
3556,100,1,800,1000
3557,100,1,800,1000
3558,100,1,800,1000
3559,100,1,800,1000
3560,100,1,800,1000
3561,100,1,800,1000
3562,100,1,800,1000
3563,100,1,800,1000
3564,100,1,800,1000
3565,100,1,800,1000
3566,100,1,800,1000
3567,100,1,800,1000
3568,100,1,800,1000
3569,100,1,800,1000
3570,100,1,800,1000
3571,100,1,800,1000
3572,100,1,800,1000
3573,100,1,800,1000
3574,100,1,800,1000
3575,100,1,800,1000
3576,100,1,800,1000
3577,100,1,800,1000
3578,100,1,800,1000
3579,100,1,800,1000
3580,100,1,800,1000
3581,100,1,800,1000
3582,100,1,800,1000
3583,100,1,800,1000
3584,100,1,800,1000
3585,100,1,800,1000
3586,100,1,800,1000
3587,100,1,800,1000
3588,100,1,800,1000
3589,100,1,800,1000
3590,100,1,800,1000
3591,100,1,800,1000
3592,100,1,800,1000
3593,100,1,800,1000
3594,100,1,800,1000
3595,100,1,800,1000
3596,100,1,800,1000
3597,100,1,800,1000
3598,100,1,800,1000
3599,100,1,800,1000
3600,100,1,800,1000
3601,100,1,800,1000
3602,100,1,800,1000
3603,100,1,800,1000
3604,100,1,800,1000
3605,100,1,800,1000
3606,100,1,800,1000
3607,100,1,800,1000
3608,100,1,800,1000
3609,100,1,800,1000
3610,100,1,800,1000
3611,100,1,800,1000
3612,100,1,800,1000
3613,100,1,800,1000
3614,100,1,800,1000
3615,100,1,800,1000
3616,100,1,800,1000
3617,100,1,800,1000
3618,100,1,800,1000
3619,100,1,800,1000
3620,100,1,800,1000
3621,100,1,800,1000
3622,100,1,800,1000
3623,100,1,800,1000
3624,100,1,800,1000
3625,100,1,800,1000
3626,100,1,800,1000
3627,100,1,800,1000
3628,100,1,800,1000
3629,100,1,800,1000
3630,100,1,800,1000
