id,name,type
PRO_PROT048,Protease_protein,protein
PRO_PROT049,Protease_protein,protein
PRO_PROT050,Protease_protein,protein
PRO_AMY001,Amylase_protein,protein
PRO_AMY002,Amylase_protein,protein
PRO_AMY003,Amylase_protein,protein
PRO_AMY004,Amylase_protein,protein
PRO_AMY005,Amylase_protein,protein
PRO_AMY006,Amylase_protein,protein
PRO_AMY007,Amylase_protein,protein
PRO_AMY008,Amylase_protein,protein
PRO_AMY009,Amylase_protein,protein
PRO_AMY010,Amylase_protein,protein
PRO_AMY011,Amylase_protein,protein
PRO_AMY012,Amylase_protein,protein
PRO_AMY013,Amylase_protein,protein
PRO_AMY014,Amylase_protein,protein
PRO_AMY015,Amylase_protein,protein
PRO_AMY016,Amylase_protein,protein
PRO_AMY017,Amylase_protein,protein
PRO_AMY018,Amylase_protein,protein
PRO_AMY019,Amylase_protein,protein
PRO_AMY020,Amylase_protein,protein
PRO_AMY021,Amylase_protein,protein
PRO_AMY022,Amylase_protein,protein
PRO_AMY023,Amylase_protein,protein
PRO_AMY024,Amylase_protein,protein
PRO_AMY025,Amylase_protein,protein
PRO_AMY026,Amylase_protein,protein
PRO_AMY027,Amylase_protein,protein
PRO_AMY028,Amylase_protein,protein
PRO_AMY029,Amylase_protein,protein
PRO_AMY030,Amylase_protein,protein
PRO_LIP001,Lipase_protein,protein
PRO_LIP002,Lipase_protein,protein
PRO_LIP003,Lipase_protein,protein
PRO_LIP004,Lipase_protein,protein
PRO_LIP005,Lipase_protein,protein
PRO_LIP006,Lipase_protein,protein
PRO_LIP007,Lipase_protein,protein
PRO_LIP008,Lipase_protein,protein
PRO_LIP009,Lipase_protein,protein
PRO_LIP010,Lipase_protein,protein
PRO_LIP011,Lipase_protein,protein
PRO_LIP012,Lipase_protein,protein
PRO_LIP013,Lipase_protein,protein
PRO_LIP014,Lipase_protein,protein
PRO_LIP015,Lipase_protein,protein
PRO_LIP016,Lipase_protein,protein
PRO_LIP017,Lipase_protein,protein
PRO_LIP018,Lipase_protein,protein
PRO_LIP019,Lipase_protein,protein
PRO_LIP020,Lipase_protein,protein
PRO_LIP021,Lipase_protein,protein
PRO_LIP022,Lipase_protein,protein
PRO_LIP023,Lipase_protein,protein
PRO_LIP024,Lipase_protein,protein
PRO_LIP025,Lipase_protein,protein
PRO_LIP026,Lipase_protein,protein
PRO_LIP027,Lipase_protein,protein
PRO_LIP028,Lipase_protein,protein
PRO_LIP029,Lipase_protein,protein
PRO_LIP030,Lipase_protein,protein
PRO_MISC001,Miscellaneous_gene_protein,protein
PRO_MISC002,Miscellaneous_gene_protein,protein
PRO_MISC003,Miscellaneous_gene_protein,protein
PRO_MISC004,Miscellaneous_gene_protein,protein
PRO_MISC005,Miscellaneous_gene_protein,protein
PRO_MISC006,Miscellaneous_gene_protein,protein
PRO_MISC007,Miscellaneous_gene_protein,protein
PRO_MISC008,Miscellaneous_gene_protein,protein
PRO_MISC009,Miscellaneous_gene_protein,protein
PRO_MISC010,Miscellaneous_gene_protein,protein
PRO_MISC011,Miscellaneous_gene_protein,protein
PRO_MISC012,Miscellaneous_gene_protein,protein
PRO_MISC013,Miscellaneous_gene_protein,protein
PRO_MISC014,Miscellaneous_gene_protein,protein
PRO_MISC015,Miscellaneous_gene_protein,protein
PRO_MISC016,Miscellaneous_gene_protein,protein
PRO_MISC017,Miscellaneous_gene_protein,protein
PRO_MISC018,Miscellaneous_gene_protein,protein
PRO_MISC019,Miscellaneous_gene_protein,protein
PRO_MISC020,Miscellaneous_gene_protein,protein
PRO_MISC021,Miscellaneous_gene_protein,protein
PRO_MISC022,Miscellaneous_gene_protein,protein
PRO_MISC023,Miscellaneous_gene_protein,protein
PRO_MISC024,Miscellaneous_gene_protein,protein
PRO_MISC025,Miscellaneous_gene_protein,protein
PRO_MISC026,Miscellaneous_gene_protein,protein
PRO_MISC027,Miscellaneous_gene_protein,protein
PRO_MISC028,Miscellaneous_gene_protein,protein
PRO_MISC029,Miscellaneous_gene_protein,protein
PRO_MISC030,Miscellaneous_gene_protein,protein
MET_glucose,Glucose,metabolite
MET_fructose,Fructose,metabolite
MET_galactose,Galactose,metabolite
MET_mannose,Mannose,metabolite
MET_maltose,Maltose,metabolite
MET_sucrose,Sucrose,metabolite
MET_lactose,Lactose,metabolite
MET_trehalose,Trehalose,metabolite
MET_G6P,Glucose-6-phosphate,metabolite
MET_F6P,Fructose-6-phosphate,metabolite
MET_F16BP,"Fructose-1,6-bisphosphate",metabolite
MET_GAP,Glyceraldehyde-3-phosphate,metabolite
MET_BPG,"1,3-Bisphosphoglycerate",metabolite
MET_PEP,Phosphoenolpyruvate,metabolite
MET_pyruvate,Pyruvate,metabolite
MET_lactate,Lactate,metabolite
MET_acetate,Acetate,metabolite
MET_citrate,Citrate,metabolite
MET_isocitrate,Isocitrate,metabolite
MET_aKG,Alpha-ketoglutarate,metabolite
MET_succinate,Succinate,metabolite
MET_fumarate,Fumarate,metabolite
MET_malate,Malate,metabolite
MET_oxaloacetate,Oxaloacetate,metabolite
MET_succinyl_CoA,Succinyl-CoA,metabolite
MET_acetyl_CoA,Acetyl-CoA,metabolite
MET_CoA,Coenzyme_A,metabolite
MET_NADH,NADH,metabolite
MET_NAD,NAD+,metabolite
MET_ATP,ATP,metabolite
MET_ADP,ADP,metabolite
MET_NADPH,NADPH,metabolite
MET_NADP,NADP+,metabolite
MET_leucine,Leucine,metabolite
MET_isoleucine,Isoleucine,metabolite
MET_valine,Valine,metabolite
MET_phenylalanine,Phenylalanine,metabolite
MET_tyrosine,Tyrosine,metabolite
MET_tryptophan,Tryptophan,metabolite
MET_alanine,Alanine,metabolite
MET_glutamate,Glutamate,metabolite
MET_aspartate,Aspartate,metabolite
MET_serine,Serine,metabolite
MET_glycine,Glycine,metabolite
MET_threonine,Threonine,metabolite
MET_lysine,Lysine,metabolite
MET_arginine,Arginine,metabolite
MET_histidine,Histidine,metabolite
MET_methionine,Methionine,metabolite
MET_a_ketoisocaproate,Alpha-ketoisocaproate,metabolite
MET_a_ketoisovalerate,Alpha-ketoisovalerate,metabolite
MET_a_ketomethylvalerate,Alpha-keto-beta-methylvalerate,metabolite
MET_3_methylbutanal,3-Methylbutanal,metabolite
MET_2_methylpropanal,2-Methylpropanal,metabolite
MET_2_methylbutanal,2-Methylbutanal,metabolite
MET_3_methylbutanol,3-Methylbutanol,metabolite
MET_2_methylpropanol,2-Methylpropanol,metabolite
MET_2_methylbutanol,2-Methylbutanol,metabolite
MET_3_methylbutanoic_acid,3-Methylbutanoic_acid,metabolite
MET_isobutyric_acid,Isobutyric_acid,metabolite
MET_phenylacetaldehyde,Phenylacetaldehyde,metabolite
MET_phenylethanol,Phenylethanol,metabolite
MET_phenylacetic_acid,Phenylacetic_acid,metabolite
MET_ethyl_acetate,Ethyl_acetate,metabolite
MET_isoamyl_acetate,Isoamyl_acetate,metabolite
MET_phenylethyl_acetate,Phenylethyl_acetate,metabolite
MET_ethyl_hexanoate,Ethyl_hexanoate,metabolite
MET_ethyl_butyrate,Ethyl_butyrate,metabolite
MET_ethyl_lactate,Ethyl_lactate,metabolite
MET_hexyl_acetate,Hexyl_acetate,metabolite
MET_geranyl_acetate,Geranyl_acetate,metabolite
MET_linalyl_acetate,Linalyl_acetate,metabolite
MET_isobutyl_acetate,Isobutyl_acetate,metabolite
MET_amyl_acetate,Amyl_acetate,metabolite
MET_propyl_acetate,Propyl_acetate,metabolite
MET_acetolactate,Acetolactate,metabolite
MET_diacetyl,Diacetyl,metabolite
MET_acetoin,Acetoin,metabolite
MET_2_3_butanediol,"2,3-Butanediol",metabolite
MET_ethanol,Ethanol,metabolite
MET_n_butanol,n-Butanol,metabolite
MET_isobutanol,Isobutanol,metabolite
MET_n_propanol,n-Propanol,metabolite
MET_n_hexanol,n-Hexanol,metabolite
MET_geraniol,Geraniol,metabolite
MET_linalool,Linalool,metabolite
MET_citronellol,Citronellol,metabolite
MET_palmitic_acid,Palmitic_acid,metabolite
MET_stearic_acid,Stearic_acid,metabolite
MET_oleic_acid,Oleic_acid,metabolite
MET_linoleic_acid,Linoleic_acid,metabolite
MET_hexanoic_acid,Hexanoic_acid,metabolite
MET_butanoic_acid,Butanoic_acid,metabolite
MET_octanoic_acid,Octanoic_acid,metabolite
MET_decanoic_acid,Decanoic_acid,metabolite
MET_hexanal,Hexanal,metabolite
MET_heptanal,Heptanal,metabolite
MET_octanal,Octanal,metabolite
MET_nonanal,Nonanal,metabolite
MET_acetaldehyde,Acetaldehyde,metabolite
MET_formaldehyde,Formaldehyde,metabolite
MET_acrolein,Acrolein,metabolite
MET_DIMETHYL_SULFIDE,Dimethyl_sulfide,metabolite
MET_DIMETHYL_DISULFIDE,Dimethyl_disulfide,metabolite
MET_METHANETHIOL,Methanethiol,metabolite
MET_2_methylpyrazine,2-Methylpyrazine,metabolite
MET_2_5_dimethylpyrazine,"2,5-Dimethylpyrazine",metabolite
MET_2_3_dimethylpyrazine,"2,3-Dimethylpyrazine",metabolite
MET_TTMP,Tetramethylpyrazine,metabolite
MET_2_furanthiol,2-Furanthiol,metabolite
MET_4_ethylguaiacol,4-Ethylguaiacol,metabolite
MET_eugenol,Eugenol,metabolite
MET_vanillin,Vanillin,metabolite
MET_syringaldehyde,Syringaldehyde,metabolite
MET_ammonia,Ammonia,metabolite
MET_ammonium,Ammonium,metabolite
MET_nitrate,Nitrate,metabolite
MET_phosphate,Phosphate,metabolite
MET_sulfate,Sulfate,metabolite
MET_hydrogen_sulfide,Hydrogen_sulfide,metabolite
MET_carbon_dioxide,Carbon_dioxide,metabolite
MET_glycerol,Glycerol,metabolite
MET_acetone,Acetone,metabolite
MET_acetol,Acetol,metabolite
MET_other001,Metabolite_other001,metabolite
MET_other002,Metabolite_other002,metabolite
MET_other003,Metabolite_other003,metabolite
MET_other004,Metabolite_other004,metabolite
MET_other005,Metabolite_other005,metabolite
MET_other006,Metabolite_other006,metabolite
MET_other007,Metabolite_other007,metabolite
MET_other008,Metabolite_other008,metabolite
MET_other009,Metabolite_other009,metabolite
MET_other010,Metabolite_other010,metabolite
MET_other011,Metabolite_other011,metabolite
MET_other012,Metabolite_other012,metabolite
MET_other013,Metabolite_other013,metabolite
MET_other014,Metabolite_other014,metabolite
MET_other015,Metabolite_other015,metabolite
MET_other016,Metabolite_other016,metabolite
MET_other017,Metabolite_other017,metabolite
MET_other018,Metabolite_other018,metabolite
MET_other019,Metabolite_other019,metabolite
MET_other020,Metabolite_other020,metabolite
MET_other021,Metabolite_other021,metabolite
MET_other022,Metabolite_other022,metabolite
MET_other023,Metabolite_other023,metabolite
MET_other024,Metabolite_other024,metabolite
MET_other025,Metabolite_other025,metabolite
MET_other026,Metabolite_other026,metabolite
MET_other027,Metabolite_other027,metabolite
MET_other028,Metabolite_other028,metabolite
MET_other029,Metabolite_other029,metabolite
MET_other030,Metabolite_other030,metabolite
MET_other031,Metabolite_other031,metabolite
MET_other032,Metabolite_other032,metabolite
MET_other033,Metabolite_other033,metabolite
MET_other034,Metabolite_other034,metabolite
MET_other035,Metabolite_other035,metabolite
MET_other036,Metabolite_other036,metabolite
MET_other037,Metabolite_other037,metabolite
MET_other038,Metabolite_other038,metabolite
MET_other039,Metabolite_other039,metabolite
MET_other040,Metabolite_other040,metabolite
MET_other041,Metabolite_other041,metabolite
MET_other042,Metabolite_other042,metabolite
MET_other043,Metabolite_other043,metabolite
MET_other044,Metabolite_other044,metabolite
MET_other045,Metabolite_other045,metabolite
MET_other046,Metabolite_other046,metabolite
MET_other047,Metabolite_other047,metabolite
MET_other048,Metabolite_other048,metabolite
MET_other049,Metabolite_other049,metabolite
MET_other050,Metabolite_other050,metabolite
MET_other051,Metabolite_other051,metabolite
MET_other052,Metabolite_other052,metabolite
MET_other053,Metabolite_other053,metabolite
MET_other054,Metabolite_other054,metabolite
MET_other055,Metabolite_other055,metabolite
MET_other056,Metabolite_other056,metabolite
MET_other057,Metabolite_other057,metabolite
MET_other058,Metabolite_other058,metabolite
MET_other059,Metabolite_other059,metabolite
MET_other060,Metabolite_other060,metabolite
MET_other061,Metabolite_other061,metabolite
MET_other062,Metabolite_other062,metabolite
MET_other063,Metabolite_other063,metabolite
MET_other064,Metabolite_other064,metabolite
MET_other065,Metabolite_other065,metabolite
MET_other066,Metabolite_other066,metabolite
MET_other067,Metabolite_other067,metabolite
MET_other068,Metabolite_other068,metabolite
MET_other069,Metabolite_other069,metabolite
MET_other070,Metabolite_other070,metabolite
MET_other071,Metabolite_other071,metabolite
MET_other072,Metabolite_other072,metabolite
MET_other073,Metabolite_other073,metabolite
MET_other074,Metabolite_other074,metabolite
MET_other075,Metabolite_other075,metabolite
MET_other076,Metabolite_other076,metabolite
MET_other077,Metabolite_other077,metabolite
MET_other078,Metabolite_other078,metabolite
MET_other079,Metabolite_other079,metabolite
MET_other080,Metabolite_other080,metabolite
MET_other081,Metabolite_other081,metabolite
MET_other082,Metabolite_other082,metabolite
MET_other083,Metabolite_other083,metabolite
MET_other084,Metabolite_other084,metabolite
MET_other085,Metabolite_other085,metabolite
MET_other086,Metabolite_other086,metabolite
MET_other087,Metabolite_other087,metabolite
MET_other088,Metabolite_other088,metabolite
MET_other089,Metabolite_other089,metabolite
MET_other090,Metabolite_other090,metabolite
MET_other091,Metabolite_other091,metabolite
MET_other092,Metabolite_other092,metabolite
MET_other093,Metabolite_other093,metabolite
MET_other094,Metabolite_other094,metabolite
MET_other095,Metabolite_other095,metabolite
MET_other096,Metabolite_other096,metabolite
MET_other097,Metabolite_other097,metabolite
MET_other098,Metabolite_other098,metabolite
MET_other099,Metabolite_other099,metabolite
MET_other100,Metabolite_other100,metabolite
MET_other101,Metabolite_other101,metabolite
MET_other102,Metabolite_other102,metabolite
MET_other103,Metabolite_other103,metabolite
MET_other104,Metabolite_other104,metabolite
MET_other105,Metabolite_other105,metabolite
MET_other106,Metabolite_other106,metabolite
MET_other107,Metabolite_other107,metabolite
MET_other108,Metabolite_other108,metabolite
MET_other109,Metabolite_other109,metabolite
MET_other110,Metabolite_other110,metabolite
MET_other111,Metabolite_other111,metabolite
MET_other112,Metabolite_other112,metabolite
MET_other113,Metabolite_other113,metabolite
MET_other114,Metabolite_other114,metabolite
MET_other115,Metabolite_other115,metabolite
MET_other116,Metabolite_other116,metabolite
MET_other117,Metabolite_other117,metabolite
MET_other118,Metabolite_other118,metabolite
MET_other119,Metabolite_other119,metabolite
MET_other120,Metabolite_other120,metabolite
MET_other121,Metabolite_other121,metabolite
MET_other122,Metabolite_other122,metabolite
MET_other123,Metabolite_other123,metabolite
MET_other124,Metabolite_other124,metabolite
MET_other125,Metabolite_other125,metabolite
MET_other126,Metabolite_other126,metabolite
MET_other127,Metabolite_other127,metabolite
MET_other128,Metabolite_other128,metabolite
MET_other129,Metabolite_other129,metabolite
MET_other130,Metabolite_other130,metabolite
MET_other131,Metabolite_other131,metabolite
MET_other132,Metabolite_other132,metabolite
MET_other133,Metabolite_other133,metabolite
MET_other134,Metabolite_other134,metabolite
MET_other135,Metabolite_other135,metabolite
MET_other136,Metabolite_other136,metabolite
MET_other137,Metabolite_other137,metabolite
MET_other138,Metabolite_other138,metabolite
MET_other139,Metabolite_other139,metabolite
MET_other140,Metabolite_other140,metabolite
MET_other141,Metabolite_other141,metabolite
MET_other142,Metabolite_other142,metabolite
MET_other143,Metabolite_other143,metabolite
MET_other144,Metabolite_other144,metabolite
MET_other145,Metabolite_other145,metabolite
MET_other146,Metabolite_other146,metabolite
MET_other147,Metabolite_other147,metabolite
MET_other148,Metabolite_other148,metabolite
MET_other149,Metabolite_other149,metabolite
MET_other150,Metabolite_other150,metabolite
MET_other151,Metabolite_other151,metabolite
MET_other152,Metabolite_other152,metabolite
MET_other153,Metabolite_other153,metabolite
MET_other154,Metabolite_other154,metabolite
MET_other155,Metabolite_other155,metabolite
MET_other156,Metabolite_other156,metabolite
MET_other157,Metabolite_other157,metabolite
MET_other158,Metabolite_other158,metabolite
MET_other159,Metabolite_other159,metabolite
MET_other160,Metabolite_other160,metabolite
MET_other161,Metabolite_other161,metabolite
MET_other162,Metabolite_other162,metabolite
MET_other163,Metabolite_other163,metabolite
MET_other164,Metabolite_other164,metabolite
MET_other165,Metabolite_other165,metabolite
MET_other166,Metabolite_other166,metabolite
MET_other167,Metabolite_other167,metabolite
MET_other168,Metabolite_other168,metabolite
MET_other169,Metabolite_other169,metabolite
MET_other170,Metabolite_other170,metabolite
MET_other171,Metabolite_other171,metabolite
MET_other172,Metabolite_other172,metabolite
MET_other173,Metabolite_other173,metabolite
MET_other174,Metabolite_other174,metabolite
MET_other175,Metabolite_other175,metabolite
MET_other176,Metabolite_other176,metabolite
MET_other177,Metabolite_other177,metabolite
MET_other178,Metabolite_other178,metabolite
MET_other179,Metabolite_other179,metabolite
MET_other180,Metabolite_other180,metabolite
MET_other181,Metabolite_other181,metabolite
MET_other182,Metabolite_other182,metabolite
MET_other183,Metabolite_other183,metabolite
MET_other184,Metabolite_other184,metabolite
MET_other185,Metabolite_other185,metabolite
MET_other186,Metabolite_other186,metabolite
MET_other187,Metabolite_other187,metabolite
MET_other188,Metabolite_other188,metabolite
MET_other189,Metabolite_other189,metabolite
MET_other190,Metabolite_other190,metabolite
MET_other191,Metabolite_other191,metabolite
MET_other192,Metabolite_other192,metabolite
MET_other193,Metabolite_other193,metabolite
MET_other194,Metabolite_other194,metabolite
MET_other195,Metabolite_other195,metabolite
MET_other196,Metabolite_other196,metabolite
MET_other197,Metabolite_other197,metabolite
MET_other198,Metabolite_other198,metabolite
MET_other199,Metabolite_other199,metabolite
MET_other200,Metabolite_other200,metabolite
MET_other201,Metabolite_other201,metabolite
MET_other202,Metabolite_other202,metabolite
MET_other203,Metabolite_other203,metabolite
MET_other204,Metabolite_other204,metabolite
MET_other205,Metabolite_other205,metabolite
MET_other206,Metabolite_other206,metabolite
MET_other207,Metabolite_other207,metabolite
MET_other208,Metabolite_other208,metabolite
MET_other209,Metabolite_other209,metabolite
MET_other210,Metabolite_other210,metabolite
MET_other211,Metabolite_other211,metabolite
MET_other212,Metabolite_other212,metabolite
MET_other213,Metabolite_other213,metabolite
MET_other214,Metabolite_other214,metabolite
MET_other215,Metabolite_other215,metabolite
MET_other216,Metabolite_other216,metabolite
MET_other217,Metabolite_other217,metabolite
MET_other218,Metabolite_other218,metabolite
MET_other219,Metabolite_other219,metabolite
MET_other220,Metabolite_other220,metabolite
MET_other221,Metabolite_other221,metabolite
MET_other222,Metabolite_other222,metabolite
MET_other223,Metabolite_other223,metabolite
MET_other224,Metabolite_other224,metabolite
MET_other225,Metabolite_other225,metabolite
MET_other226,Metabolite_other226,metabolite
MET_other227,Metabolite_other227,metabolite
MET_other228,Metabolite_other228,metabolite
MET_other229,Metabolite_other229,metabolite
MET_other230,Metabolite_other230,metabolite
MET_other231,Metabolite_other231,metabolite
MET_other232,Metabolite_other232,metabolite
MET_other233,Metabolite_other233,metabolite
MET_other234,Metabolite_other234,metabolite
MET_other235,Metabolite_other235,metabolite
MET_other236,Metabolite_other236,metabolite
MET_other237,Metabolite_other237,metabolite
MET_other238,Metabolite_other238,metabolite
MET_other239,Metabolite_other239,metabolite
MET_other240,Metabolite_other240,metabolite
MET_other241,Metabolite_other241,metabolite
MET_other242,Metabolite_other242,metabolite
MET_other243,Metabolite_other243,metabolite
MET_other244,Metabolite_other244,metabolite
MET_other245,Metabolite_other245,metabolite
MET_other246,Metabolite_other246,metabolite
MET_other247,Metabolite_other247,metabolite
MET_other248,Metabolite_other248,metabolite
MET_other249,Metabolite_other249,metabolite
MET_other250,Metabolite_other250,metabolite
MET_other251,Metabolite_other251,metabolite
MET_other252,Metabolite_other252,metabolite
MET_other253,Metabolite_other253,metabolite
MET_other254,Metabolite_other254,metabolite
MET_other255,Metabolite_other255,metabolite
MET_other256,Metabolite_other256,metabolite
MET_other257,Metabolite_other257,metabolite
MET_other258,Metabolite_other258,metabolite
MET_other259,Metabolite_other259,metabolite
MET_other260,Metabolite_other260,metabolite
MET_other261,Metabolite_other261,metabolite
MET_other262,Metabolite_other262,metabolite
MET_other263,Metabolite_other263,metabolite
MET_other264,Metabolite_other264,metabolite
MET_other265,Metabolite_other265,metabolite
MET_other266,Metabolite_other266,metabolite
MET_other267,Metabolite_other267,metabolite
MET_other268,Metabolite_other268,metabolite
MET_other269,Metabolite_other269,metabolite
MET_other270,Metabolite_other270,metabolite
MET_other271,Metabolite_other271,metabolite
MET_other272,Metabolite_other272,metabolite
MET_other273,Metabolite_other273,metabolite
MET_other274,Metabolite_other274,metabolite
MET_other275,Metabolite_other275,metabolite
MET_other276,Metabolite_other276,metabolite
MET_other277,Metabolite_other277,metabolite
MET_other278,Metabolite_other278,metabolite
MET_other279,Metabolite_other279,metabolite
MET_other280,Metabolite_other280,metabolite
MET_other281,Metabolite_other281,metabolite
MET_other282,Metabolite_other282,metabolite
MET_other283,Metabolite_other283,metabolite
MET_other284,Metabolite_other284,metabolite
MET_other285,Metabolite_other285,metabolite
MET_other286,Metabolite_other286,metabolite
MET_other287,Metabolite_other287,metabolite
MET_other288,Metabolite_other288,metabolite
MET_other289,Metabolite_other289,metabolite
MET_other290,Metabolite_other290,metabolite
MET_other291,Metabolite_other291,metabolite
MET_other292,Metabolite_other292,metabolite
MET_other293,Metabolite_other293,metabolite
MET_other294,Metabolite_other294,metabolite
MET_other295,Metabolite_other295,metabolite
MET_other296,Metabolite_other296,metabolite
MET_other297,Metabolite_other297,metabolite
MET_other298,Metabolite_other298,metabolite
MET_other299,Metabolite_other299,metabolite
MET_other300,Metabolite_other300,metabolite
MET_other301,Metabolite_other301,metabolite
MET_other302,Metabolite_other302,metabolite
MET_other303,Metabolite_other303,metabolite
MET_other304,Metabolite_other304,metabolite
MET_other305,Metabolite_other305,metabolite
MET_other306,Metabolite_other306,metabolite
MET_other307,Metabolite_other307,metabolite
MET_other308,Metabolite_other308,metabolite
MET_other309,Metabolite_other309,metabolite
MET_other310,Metabolite_other310,metabolite
MET_other311,Metabolite_other311,metabolite
MET_other312,Metabolite_other312,metabolite
MET_other313,Metabolite_other313,metabolite
MET_other314,Metabolite_other314,metabolite
MET_other315,Metabolite_other315,metabolite
MET_other316,Metabolite_other316,metabolite
MET_other317,Metabolite_other317,metabolite
MET_other318,Metabolite_other318,metabolite
MET_other319,Metabolite_other319,metabolite
MET_other320,Metabolite_other320,metabolite
MET_other321,Metabolite_other321,metabolite
MET_other322,Metabolite_other322,metabolite
MET_other323,Metabolite_other323,metabolite
MET_other324,Metabolite_other324,metabolite
MET_other325,Metabolite_other325,metabolite
MET_other326,Metabolite_other326,metabolite
MET_other327,Metabolite_other327,metabolite
MET_other328,Metabolite_other328,metabolite
MET_other329,Metabolite_other329,metabolite
MET_other330,Metabolite_other330,metabolite
MET_other331,Metabolite_other331,metabolite
MET_other332,Metabolite_other332,metabolite
MET_other333,Metabolite_other333,metabolite
MET_other334,Metabolite_other334,metabolite
MET_other335,Metabolite_other335,metabolite
MET_other336,Metabolite_other336,metabolite
MET_other337,Metabolite_other337,metabolite
MET_other338,Metabolite_other338,metabolite
MET_other339,Metabolite_other339,metabolite
MET_other340,Metabolite_other340,metabolite
MET_other341,Metabolite_other341,metabolite
MET_other342,Metabolite_other342,metabolite
MET_other343,Metabolite_other343,metabolite
MET_other344,Metabolite_other344,metabolite
MET_other345,Metabolite_other345,metabolite
MET_other346,Metabolite_other346,metabolite
MET_other347,Metabolite_other347,metabolite
MET_other348,Metabolite_other348,metabolite
MET_other349,Metabolite_other349,metabolite
MET_other350,Metabolite_other350,metabolite
MET_other351,Metabolite_other351,metabolite
MET_other352,Metabolite_other352,metabolite
MET_other353,Metabolite_other353,metabolite
MET_other354,Metabolite_other354,metabolite
MET_other355,Metabolite_other355,metabolite
MET_other356,Metabolite_other356,metabolite
MET_other357,Metabolite_other357,metabolite
MET_other358,Metabolite_other358,metabolite
MET_other359,Metabolite_other359,metabolite
MET_other360,Metabolite_other360,metabolite
MET_other361,Metabolite_other361,metabolite
MET_other362,Metabolite_other362,metabolite
MET_other363,Metabolite_other363,metabolite
MET_other364,Metabolite_other364,metabolite
MET_other365,Metabolite_other365,metabolite
MET_other366,Metabolite_other366,metabolite
MET_other367,Metabolite_other367,metabolite
MET_other368,Metabolite_other368,metabolite
MET_other369,Metabolite_other369,metabolite
MET_other370,Metabolite_other370,metabolite
MET_other371,Metabolite_other371,metabolite
MET_other372,Metabolite_other372,metabolite
MET_other373,Metabolite_other373,metabolite
MET_other374,Metabolite_other374,metabolite
MET_other375,Metabolite_other375,metabolite
MET_other376,Metabolite_other376,metabolite
MET_other377,Metabolite_other377,metabolite
MET_other378,Metabolite_other378,metabolite
MET_other379,Metabolite_other379,metabolite
MET_other380,Metabolite_other380,metabolite
MET_other381,Metabolite_other381,metabolite
MET_other382,Metabolite_other382,metabolite
MET_other383,Metabolite_other383,metabolite
MET_other384,Metabolite_other384,metabolite
MET_other385,Metabolite_other385,metabolite
MET_other386,Metabolite_other386,metabolite
MET_other387,Metabolite_other387,metabolite
MET_other388,Metabolite_other388,metabolite
MET_other389,Metabolite_other389,metabolite
MET_other390,Metabolite_other390,metabolite
MET_other391,Metabolite_other391,metabolite
MET_other392,Metabolite_other392,metabolite
MET_other393,Metabolite_other393,metabolite
MET_other394,Metabolite_other394,metabolite
MET_other395,Metabolite_other395,metabolite
MET_other396,Metabolite_other396,metabolite
MET_other397,Metabolite_other397,metabolite
MET_other398,Metabolite_other398,metabolite
MET_other399,Metabolite_other399,metabolite
MET_other400,Metabolite_other400,metabolite
MET_other401,Metabolite_other401,metabolite
MET_other402,Metabolite_other402,metabolite
MET_other403,Metabolite_other403,metabolite
MET_other404,Metabolite_other404,metabolite
MET_other405,Metabolite_other405,metabolite
MET_other406,Metabolite_other406,metabolite
MET_other407,Metabolite_other407,metabolite
MET_other408,Metabolite_other408,metabolite
MET_other409,Metabolite_other409,metabolite
MET_other410,Metabolite_other410,metabolite
MET_other411,Metabolite_other411,metabolite
MET_other412,Metabolite_other412,metabolite
MET_other413,Metabolite_other413,metabolite
MET_other414,Metabolite_other414,metabolite
MET_other415,Metabolite_other415,metabolite
MET_other416,Metabolite_other416,metabolite
MET_other417,Metabolite_other417,metabolite
MET_other418,Metabolite_other418,metabolite
MET_other419,Metabolite_other419,metabolite
MET_other420,Metabolite_other420,metabolite
MET_other421,Metabolite_other421,metabolite
MET_other422,Metabolite_other422,metabolite
MET_other423,Metabolite_other423,metabolite
MET_other424,Metabolite_other424,metabolite
MET_other425,Metabolite_other425,metabolite
MET_other426,Metabolite_other426,metabolite
