TF_name	fam_symbol	fam_description	numSequences	aln_len	aln_percent_identity	hgnc	pfam	numSpecies
TF101123	UBE2J2	Ubiquitin-conjugating enzyme E2 J2	111 	2021	60.3232767304326	UBE2J2->NaN	GVQW->PF13900.1->1 DUF1681->PF07933.9->1 GWT1->PF06423.7->1 TPR_11->PF13414.1->1 UQ_con->PF00179.21->96 Galactosyl_T->PF01762.16->1 TPR_1->PF00515.23->1	103
TF320485	NaN	NaN	90 	728	45.1607912622643	AGK->NaN	Tim54->PF11711.3->3 DAGK_cat->PF00781.19->98	89
TF316871	NaN	NaN	363 	9317	41.9934211943327	OTOF->NaN FER1L6->NaN MYOF->NaN DYSF->NaN	Pex24p->PF06398.6->8 FerI->PF08151.7->82 FerB->PF08150.7->84 C2->PF00168.25->100 FerA->PF08165.6->37 zf-CCHC->PF00098.18->1 Tetraspannin->PF00335.15->1 Homeobox->PF00046.24->1 LIM->PF00412.17->1 LRR_8->PF13855.1->1 DUF236->PF03057.9->1	97
TF351852	NaN	NaN	47 	793	54.4388384348021	KNG1->NaN	Cystatin->PF00031.16->100	45
TF316045	NaN	NaN	12 	505	49.7201102849027	NaN	DnaJ->PF00226.26->100	10
TF353489	NaN	NaN	3 	520	97.1758664955071	NaN		1
TF317660	NaN	NaN	77 	1606	38.4977364547893	NaN	7TM_GPCR_Srv->PF10323.4->100	6
TF336596	NaN	NaN	85 	970	39.2441869838222	CHGB->NaN CHGA->NaN	Granin->PF01271.12->98 DUF4521->PF15021.1->1	52
TF105235	KIF26A	kinesin family member 26A	125 	4242	48.0167182636902	KIF26A->NaN KIF26B->NaN	Kinesin->PF00225.18->99	75
TF352148	NaN	NaN	4 	88	68.641975308642	NaN		1
TF101055	CDC23	Cell division cycle 23	109 	1722	54.6101599175007	CDC23->NaN	APC8->PF04049.8->98 TPR_8->PF13181.1->34 TPR_11->PF13414.1->87 TPR_1->PF00515.23->87 TPR_2->PF07719.12->33 TPR_7->PF13176.1->18 TPR_6->PF13174.1->12 TPR_15->PF13429.1->1	104
TF327686	NaN	NaN	44 	3733	42.8401643047283	NaN	DUF753->PF05444.7->100	16
TF105878	NP_060341.2	related to CPSF subunits 68 kDa isoform 1	101 	2044	69.0596230755913	CPSF3L->NaN	RMMBL->PF07521.7->92 Lactamase_B_2->PF12706.2->16 Lactamase_B->PF00753.22->75 LRAT->PF04970.8->1 Beta-Casp->PF10996.3->94	99
TF341761	NaN	NaN	19 	534	54.6771283108848	ZNF114->NaN	zf-C2H2_6->PF13912.1->5 KRAB->PF01352.22->73 zf-H2C2_2->PF13465.1->100	19
TF324499	NaN	NaN	237 	3932	39.6623279467072	KANK1->NaN KANK2->NaN KANK4->NaN KANK3->NaN	GVQW->PF13900.1->1 Ank_4->PF13637.1->10 KN_motif->PF12075.3->82 Ank->PF00023.25->23 Ank_2->PF12796.2->91 Ank_3->PF13606.1->3 Ank_5->PF13857.1->2	84
TF335852	NaN	NaN	36 	890	63.5348196165147	IL17RC->NaN	IL17_R_N->PF15037.1->100 SEFIR->PF08357.6->86	36
TF300430	NaN	NaN	116 	2270	62.7915854679318	GTPBP4->NaN	Ank_2->PF12796.2->1 CTP_transf_2->PF01467.21->1 NOG1->PF06858.9->95 MMR_HSR1->PF01926.18->4 NOGCT->PF08155.6->87 FA_hydroxylase->PF04116.8->1 Zona_pellucida->PF00100.18->1	106
TF322942	NaN	NaN	2 	288	42.0560747663551	NaN		2
TF351633	NaN	NaN	6 	221	77.6659209545116	NaN		6
TF352164	NaN	NaN	50 	1650	46.2975332190264	NaN	Trehalose_PPase->PF02358.11->94 Glyco_transf_20->PF00982.16->100	29
TF336882	NaN	NaN	12 	1045	25.8567918265293	NaN	DUF4515->PF14988.1->66	11
TF328384	NaN	NaN	39 	414	53.6721042383019	LRRC72->NaN	LRR_9->PF14580.1->92 LRR_4->PF12799.2->2 LRR_1->PF00560.28->2	38
TF103038	POLR2C	polymerase (RNA) II (DNA directed) polypeptide C	114 	1061	68.6496491518868	POLR2C->NaN	BPL_LplA_LipB->PF03099.14->1 RNA_pol_L->PF01193.19->94 RNA_pol_A_bac->PF01000.21->100	101
TF350466	NaN	NaN	74 	5280	55.1915819188792	LOXHD1->NaN	FGF->PF00167.13->1 DCX->PF03607.12->1 PLAT->PF01477.18->100	62
TF353547	NaN	NaN	12 	89	95.1140619679946	NaN	DUF4219->PF13961.1->100	12
TF105961	NDUFA9	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa	106 	849	48.8131455015375	NDUFA9->NaN	NmrA->PF05368.8->14 NAD_binding_10->PF13460.1->46 RmlD_sub_bind->PF04321.12->1 Epimerase->PF01370.16->31	101
TF331900	NaN	NaN	144 	1053	64.1393507161957	JAKMIP3->NaN JAKMIP1->NaN JAKMIP2->NaN		56
TF101201	XRCC1	DNA-repair protein XRCC1	82 	1495	46.9818319990852	XRCC1->NaN	XRCC1_N->PF01834.11->98 BRCT->PF00533.21->75 PTCB-BRCT->PF12738.2->35	79
TF314961	NaN	NaN	149 	2947	60.2342247702198	WDR20->NaN DMWD->NaN	WD40->PF00400.27->97	99
TF343461	NaN	NaN	30 	745	50.8317610786434	CCDC153->NaN		30
TF333072	NaN	NaN	53 	316	77.7834647155808	C5orf24->NaN		49
TF313551	NaN	NaN	322 	5717	42.8128630997531	CDC42BPG->NaN CDC42BPB->NaN ROCK1->NaN CDC42BPA->NaN ROCK2->NaN	HR1->PF02185.11->20 Rho_Binding->PF08912.6->41 Pkinase_C->PF00433.19->50 Pkinase->PF00069.20->98 DMPK_coil->PF08826.5->42 CNH->PF00780.17->50 C1_1->PF00130.17->50 PH->PF00169.24->31 WD40->PF00400.27->1 Pkinase_Tyr->PF07714.12->1 zf-MYND->PF01753.13->1	97
TF333175	NaN	NaN	60 	80	74.4646375510639	CAMK2N1->NaN CAMK2N2->NaN	CaM-KIIN->PF15170.1->100	38
TF315321	NaN	NaN	97 	1795	27.5947901435659	NaN	7tm_1->PF00001.16->40 HTH_Tnp_Tc3_2->PF01498.13->1	10
TF322583	NaN	NaN	2 	256	57.8947368421053	NaN		1
TF350897	NaN	NaN	46 	1452	65.0276099377135	ZBTB40->NaN	zf-C2H2->PF00096.21->86 zf-H2C2_2->PF13465.1->100 zf-C2H2_4->PF13894.1->95 BTB->PF00651.26->82 zf-C2H2_6->PF13912.1->19 zf-met->PF12874.2->2	46
TF314010	NaN	NaN	454 	3895	42.8303695208993	KLC2->NaN KLC4->NaN TTC19->NaN KLC3->NaN APPBP2->NaN NPHP3->NaN KLC1->NaN	NACHT->PF05729.7->10 DUF2315->PF10231.4->1 TPR_8->PF13181.1->1 TPR_7->PF13176.1->10 Apc5->PF12862.2->1 TPR_1->PF00515.23->28 Rab5-bind->PF09311.6->55 TPR_10->PF13374.1->79 TPR_12->PF13424.1->96 TPR_2->PF07719.12->34 Death->PF00531.17->1 Exo_endo_phos->PF03372.18->1 Ank_2->PF12796.2->1 TPR_11->PF13414.1->1 TPR_3->PF07720.7->1	106
TF330867	NaN	NaN	147 	2675	40.0059812854536	SYNPO2->NaN SYNPO->NaN SYNPO2L->NaN	PDZ->PF00595.19->56 Calsarcin->PF05556.6->2	56
TF331645	NaN	NaN	141 	599	45.5815576117914	KAZALD1->NaN IGFBP7->NaN IGFBPL1->NaN	Kazal_1->PF00050.16->51 I-set->PF07679.11->96 IGFBP->PF00219.13->56 Kazal_2->PF07648.10->32	63
TF322161	NaN	NaN	10 	191	39.291789083037	NaN		4
TF314915	NaN	NaN	194 	1078	36.5213853013974	FAXC->NaN	GST_C_3->PF14497.1->76 GST_N_3->PF13417.1->25 GST_C_2->PF13410.1->14 GST_C->PF00043.20->1	93
TF337512	NaN	NaN	37 	542	65.1331438795916	ZNF414->NaN	zf-C2H2_4->PF13894.1->5 zf-C2H2->PF00096.21->2	37
TF337424	NaN	NaN	37 	592	62.9820993496164	TMEM44->NaN		37
TF343592	NaN	NaN	16 	204	68.2455761760898	NaN	Insulin->PF00049.13->50	16
TF343039	NaN	NaN	7 	77	92.8214731585518	NaN		1
TF105862	NP_001001410.1	hypothetical protein LOC115939	97 	1051	52.4885988400831	TSR3->NaN	DUF367->PF04034.8->100 RLI->PF04068.10->92 RIO1->PF01163.17->1	94
TF105419	FY	Duffy blood group	24 	354	66.4543955919879	DARC->NaN		23
TF315646	NaN	NaN	11 	1991	39.1676168757127	NaN	OST-HTH->PF12872.2->27 Limkain-b1->PF11608.3->100 NYN->PF01936.13->100	11
TF105649	CCT3	chaperonin containing TCP1, subunit 3 (gamma)	109 	695	70.9820280465078	CCT3->NaN	Cpn60_TCP1->PF00118.19->100	101
TF313924	NaN	NaN	180 	3711	40.646011996591	SLC30A10->NaN SLC30A1->NaN	Cation_efflux->PF01545.16->100	102
TF332661	NaN	NaN	51 	2929	64.1211164412696	KIAA2018->NaN	HLH->PF00010.21->74	51
TF105652	DRIM	(Down-regulated in metastasis)-like protein	102 	4777	40.3087244818575	UTP20->NaN	DRIM->PF07539.7->92	101
TF105316	FDFT1	farnesyl-diphosphate farnesyltransferase 1	69 	613	64.4268788133798	FDFT1->NaN	SQS_PSY->PF00494.14->100	62
TF313459	NaN	NaN	161 	984	50.6407020706072	ISOC2->NaN ISOC1->NaN	Isochorismatase->PF00857.15->98 TFIIE-A_C-term->PF11521.3->1 TFIIE_alpha->PF02002.12->1 Aldo_ket_red->PF00248.16->1	101
TF338414	NaN	NaN	119 	157	42.9960848628094	DEFA1B->NaN DEFA3->NaN DEFA1->NaN DEFA6->NaN DEFA4->NaN DEFA5->NaN	Defensin_propep->PF00879.13->100 Defensin_1->PF00323.14->66 Defensin_beta->PF00711.14->1	20
TF325686	NaN	NaN	15 	4536	57.7246399838227	NaN	Zona_pellucida->PF00100.18->53	15
TF300896	NaN	NaN	119 	1717	64.5684411634738	AK2->NaN	DUF1995->PF09353.5->1 ADK->PF00406.17->100 ADK_lid->PF05191.9->93 zf-rbx1->PF12678.2->1 Ferrochelatase->PF00762.14->1 PfkB->PF00294.19->1 Wzz->PF02706.10->1	104
TF321082	NaN	NaN	9 	292	82.1014209359927	NaN		7
TF344274	NaN	NaN	7 	1397	44.479217603912	NaN	RA->PF00788.18->14	6
TF322954	NaN	NaN	6 	465	27.4355828220859	NaN	FTH->PF01827.22->50 F-box->PF00646.28->66	1
TF101058	CDC27	Cell division cycle 27	108 	2918	51.0861554081035	CDC27->NaN	TPR_8->PF13181.1->14 TPR_10->PF13374.1->1 TPR_6->PF13174.1->7 TPR_11->PF13414.1->95 Apc3->PF12895.2->84 TPR_9->PF13371.1->4 TPR_19->PF14559.1->9 TPR_1->PF00515.23->81 TPR_2->PF07719.12->25 TPR_16->PF13432.1->1 RRM_1->PF00076.17->1	104
TF314532	NaN	NaN	97 	2000	51.6679629540118	VPS72->NaN	YL1->PF05764.8->98 YL1_C->PF08265.6->92 IRS->PF02174.12->1 S1->PF00575.18->1	94
TF329078	NaN	NaN	52 	505	76.6565546979193	C7orf23->NaN	DUF2678->PF10856.3->98	50
TF321971	NaN	NaN	8 	1370	50.6215567170504	NaN		5
TF319818	NaN	NaN	12 	236	45.2983059170145	NaN		5
TF325774	NaN	NaN	17 	497	56.055935814333	NaN		16
TF341611	NaN	NaN	9 	61	84.4615384615385	NaN		5
TF320576	NaN	NaN	6 	136	68.1177976952625	NaN		6
TF325602	NaN	NaN	68 	947	47.5572736327847	TWISTNB->NaN	SHS2_Rpb7-N->PF03876.12->61	67
TF325003	NaN	NaN	48 	906	58.1542611630536	NaN	Cornifin->PF02389.10->4	24
TF324994	NaN	NaN	401 	1866	36.9272878603912	FRS3->NaN DOK1->NaN DOK4->NaN FRS2->NaN DOK5->NaN DOK6->NaN DOK3->NaN DOK2->NaN	Asp->PF00026.18->1 A1_Propeptide->PF07966.7->1 PH->PF00169.24->21 IRS->PF02174.12->97	80
TF327289	NaN	NaN	31 	1022	34.8594007788943	NaN		12
TF329423	NaN	NaN	58 	185	61.6631331206722	FAM183B->NaN FAM183A->NaN	FAM183->PF14886.1->98	49
TF354209	NaN	NaN	35 	715	39.2051148644638	NaN	p450->PF00067.17->100	4
TF323434	NaN	NaN	92 	1710	55.6442097084015	DCAF10->NaN	WD40->PF00400.27->98	85
TF317488	NaN	NaN	9 	1056	53.7126939912455	NaN	Lectin_C->PF00059.16->77	4
TF335604	NaN	NaN	27 	460	81.1399506320592	ARC->NaN	Retrotrans_gag->PF03732.12->7	27
TF321633	NaN	NaN	4 	828	67.4063800277393	NaN		4
TF338027	NaN	NaN	26 	232	61.6757719172766	FAM156A->NaN FAM156B->NaN	PGC7_Stella->PF15549.1->100	19
TF354267	NaN	NaN	120 	1146	52.7550379736529	METTL21C->NaN	Methyltransf_16->PF10294.4->100	58
TF354331	NaN	NaN	166 	2545	41.9825988461762	CIRBP->NaN RBM3->NaN	RRM_6->PF14259.1->1 zf-CCHC->PF00098.18->2 RRM_1->PF00076.17->98 CSTF_C->PF14304.1->1 Ribosomal_S19->PF00203.16->1 CSTF2_hinge->PF14327.1->1 PPR->PF01535.15->1 PPR_3->PF13812.1->1 PPR_2->PF13041.1->1	83
TF329489	NaN	NaN	80 	1249	44.4901370393723	TMEM214->NaN	DUF2359->PF10151.4->100 I-set->PF07679.11->1 V-set->PF07686.12->1	79
TF343594	NaN	NaN	7 	1262	28.645338401436	NaN	fn3->PF00041.16->100 EGF->PF00008.22->28	5
TF300525	NaN	NaN	74 	2243	52.2476169520695	MSH3->NaN	MutS_II->PF05188.12->86 MutS_I->PF01624.15->86 MutS_V->PF00488.16->98 MutS_III->PF05192.13->100 AMP-binding->PF00501.23->1 MutS_IV->PF05190.13->72	68
TF317060	NaN	NaN	25 	2189	32.9821226190911	NaN	MAM->PF00629.18->12	8
TF321388	NaN	NaN	14 	605	38.5384031922963	NaN		5
TF353009	NaN	NaN	6 	841	71.9034762065474	NaN	tRNA_SAD->PF07973.9->100 tRNA-synt_2c->PF01411.14->100	5
TF326582	NaN	NaN	19 	2259	62.4498164354646	NaN	fn3->PF00041.16->89	18
TF351501	NaN	NaN	8 	394	54.1875253686916	NaN		8
TF318623	NaN	NaN	53 	1321	62.496836646768	STON1->NaN	Adap_comp_sub->PF00928.16->100 TFIIA->PF03153.8->79	52
TF314141	NaN	NaN	140 	1028	48.1759362810073	WBP2->NaN WBP2NL->NaN	EnY2->PF10163.4->1 WWbp->PF10349.4->98 GRAM->PF02893.15->95	93
TF314572	NaN	NaN	30 	1518	37.6503243436196	NaN	PEP-utilizers->PF00391.18->3 PPDK_N->PF01326.14->3	25
TF320582	NaN	NaN	258 	5045	39.6160705273478	CASKIN1->NaN ANKS1A->NaN CASKIN2->NaN ANKS1B->NaN	SAM_1->PF00536.25->89 Ank_5->PF13857.1->17 Ank_2->PF12796.2->84 SAM_2->PF07647.12->27 PID->PF00640.18->42 SH3_2->PF07653.12->36 Ank_4->PF13637.1->15 Ank->PF00023.25->27	84
TF325657	NaN	NaN	31 	487	52.9232727207237	NaN	AAT->PF03417.11->100	26
TF337448	NaN	NaN	60 	582	50.2333916725181	ASB17->NaN	SOCS_box->PF07525.11->86	58
TF101535	EIF5B	Eukaryotic translation initiation factor 5B	113 	1849	57.700696239136	EIF5B->NaN	GTP_EFTU->PF00009.22->93 IF-2->PF11987.3->87 GTP_EFTU_D2->PF03144.20->92 GTP_EFTU_D4->PF14578.1->70 PDEase_I->PF00233.14->1	103
TF314024	NaN	NaN	96 	920	42.8032027254817	FAM8A1->NaN	RDD->PF06271.7->100 DUF4540->PF15073.1->1	85
TF350317	NaN	NaN	37 	1417	64.8031100611968	NaN	MH2->PF03166.9->100 Collagen->PF01391.13->2	25
TF320640	NaN	NaN	4 	165	91.9243986254295	NaN		4
TF329265	NaN	NaN	107 	2276	46.0450983178306	TMUB1->NaN TMUB2->NaN	Ank_4->PF13637.1->1 ubiquitin->PF00240.18->87 Ank_2->PF12796.2->1	71
TF336258	NaN	NaN	14 	442	65.5324511657215	NaN	DUF4540->PF15073.1->14	14
TF318666	NaN	NaN	5 	206	81.695464362851	NaN	VMA21->PF09446.5->100	5
TF338056	NaN	NaN	49 	321	72.536564719161	NaN	7tm_4->PF13853.1->97 7TM_GPCR_Srsx->PF10320.4->6 7tm_1->PF00001.16->2	30
TF317495	NaN	NaN	18 	758	50.1531020837586	NaN	zf-met->PF12874.2->5 zf-C2H2->PF00096.21->44 zf-C2H2_4->PF13894.1->5	11
TF353750	NaN	NaN	7 	153	75.8237689744539	NaN		7
TF331543	NaN	NaN	94 	5515	47.5209261028988	C16orf45->NaN	DUF3585->PF12130.3->100 LIM->PF00412.17->1	65
TF336928	NaN	NaN	59 	210	57.4016148005561	SCGB3A1->NaN SCGB3A2->NaN	Uteroglobin->PF01099.12->52	36
TF341259	NaN	NaN	9 	227	65.0497342962257	NaN		9
TF331895	NaN	NaN	389 	1826	37.8668587144514	GPR101->NaN ADRA1A->NaN GPR161->NaN ADRA1B->NaN HTR7->NaN ADRA1D->NaN	7tm_1->PF00001.16->100	86
TF326155	NaN	NaN	19 	1337	59.309168070352	NaN	zf-C2H2_4->PF13894.1->5	19
TF320227	NaN	NaN	5 	762	63.4295713035871	NaN	Kunitz_BPTI->PF00014.18->20	5
TF332501	NaN	NaN	67 	504	64.1732796187505	FAM45A->NaN	SPA->PF08616.5->85 Avl9->PF09794.4->8	63
TF353379	NaN	NaN	5 	518	60.8543417366947	NaN	Ig_2->PF13895.1->20 C2-set_2->PF08205.7->20 V-set->PF07686.12->20	5
TF105573	SH3BP5	SH3 domain-binding protein 5	184 	4776	41.7785054697882	SH3BP5->NaN SH3BP5L->NaN	SH3BP5->PF05276.9->100 Chitin_bind_4->PF00379.18->1	97
TF324931	NaN	NaN	15 	534	52.4843728612493	NaN		15
TF339685	NaN	NaN	13 	1429	46.9529684491769	NaN	FAM75->PF14650.1->46	2
TF351622	NaN	NaN	2 	351	44.0514469453376	NaN	GoLoco->PF02188.12->100	2
TF315137	NaN	NaN	99 	1009	42.1102702141351	MKI67IP->NaN	RRM_6->PF14259.1->1 RRM_1->PF00076.17->95 RRM_5->PF13893.1->1 hNIFK_binding->PF12196.3->53	88
TF320359	NaN	NaN	5 	506	65.7984144960362	NaN	ODR4-like->PF14778.1->100	5
TF336206	NaN	NaN	35 	1131	39.3922560792909	BEND2->NaN	BEN->PF10523.4->97 GVQW->PF13900.1->14	34
TF326192	NaN	NaN	56 	1440	29.1638178029563	NaN		12
TF338399	NaN	NaN	8 	3114	35.3527924615031	NaN	WH2->PF02205.15->25 FH2->PF02181.18->100 Drf_FH3->PF06367.11->37 Drf_GBD->PF06371.8->37	8
TF315485	NaN	NaN	871 	11405	36.4962617025205	LIPN->NaN LIPA->NaN LIPK->NaN LIPJ->NaN LIPM->NaN LIPF->NaN	Abhydrolase_6->PF12697.2->2 Abhydrolase_1->PF00561.15->91 Abhydro_lipase->PF04083.11->92 Lectin_C->PF00059.16->1 p450->PF00067.17->1 THAP->PF05485.7->1 7tm_6->PF02949.15->1 Transketolase_N->PF00456.16->1 hEGF->PF12661.2->1 Laminin_EGF->PF00053.19->1 HSP20->PF00011.16->1 Abhydrolase_5->PF12695.2->1 Astacin->PF01400.19->1 ShK->PF01549.19->1	106
TF314328	NaN	NaN	89 	1615	54.224175105622	SCG5->NaN	HA2->PF04408.18->1 OB_NTP_bind->PF07717.11->1 Secretogranin_V->PF05281.6->100	87
TF337736	NaN	NaN	41 	500	58.8047510748098	CTSW->NaN	Inhibitor_I29->PF08246.7->95 Peptidase_C1->PF00112.18->100	38
TF328986	NaN	NaN	237 	3546	45.829819094638	GAS7->NaN FCHO2->NaN SGIP1->NaN FCHO1->NaN	SH3_2->PF07653.12->1 WW->PF00397.21->16 FCH->PF00611.18->64 muHD->PF10291.4->81 SH3_9->PF14604.1->5 SH3BP5->PF05276.9->1 Vps5->PF09325.5->1	95
TF320456	NaN	NaN	4 	526	86.8433074463225	NaN		4
TF327173	NaN	NaN	40 	918	51.8838515842762	NaN	dsrm->PF00035.20->85	16
TF328961	NaN	NaN	71 	1151	51.2688285229794	CCDC111->NaN	Herpes_UL52->PF03121.10->91 DNA_primase_S->PF01896.14->54	70
TF327414	NaN	NaN	10 	571	54.5290059934411	NaN		6
TF313359	NaN	NaN	203 	1640	55.5509436884285	GLS2->NaN GLS->NaN	Robl_LC7->PF03259.12->1 Ank_2->PF12796.2->83 Glutaminase->PF04960.10->100 Ank->PF00023.25->1	102
TF350327	NaN	NaN	3 	2032	20	NaN	C1_1->PF00130.17->100 RGS-like->PF09128.6->66	3
TF333384	NaN	NaN	47 	110	68.2001777203328	C19orf53->NaN	DUF2462->PF09495.5->100	38
TF352018	NaN	NaN	14 	114	88.7626262626263	NaN		1
TF326617	NaN	NaN	89 	1748	48.4623102559938	CXXC5->NaN CXXC4->NaN	zf-CXXC->PF02008.15->97	71
TF105069	COX7C	cytochrome c oxidase subunit VIIc	82 	191	64.4269022788721	COX7C->NaN	COX7C->PF02935.11->100	69
TF353197	NaN	NaN	11 	412	45.7776149477926	NaN	Abhydrolase_6->PF12697.2->90	10
TF331286	NaN	NaN	50 	764	69.8034521811922	NELF->NaN	IQ->PF00612.22->2	45
TF105642	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	111 	1110	66.1687018554377	ATIC->NaN	LRR_9->PF14580.1->1 AICARFT_IMPCHas->PF01808.13->100 MGS->PF02142.17->90	102
TF321898	NaN	NaN	69 	3958	59.4418325582781	TBC1D30->NaN	RabGAP-TBC->PF00566.13->98	69
TF300616	NaN	NaN	136 	1119	77.9954035307526	RRAGA->NaN RRAGB->NaN	Gtr1_RagA->PF04670.7->100	104
TF328924	NaN	NaN	441 	5872	31.4207363158477	IRAK1->NaN IRAK2->NaN IRAK3->NaN	Thaumatin->PF00314.12->1 U-box->PF04564.10->2 RCC1_2->PF13540.1->1 RVT_2->PF07727.9->1 DUF3403->PF11883.3->3 WAK_assoc->PF14380.1->1 B_lectin->PF01453.19->6 RabGAP-TBC->PF00566.13->1 Death->PF00531.17->22 LRR_1->PF00560.28->1 WAK->PF08488.6->2 Death_2->PF14786.1->2 DUF3660->PF12398.3->1 Pkinase->PF00069.20->66 Lectin_legB->PF00139.14->8 Stress-antifung->PF01657.12->8 LRR_8->PF13855.1->1 GUB_WAK_bind->PF13947.1->5 Malectin_like->PF12819.2->2 PAN_2->PF08276.6->6 S_locus_glycop->PF00954.15->5 Pkinase_Tyr->PF07714.12->35 Clp1->PF06807.9->1 LysM->PF01476.15->1 MobB->PF03205.9->1 TPR_11->PF13414.1->1 Lectin_C->PF00059.16->1 Usp->PF00582.21->3 LRRNT_2->PF08263.7->1 EGF_CA->PF07645.10->1 Dimer_Tnp_hAT->PF05699.9->1 LRR_4->PF12799.2->1	77
TF316297	NaN	NaN	117 	3662	39.6387309432469	TTF2->NaN	SynMuv_product->PF06047.6->1 zf-GRF->PF06839.7->39 SNF2_N->PF00176.18->99 Helicase_C->PF00271.26->82 BACK->PF07707.10->1 BTB->PF00651.26->1	95
TF300259	NaN	NaN	95 	640	52.8407383118835	MINOS1->NaN	DUF543->PF04418.7->100	79
TF314780	NaN	NaN	99 	1471	58.2066042013205	DDX27->NaN	Helicase_C->PF00271.26->95 DEAD->PF00270.24->93	97
TF320472	NaN	NaN	19 	1012	26.1835983823395	NaN	zf-C3HC4_2->PF13923.1->5	4
TF331132	NaN	NaN	49 	1175	51.5470271563584	SYNE3->NaN	KASH->PF10541.4->73 Spectrin->PF00435.16->42	49
TF326257	NaN	NaN	205 	3321	46.1378394580502	MYBL2->NaN MYB->NaN MYBL1->NaN	Myb_DNA-binding->PF00249.26->92 Myb_DNA-bind_6->PF13921.1->87 Cmyb_C->PF09316.5->89 LMSTEN->PF07988.7->48 NUC153->PF08159.7->1	86
TF351664	NaN	NaN	20 	143	47.7543955543409	NaN	CUB->PF00431.15->100	11
TF352676	NaN	NaN	258 	2521	68.0027537368381	ACTN2->NaN ACTN4->NaN ACTN1->NaN	EF-hand_8->PF13833.1->25 EF-hand_7->PF13499.1->4 EFhand_Ca_insen->PF08726.5->87 CH->PF00307.26->94 EF-hand_6->PF13405.1->39 Spectrin->PF00435.16->99 PH_9->PF15410.1->1 SH3_2->PF07653.12->1	101
TF337201	NaN	NaN	29 	198	84.6472921136467	C12orf68->NaN		29
TF315795	NaN	NaN	232 	2243	54.1402236880293	NONO->NaN PSPC1->NaN SFPQ->NaN	RRM_1->PF00076.17->98 NOPS->PF08075.6->98	99
TF313374	NaN	NaN	251 	837	48.3833139125918	TNNI2->NaN TNNI1->NaN TNNI3->NaN	Troponin->PF00992.15->100 Troponin-I_N->PF11636.3->9	89
TF327630	NaN	NaN	51 	566	45.6113443713856	NaN	Trypsin->PF00089.21->100	16
TF314772	NaN	NaN	109 	1224	47.0096123597788	MGAT2->NaN	MGAT2->PF05060.9->100	87
TF332621	NaN	NaN	40 	168	63.404628501827	SLC48A1->NaN	Ycf66_N->PF07444.6->2	35
TF344244	NaN	NaN	3 	703	24.3870112657389	NaN	EF-hand_7->PF13499.1->33 Ras->PF00071.17->33	3
TF106361	INSL3	insulin-like 3 (Leydig cell)	14 	162	61.2043166772468	INSL3->NaN	Insulin->PF00049.13->85	14
TF314879	NaN	NaN	189 	1638	54.4078282854844	WIPI1->NaN WIPI2->NaN	WD40->PF00400.27->72	104
TF337728	NaN	NaN	131 	1625	48.8276465391752	C15orf55->NaN FAM22D->NaN FAM22A->NaN FAM22G->NaN FAM22F->NaN	NUT_N->PF12881.2->99 NUT_C->PF12882.2->99	39
TF321623	NaN	NaN	24 	1096	58.2666264169798	NaN	Hormone_recep->PF00104.25->83 zf-C4->PF00105.13->95	7
TF350962	NaN	NaN	8 	3475	29.5138055222089	NaN	zf-met->PF12874.2->12 zf-C2H2->PF00096.21->37 zf-C2H2_4->PF13894.1->12	4
TF320446	NaN	NaN	3 	264	32.3725055432373	NaN	Motile_Sperm->PF00635.21->66	3
TF342679	NaN	NaN	6 	467	61.6872005475702	NaN		6
TF315850	NaN	NaN	31 	644	49.602815000482	NaN	DLH->PF01738.13->100 Hormone_recep->PF00104.25->3	10
TF330944	NaN	NaN	55 	184	61.4974015182457	PMCH->NaN	Pro-MCH->PF05824.7->90	50
TF314323	NaN	NaN	93 	1110	42.2024526154182	SDE2->NaN	Telomere_Sde2->PF13019.1->96 Telomere_Sde2_2->PF13297.1->72	90
TF314371	NaN	NaN	105 	519	53.4710274022629	RPF2->NaN	Brix->PF04427.13->100	102
TF317417	NaN	NaN	94 	722	57.0816455604533	MED19->NaN	Med19->PF10278.4->100	91
TF315265	NaN	NaN	126 	3235	43.3998817246273	LMLN->NaN	EGF->PF00008.22->3 EGF_2->PF07974.8->1 EGF_CA->PF07645.10->1 Chromo->PF00385.19->1 Chromo_shadow->PF01393.14->1 Peptidase_M8->PF01457.11->100 fn3->PF00041.16->1	98
TF106391	MBD5	Methyl-CpG-binding domain protein 5	53 	2070	69.6941168638045	MBD5->NaN		52
TF313665	NaN	NaN	142 	3160	48.3146937624314	ATG9A->NaN	APG9->PF04109.11->100 Anillin->PF08174.6->1 DUF947->PF06102.7->1 PH->PF00169.24->1	99
TF321232	NaN	NaN	7 	473	58.9880159786951	NaN	Microtub_bind->PF13931.1->14	6
TF342773	NaN	NaN	5 	960	32.2770668291692	NaN	Bromodomain->PF00439.20->100 WHIM3->PF15614.1->20 PHD->PF00628.24->60 PWWP->PF00855.12->20	5
TF334735	NaN	NaN	160 	5046	38.8520725215624	MYBPHL->NaN MYBPH->NaN PDGFRL->NaN	I-set->PF07679.11->99 fn3->PF00041.16->85 Ig_2->PF13895.1->8	61
TF329799	NaN	NaN	53 	809	49.2266732710049	UBXN11->NaN	UBX->PF00789.15->56 SEP->PF08059.8->92	53
