fromNode,toNode,value,interaction_type,selfLoop,label,relationship
GO:2000113,GO:0010558,1,is_a,False,GO:2000113 is_a GO:0010558,is_a
GO:2000113,GO:0031327,1,is_a,False,GO:2000113 is_a GO:0031327,is_a
GO:2000113,GO:0034645,6,negatively_regulates,False,GO:2000113 negatively_regulates GO:0034645,negatively_regulates
GO:0003700,GO:0006355,2,part_of,False,GO:0003700 part_of GO:0006355,part_of
GO:0003700,GO:0140110,1,is_a,False,GO:0003700 is_a GO:0140110,is_a
GO:0140110,GO:0003674,1,is_a,False,GO:0140110 is_a GO:0003674,is_a
GO:0020037,GO:0046906,1,is_a,False,GO:0020037 is_a GO:0046906,is_a
GO:0020037,GO:0048037,1,is_a,False,GO:0020037 is_a GO:0048037,is_a
GO:0046906,GO:0097159,1,is_a,False,GO:0046906 is_a GO:0097159,is_a
GO:0046906,GO:1901363,1,is_a,False,GO:0046906 is_a GO:1901363,is_a
GO:0048037,GO:0005488,1,is_a,False,GO:0048037 is_a GO:0005488,is_a
GO:0006109,GO:0005975,4,regulates,False,GO:0006109 regulates GO:0005975,regulates
GO:0006109,GO:0080090,1,is_a,False,GO:0006109 is_a GO:0080090,is_a
GO:0000156,GO:0060089,1,is_a,False,GO:0000156 is_a GO:0060089,is_a
GO:0000156,GO:0000160,2,part_of,False,GO:0000156 part_of GO:0000160,part_of
GO:0060089,GO:0003674,1,is_a,False,GO:0060089 is_a GO:0003674,is_a
GO:0008984,GO:0051723,1,is_a,False,GO:0008984 is_a GO:0051723,is_a
GO:0051723,GO:0140096,1,is_a,False,GO:0051723 is_a GO:0140096,is_a
GO:0051723,GO:0052689,1,is_a,False,GO:0051723 is_a GO:0052689,is_a
GO:0052689,GO:0016788,1,is_a,False,GO:0052689 is_a GO:0016788,is_a
GO:0016788,GO:0016787,1,is_a,False,GO:0016788 is_a GO:0016787,is_a
GO:0006935,GO:0042330,1,is_a,False,GO:0006935 is_a GO:0042330,is_a
GO:0006935,GO:0042221,2,part_of,False,GO:0006935 part_of GO:0042221,part_of
GO:0042330,GO:0040011,1,is_a,False,GO:0042330 is_a GO:0040011,is_a
GO:0042330,GO:0009605,2,part_of,False,GO:0042330 part_of GO:0009605,part_of
GO:0040011,GO:0008150,1,is_a,False,GO:0040011 is_a GO:0008150,is_a
GO:0009605,GO:0050896,1,is_a,False,GO:0009605 is_a GO:0050896,is_a
GO:0042221,GO:0050896,1,is_a,False,GO:0042221 is_a GO:0050896,is_a
GO:0032993,GO:0032991,1,is_a,False,GO:0032993 is_a GO:0032991,is_a
GO:0005623,GO:0005575,1,is_a,False,GO:0005623 is_a GO:0005575,is_a
GO:0032991,GO:0005575,1,is_a,False,GO:0032991 is_a GO:0005575,is_a
GO:0001216,GO:0003700,1,is_a,False,GO:0001216 is_a GO:0003700,is_a
GO:0001216,GO:0045893,2,part_of,False,GO:0001216 part_of GO:0045893,part_of
GO:0045893,GO:0006355,1,is_a,False,GO:0045893 is_a GO:0006355,is_a
GO:0045893,GO:0010628,1,is_a,False,GO:0045893 is_a GO:0010628,is_a
GO:0045893,GO:1903508,1,is_a,False,GO:0045893 is_a GO:1903508,is_a
GO:0045893,GO:0006351,5,positively_regulates,False,GO:0045893 positively_regulates GO:0006351,positively_regulates
GO:0010628,GO:0010468,1,is_a,False,GO:0010628 is_a GO:0010468,is_a
GO:0010628,GO:0010604,1,is_a,False,GO:0010628 is_a GO:0010604,is_a
GO:0010628,GO:0010467,5,positively_regulates,False,GO:0010628 positively_regulates GO:0010467,positively_regulates
GO:0010604,GO:0009893,1,is_a,False,GO:0010604 is_a GO:0009893,is_a
GO:0010604,GO:0043170,5,positively_regulates,False,GO:0010604 positively_regulates GO:0043170,positively_regulates
GO:0010604,GO:0060255,1,is_a,False,GO:0010604 is_a GO:0060255,is_a
GO:0009893,GO:0048518,1,is_a,False,GO:0009893 is_a GO:0048518,is_a
GO:0009893,GO:0008152,5,positively_regulates,False,GO:0009893 positively_regulates GO:0008152,positively_regulates
GO:0009893,GO:0019222,1,is_a,False,GO:0009893 is_a GO:0019222,is_a
GO:0048518,GO:0008150,5,positively_regulates,False,GO:0048518 positively_regulates GO:0008150,positively_regulates
GO:0048518,GO:0050789,1,is_a,False,GO:0048518 is_a GO:0050789,is_a
GO:1903508,GO:1903506,1,is_a,False,GO:1903508 is_a GO:1903506,is_a
GO:1903508,GO:1902680,1,is_a,False,GO:1903508 is_a GO:1902680,is_a
GO:1903508,GO:0097659,5,positively_regulates,False,GO:1903508 positively_regulates GO:0097659,positively_regulates
GO:1902680,GO:2001141,1,is_a,False,GO:1902680 is_a GO:2001141,is_a
GO:1902680,GO:0010557,1,is_a,False,GO:1902680 is_a GO:0010557,is_a
GO:1902680,GO:0031328,1,is_a,False,GO:1902680 is_a GO:0031328,is_a
GO:1902680,GO:0051254,1,is_a,False,GO:1902680 is_a GO:0051254,is_a
GO:1902680,GO:0032774,5,positively_regulates,False,GO:1902680 positively_regulates GO:0032774,positively_regulates
GO:0010557,GO:0010556,1,is_a,False,GO:0010557 is_a GO:0010556,is_a
GO:0010557,GO:0010604,1,is_a,False,GO:0010557 is_a GO:0010604,is_a
GO:0010557,GO:0009891,1,is_a,False,GO:0010557 is_a GO:0009891,is_a
GO:0010557,GO:0009059,5,positively_regulates,False,GO:0010557 positively_regulates GO:0009059,positively_regulates
GO:0005622,GO:0044464,1,is_a,False,GO:0005622 is_a GO:0044464,is_a
GO:0009891,GO:0009889,1,is_a,False,GO:0009891 is_a GO:0009889,is_a
GO:0009891,GO:0009893,1,is_a,False,GO:0009891 is_a GO:0009893,is_a
GO:0009891,GO:0009058,5,positively_regulates,False,GO:0009891 positively_regulates GO:0009058,positively_regulates
GO:0031328,GO:0031326,1,is_a,False,GO:0031328 is_a GO:0031326,is_a
GO:0031328,GO:0009891,1,is_a,False,GO:0031328 is_a GO:0009891,is_a
GO:0031328,GO:0031325,1,is_a,False,GO:0031328 is_a GO:0031325,is_a
GO:0031328,GO:0044249,5,positively_regulates,False,GO:0031328 positively_regulates GO:0044249,positively_regulates
GO:0031325,GO:0009893,1,is_a,False,GO:0031325 is_a GO:0009893,is_a
GO:0031325,GO:0048522,1,is_a,False,GO:0031325 is_a GO:0048522,is_a
GO:0031325,GO:0044237,5,positively_regulates,False,GO:0031325 positively_regulates GO:0044237,positively_regulates
GO:0031325,GO:0031323,1,is_a,False,GO:0031325 is_a GO:0031323,is_a
GO:0048522,GO:0048518,1,is_a,False,GO:0048522 is_a GO:0048518,is_a
GO:0048522,GO:0009987,5,positively_regulates,False,GO:0048522 positively_regulates GO:0009987,positively_regulates
GO:0048522,GO:0050794,1,is_a,False,GO:0048522 is_a GO:0050794,is_a
GO:0051254,GO:0010604,1,is_a,False,GO:0051254 is_a GO:0010604,is_a
GO:0051254,GO:0045935,1,is_a,False,GO:0051254 is_a GO:0045935,is_a
GO:0051254,GO:0016070,5,positively_regulates,False,GO:0051254 positively_regulates GO:0016070,positively_regulates
GO:0051254,GO:0051252,1,is_a,False,GO:0051254 is_a GO:0051252,is_a
GO:0045935,GO:0031325,1,is_a,False,GO:0045935 is_a GO:0031325,is_a
GO:0045935,GO:0051173,1,is_a,False,GO:0045935 is_a GO:0051173,is_a
GO:0045935,GO:0006139,5,positively_regulates,False,GO:0045935 positively_regulates GO:0006139,positively_regulates
GO:0045935,GO:0019219,1,is_a,False,GO:0045935 is_a GO:0019219,is_a
GO:0051173,GO:0009893,1,is_a,False,GO:0051173 is_a GO:0009893,is_a
GO:0051173,GO:0006807,5,positively_regulates,False,GO:0051173 positively_regulates GO:0006807,positively_regulates
GO:0051173,GO:0051171,1,is_a,False,GO:0051173 is_a GO:0051171,is_a
GO:0035438,GO:0008144,1,is_a,False,GO:0035438 is_a GO:0008144,is_a
GO:0035438,GO:0043168,1,is_a,False,GO:0035438 is_a GO:0043168,is_a
GO:0035438,GO:0030551,1,is_a,False,GO:0035438 is_a GO:0030551,is_a
GO:0035438,GO:0032561,1,is_a,False,GO:0035438 is_a GO:0032561,is_a
GO:0030551,GO:0000166,1,is_a,False,GO:0030551 is_a GO:0000166,is_a
GO:0000287,GO:0046872,1,is_a,False,GO:0000287 is_a GO:0046872,is_a
GO:0032561,GO:0032555,1,is_a,False,GO:0032561 is_a GO:0032555,is_a
GO:0032561,GO:0019001,1,is_a,False,GO:0032561 is_a GO:0019001,is_a
GO:0019001,GO:0017076,1,is_a,False,GO:0019001 is_a GO:0017076,is_a
GO:0000976,GO:0044212,1,is_a,False,GO:0000976 is_a GO:0044212,is_a
GO:0000976,GO:1990837,1,is_a,False,GO:0000976 is_a GO:1990837,is_a
GO:0044212,GO:0001067,1,is_a,False,GO:0044212 is_a GO:0001067,is_a
GO:0044212,GO:0003677,1,is_a,False,GO:0044212 is_a GO:0003677,is_a
GO:0001067,GO:0003676,1,is_a,False,GO:0001067 is_a GO:0003676,is_a
GO:1990837,GO:0003690,1,is_a,False,GO:1990837 is_a GO:0003690,is_a
GO:1990837,GO:0043565,1,is_a,False,GO:1990837 is_a GO:0043565,is_a
GO:0003690,GO:0003677,1,is_a,False,GO:0003690 is_a GO:0003677,is_a
GO:0043565,GO:0003677,1,is_a,False,GO:0043565 is_a GO:0003677,is_a
GO:0005576,GO:0005575,1,is_a,False,GO:0005576 is_a GO:0005575,is_a
GO:0004252,GO:0004175,1,is_a,False,GO:0004252 is_a GO:0004175,is_a
GO:0004252,GO:0008236,1,is_a,False,GO:0004252 is_a GO:0008236,is_a
GO:0004175,GO:0070011,1,is_a,False,GO:0004175 is_a GO:0070011,is_a
GO:0003677,GO:0003676,1,is_a,False,GO:0003677 is_a GO:0003676,is_a
GO:0008236,GO:0070011,1,is_a,False,GO:0008236 is_a GO:0070011,is_a
GO:0008236,GO:0017171,1,is_a,False,GO:0008236 is_a GO:0017171,is_a
GO:0017171,GO:0016825,1,is_a,False,GO:0017171 is_a GO:0016825,is_a
GO:0016825,GO:0016787,1,is_a,False,GO:0016825 is_a GO:0016787,is_a
GO:0015293,GO:0015291,1,is_a,False,GO:0015293 is_a GO:0015291,is_a
GO:0015291,GO:0022804,1,is_a,False,GO:0015291 is_a GO:0022804,is_a
GO:0006835,GO:0046942,1,is_a,False,GO:0006835 is_a GO:0046942,is_a
GO:0046942,GO:0015711,1,is_a,False,GO:0046942 is_a GO:0015711,is_a
GO:0046942,GO:0015849,1,is_a,False,GO:0046942 is_a GO:0015849,is_a
GO:0015711,GO:0071702,1,is_a,False,GO:0015711 is_a GO:0071702,is_a
GO:0015711,GO:0006820,1,is_a,False,GO:0015711 is_a GO:0006820,is_a
GO:0003676,GO:0097159,1,is_a,False,GO:0003676 is_a GO:0097159,is_a
GO:0003676,GO:1901363,1,is_a,False,GO:0003676 is_a GO:1901363,is_a
GO:0006820,GO:0006811,1,is_a,False,GO:0006820 is_a GO:0006811,is_a
GO:0015849,GO:0071702,1,is_a,False,GO:0015849 is_a GO:0071702,is_a
GO:0006541,GO:0009064,1,is_a,False,GO:0006541 is_a GO:0009064,is_a
GO:0009064,GO:1901605,1,is_a,False,GO:0009064 is_a GO:1901605,is_a
GO:1901605,GO:0006520,1,is_a,False,GO:1901605 is_a GO:0006520,is_a
GO:0006520,GO:1901564,1,is_a,False,GO:0006520 is_a GO:1901564,is_a
GO:0006520,GO:0019752,1,is_a,False,GO:0006520 is_a GO:0019752,is_a
GO:0006520,GO:0044238,1,is_a,False,GO:0006520 is_a GO:0044238,is_a
GO:0019752,GO:0043436,1,is_a,False,GO:0019752 is_a GO:0043436,is_a
GO:0043436,GO:0006082,1,is_a,False,GO:0043436 is_a GO:0006082,is_a
GO:0006082,GO:0044281,1,is_a,False,GO:0006082 is_a GO:0044281,is_a
GO:0006082,GO:0071704,1,is_a,False,GO:0006082 is_a GO:0071704,is_a
GO:0006082,GO:0044237,1,is_a,False,GO:0006082 is_a GO:0044237,is_a
GO:0044281,GO:0008152,1,is_a,False,GO:0044281 is_a GO:0008152,is_a
GO:0051537,GO:0051536,1,is_a,False,GO:0051537 is_a GO:0051536,is_a
GO:0051536,GO:0048037,1,is_a,False,GO:0051536 is_a GO:0048037,is_a
GO:0051536,GO:0051540,1,is_a,False,GO:0051536 is_a GO:0051540,is_a
GO:0051540,GO:0005488,1,is_a,False,GO:0051540 is_a GO:0005488,is_a
GO:0003899,GO:0034062,1,is_a,False,GO:0003899 is_a GO:0034062,is_a
GO:0003899,GO:0032774,2,part_of,False,GO:0003899 part_of GO:0032774,part_of
GO:0004553,GO:0016798,1,is_a,False,GO:0004553 is_a GO:0016798,is_a
GO:0016798,GO:0016787,1,is_a,False,GO:0016798 is_a GO:0016787,is_a
GO:0008773,GO:0140096,1,is_a,False,GO:0008773 is_a GO:0140096,is_a
GO:0008773,GO:0070569,1,is_a,False,GO:0008773 is_a GO:0070569,is_a
GO:0070569,GO:0016779,1,is_a,False,GO:0070569 is_a GO:0016779,is_a
GO:0071973,GO:0097588,1,is_a,False,GO:0071973 is_a GO:0097588,is_a
GO:0097588,GO:0001539,1,is_a,False,GO:0097588 is_a GO:0001539,is_a
GO:0001539,GO:0048870,1,is_a,False,GO:0001539 is_a GO:0048870,is_a
GO:0048870,GO:0040011,1,is_a,False,GO:0048870 is_a GO:0040011,is_a
GO:0048870,GO:0006928,1,is_a,False,GO:0048870 is_a GO:0006928,is_a
GO:0048870,GO:0051674,2,part_of,False,GO:0048870 part_of GO:0051674,part_of
GO:0006928,GO:0009987,1,is_a,False,GO:0006928 is_a GO:0009987,is_a
GO:0051674,GO:0051179,1,is_a,False,GO:0051674 is_a GO:0051179,is_a
GO:0034062,GO:0097747,1,is_a,False,GO:0034062 is_a GO:0097747,is_a
GO:0003688,GO:1990837,1,is_a,False,GO:0003688 is_a GO:1990837,is_a
GO:0006270,GO:0006259,1,is_a,False,GO:0006270 is_a GO:0006259,is_a
GO:0006270,GO:0006261,2,part_of,False,GO:0006270 part_of GO:0006261,part_of
GO:0006259,GO:0090304,1,is_a,False,GO:0006259 is_a GO:0090304,is_a
GO:0006259,GO:0044260,1,is_a,False,GO:0006259 is_a GO:0044260,is_a
GO:0006261,GO:0006260,1,is_a,False,GO:0006261 is_a GO:0006260,is_a
GO:0006260,GO:0071897,3,has_part,False,GO:0006260 has_part GO:0071897,has_part
GO:0006260,GO:0034645,1,is_a,False,GO:0006260 is_a GO:0034645,is_a
GO:0071897,GO:0006259,1,is_a,False,GO:0071897 is_a GO:0006259,is_a
GO:0071897,GO:0034654,1,is_a,False,GO:0071897 is_a GO:0034654,is_a
GO:0071897,GO:0034645,1,is_a,False,GO:0071897 is_a GO:0034645,is_a
GO:0006275,GO:2000112,1,is_a,False,GO:0006275 is_a GO:2000112,is_a
GO:0006275,GO:0006260,4,regulates,False,GO:0006275 regulates GO:0006260,regulates
GO:0005198,GO:0003674,1,is_a,False,GO:0005198 is_a GO:0003674,is_a
GO:0016879,GO:0016874,1,is_a,False,GO:0016879 is_a GO:0016874,is_a
GO:0016987,GO:0140110,1,is_a,False,GO:0016987 is_a GO:0140110,is_a
GO:0016987,GO:0001046,3,has_part,False,GO:0016987 has_part GO:0001046,has_part
GO:0016987,GO:0043175,3,has_part,False,GO:0016987 has_part GO:0043175,has_part
GO:0016987,GO:2000142,2,part_of,False,GO:0016987 part_of GO:2000142,part_of
GO:0097747,GO:0016779,1,is_a,False,GO:0097747 is_a GO:0016779,is_a
GO:0097747,GO:0140098,1,is_a,False,GO:0097747 is_a GO:0140098,is_a
GO:0001046,GO:0000976,1,is_a,False,GO:0001046 is_a GO:0000976,is_a
GO:0001046,GO:0001047,1,is_a,False,GO:0001046 is_a GO:0001047,is_a
GO:0001047,GO:0044212,1,is_a,False,GO:0001047 is_a GO:0044212,is_a
GO:0043175,GO:0070063,1,is_a,False,GO:0043175 is_a GO:0070063,is_a
GO:0070063,GO:0019899,1,is_a,False,GO:0070063 is_a GO:0019899,is_a
GO:0019899,GO:0005515,1,is_a,False,GO:0019899 is_a GO:0005515,is_a
GO:2000142,GO:0006355,1,is_a,False,GO:2000142 is_a GO:0006355,is_a
GO:2000142,GO:0006352,4,regulates,False,GO:2000142 regulates GO:0006352,regulates
GO:0006352,GO:0032774,1,is_a,False,GO:0006352 is_a GO:0032774,is_a
GO:0006352,GO:0006351,2,part_of,False,GO:0006352 part_of GO:0006351,part_of
GO:0043190,GO:0098533,1,is_a,False,GO:0043190 is_a GO:0098533,is_a
GO:0043190,GO:0098797,1,is_a,False,GO:0043190 is_a GO:0098797,is_a
GO:0098533,GO:1902495,1,is_a,False,GO:0098533 is_a GO:1902495,is_a
GO:1902495,GO:0098796,1,is_a,False,GO:1902495 is_a GO:0098796,is_a
GO:1902495,GO:1990351,1,is_a,False,GO:1902495 is_a GO:1990351,is_a
GO:0016779,GO:0016772,1,is_a,False,GO:0016779 is_a GO:0016772,is_a
GO:1902495,GO:0016021,2,part_of,False,GO:1902495 part_of GO:0016021,part_of
GO:0098796,GO:0032991,1,is_a,False,GO:0098796 is_a GO:0032991,is_a
GO:0098796,GO:0044425,1,is_a,False,GO:0098796 is_a GO:0044425,is_a
GO:1990351,GO:0032991,1,is_a,False,GO:1990351 is_a GO:0032991,is_a
GO:0098797,GO:0044459,1,is_a,False,GO:0098797 is_a GO:0044459,is_a
GO:0098797,GO:0098796,1,is_a,False,GO:0098797 is_a GO:0098796,is_a
GO:0070069,GO:0032991,1,is_a,False,GO:0070069 is_a GO:0032991,is_a
GO:0009055,GO:0016491,1,is_a,False,GO:0009055 is_a GO:0016491,is_a
GO:0009055,GO:0022900,2,part_of,False,GO:0009055 part_of GO:0022900,part_of
GO:0022900,GO:0055114,1,is_a,False,GO:0022900 is_a GO:0055114,is_a
GO:0022900,GO:0006091,1,is_a,False,GO:0022900 is_a GO:0006091,is_a
GO:0006091,GO:0044237,1,is_a,False,GO:0006091 is_a GO:0044237,is_a
GO:0019646,GO:0009060,1,is_a,False,GO:0019646 is_a GO:0009060,is_a
GO:0019646,GO:0022904,1,is_a,False,GO:0019646 is_a GO:0022904,is_a
GO:0009060,GO:0045333,1,is_a,False,GO:0009060 is_a GO:0045333,is_a
GO:0045333,GO:0015980,1,is_a,False,GO:0045333 is_a GO:0015980,is_a
GO:0016772,GO:0016740,1,is_a,False,GO:0016772 is_a GO:0016740,is_a
GO:0015980,GO:0055114,1,is_a,False,GO:0015980 is_a GO:0055114,is_a
GO:0015980,GO:0006091,1,is_a,False,GO:0015980 is_a GO:0006091,is_a
GO:0022904,GO:0022900,1,is_a,False,GO:0022904 is_a GO:0022900,is_a
GO:0022904,GO:0045333,2,part_of,False,GO:0022904 part_of GO:0045333,part_of
GO:0006817,GO:0015698,1,is_a,False,GO:0006817 is_a GO:0015698,is_a
GO:0015698,GO:0006820,1,is_a,False,GO:0015698 is_a GO:0006820,is_a
GO:0019867,GO:0016020,1,is_a,False,GO:0019867 is_a GO:0016020,is_a
GO:0030245,GO:0030243,1,is_a,False,GO:0030245 is_a GO:0030243,is_a
GO:0030245,GO:0051275,1,is_a,False,GO:0030245 is_a GO:0051275,is_a
GO:0030243,GO:0051273,1,is_a,False,GO:0030243 is_a GO:0051273,is_a
GO:0051273,GO:0006073,1,is_a,False,GO:0051273 is_a GO:0006073,is_a
GO:0016740,GO:0003824,1,is_a,False,GO:0016740 is_a GO:0003824,is_a
GO:0006073,GO:0044042,1,is_a,False,GO:0006073 is_a GO:0044042,is_a
GO:0006073,GO:0044264,1,is_a,False,GO:0006073 is_a GO:0044264,is_a
GO:0044042,GO:0005976,1,is_a,False,GO:0044042 is_a GO:0005976,is_a
GO:0005976,GO:0005975,1,is_a,False,GO:0005976 is_a GO:0005975,is_a
GO:0005976,GO:0043170,1,is_a,False,GO:0005976 is_a GO:0043170,is_a
GO:0044264,GO:0005976,1,is_a,False,GO:0044264 is_a GO:0005976,is_a
GO:0044264,GO:0044262,1,is_a,False,GO:0044264 is_a GO:0044262,is_a
GO:0044264,GO:0044260,1,is_a,False,GO:0044264 is_a GO:0044260,is_a
GO:0044262,GO:0005975,1,is_a,False,GO:0044262 is_a GO:0005975,is_a
GO:0044262,GO:0044237,1,is_a,False,GO:0044262 is_a GO:0044237,is_a
GO:0051275,GO:0051273,1,is_a,False,GO:0051275 is_a GO:0051273,is_a
GO:0051275,GO:0009251,1,is_a,False,GO:0051275 is_a GO:0009251,is_a
GO:0051275,GO:0044247,1,is_a,False,GO:0051275 is_a GO:0044247,is_a
GO:0009251,GO:0044042,1,is_a,False,GO:0009251 is_a GO:0044042,is_a
GO:0009251,GO:0000272,1,is_a,False,GO:0009251 is_a GO:0000272,is_a
GO:0000272,GO:0009057,1,is_a,False,GO:0000272 is_a GO:0009057,is_a
GO:0000272,GO:0005976,1,is_a,False,GO:0000272 is_a GO:0005976,is_a
GO:0000272,GO:0016052,1,is_a,False,GO:0000272 is_a GO:0016052,is_a
GO:0016052,GO:0005975,1,is_a,False,GO:0016052 is_a GO:0005975,is_a
GO:0016052,GO:1901575,1,is_a,False,GO:0016052 is_a GO:1901575,is_a
GO:0044247,GO:0044264,1,is_a,False,GO:0044247 is_a GO:0044264,is_a
GO:0044247,GO:0000272,1,is_a,False,GO:0044247 is_a GO:0000272,is_a
GO:0044247,GO:0044275,1,is_a,False,GO:0044247 is_a GO:0044275,is_a
GO:0140098,GO:0003824,1,is_a,False,GO:0140098 is_a GO:0003824,is_a
GO:0044275,GO:0044248,1,is_a,False,GO:0044275 is_a GO:0044248,is_a
GO:0044275,GO:0044262,1,is_a,False,GO:0044275 is_a GO:0044262,is_a
GO:0044275,GO:0016052,1,is_a,False,GO:0044275 is_a GO:0016052,is_a
GO:0003993,GO:0016791,1,is_a,False,GO:0003993 is_a GO:0016791,is_a
GO:0016791,GO:0042578,1,is_a,False,GO:0016791 is_a GO:0042578,is_a
GO:0016791,GO:0016311,2,part_of,False,GO:0016791 part_of GO:0016311,part_of
GO:0042578,GO:0016788,1,is_a,False,GO:0042578 is_a GO:0016788,is_a
GO:0016311,GO:0006796,1,is_a,False,GO:0016311 is_a GO:0006796,is_a
GO:0009420,GO:0044461,1,is_a,False,GO:0009420 is_a GO:0044461,is_a
GO:0044461,GO:0044422,1,is_a,False,GO:0044461 is_a GO:0044422,is_a
GO:0044461,GO:0044463,1,is_a,False,GO:0044461 is_a GO:0044463,is_a
GO:0044461,GO:0009288,2,part_of,False,GO:0044461 part_of GO:0009288,part_of
GO:0044422,GO:0005575,1,is_a,False,GO:0044422 is_a GO:0005575,is_a
GO:0044422,GO:0043226,2,part_of,False,GO:0044422 part_of GO:0043226,part_of
GO:0043226,GO:0005575,1,is_a,False,GO:0043226 is_a GO:0005575,is_a
GO:0044463,GO:0044464,1,is_a,False,GO:0044463 is_a GO:0044464,is_a
GO:0044463,GO:0042995,2,part_of,False,GO:0044463 part_of GO:0042995,part_of
GO:0042995,GO:0044464,1,is_a,False,GO:0042995 is_a GO:0044464,is_a
GO:0009288,GO:0042995,1,is_a,False,GO:0009288 is_a GO:0042995,is_a
GO:0009288,GO:0043228,1,is_a,False,GO:0009288 is_a GO:0043228,is_a
GO:0032774,GO:0009059,1,is_a,False,GO:0032774 is_a GO:0009059,is_a
GO:0043228,GO:0043226,1,is_a,False,GO:0043228 is_a GO:0043226,is_a
GO:0032774,GO:0016070,1,is_a,False,GO:0032774 is_a GO:0016070,is_a
GO:0044781,GO:0006996,1,is_a,False,GO:0044781 is_a GO:0006996,is_a
GO:0044781,GO:0030030,1,is_a,False,GO:0044781 is_a GO:0030030,is_a
GO:0032774,GO:0034654,1,is_a,False,GO:0032774 is_a GO:0034654,is_a
GO:0006996,GO:0016043,1,is_a,False,GO:0006996 is_a GO:0016043,is_a
GO:0030030,GO:0016043,1,is_a,False,GO:0030030 is_a GO:0016043,is_a
GO:0015562,GO:0022857,1,is_a,False,GO:0015562 is_a GO:0022857,is_a
GO:0016627,GO:0016491,1,is_a,False,GO:0016627 is_a GO:0016491,is_a
GO:0006784,GO:0006783,1,is_a,False,GO:0006784 is_a GO:0006783,is_a
GO:0006784,GO:0046160,1,is_a,False,GO:0006784 is_a GO:0046160,is_a
GO:0006783,GO:0006779,1,is_a,False,GO:0006783 is_a GO:0006779,is_a
GO:0006783,GO:0042168,1,is_a,False,GO:0006783 is_a GO:0042168,is_a
GO:0006783,GO:0046148,1,is_a,False,GO:0006783 is_a GO:0046148,is_a
GO:0006779,GO:0006778,1,is_a,False,GO:0006779 is_a GO:0006778,is_a
GO:0006779,GO:0033014,1,is_a,False,GO:0006779 is_a GO:0033014,is_a
GO:0006779,GO:0051188,1,is_a,False,GO:0006779 is_a GO:0051188,is_a
GO:0006778,GO:0033013,1,is_a,False,GO:0006778 is_a GO:0033013,is_a
GO:0006778,GO:0051186,1,is_a,False,GO:0006778 is_a GO:0051186,is_a
GO:0009059,GO:0043170,1,is_a,False,GO:0009059 is_a GO:0043170,is_a
GO:0033013,GO:1901564,1,is_a,False,GO:0033013 is_a GO:1901564,is_a
GO:0009059,GO:1901576,1,is_a,False,GO:0009059 is_a GO:1901576,is_a
GO:0033013,GO:0006725,1,is_a,False,GO:0033013 is_a GO:0006725,is_a
GO:0033013,GO:0046483,1,is_a,False,GO:0033013 is_a GO:0046483,is_a
GO:0033013,GO:1901360,1,is_a,False,GO:0033013 is_a GO:1901360,is_a
GO:0051186,GO:0044237,1,is_a,False,GO:0051186 is_a GO:0044237,is_a
GO:0033014,GO:1901566,1,is_a,False,GO:0033014 is_a GO:1901566,is_a
GO:0033014,GO:0033013,1,is_a,False,GO:0033014 is_a GO:0033013,is_a
GO:0033014,GO:0018130,1,is_a,False,GO:0033014 is_a GO:0018130,is_a
GO:0033014,GO:0019438,1,is_a,False,GO:0033014 is_a GO:0019438,is_a
GO:0033014,GO:0044271,1,is_a,False,GO:0033014 is_a GO:0044271,is_a
GO:0033014,GO:1901362,1,is_a,False,GO:0033014 is_a GO:1901362,is_a
GO:0051188,GO:0051186,1,is_a,False,GO:0051188 is_a GO:0051186,is_a
GO:0051188,GO:0044249,1,is_a,False,GO:0051188 is_a GO:0044249,is_a
GO:0042168,GO:0006778,1,is_a,False,GO:0042168 is_a GO:0006778,is_a
GO:0042168,GO:0042440,1,is_a,False,GO:0042168 is_a GO:0042440,is_a
GO:0042440,GO:0008152,1,is_a,False,GO:0042440 is_a GO:0008152,is_a
GO:0046148,GO:0042440,1,is_a,False,GO:0046148 is_a GO:0042440,is_a
GO:0046160,GO:0042168,1,is_a,False,GO:0046160 is_a GO:0042168,is_a
GO:0030955,GO:0031420,1,is_a,False,GO:0030955 is_a GO:0031420,is_a
GO:0031420,GO:0046872,1,is_a,False,GO:0031420 is_a GO:0046872,is_a
GO:0043170,GO:0071704,1,is_a,False,GO:0043170 is_a GO:0071704,is_a
GO:0009289,GO:0042995,1,is_a,False,GO:0009289 is_a GO:0042995,is_a
GO:0007155,GO:0022610,1,is_a,False,GO:0007155 is_a GO:0022610,is_a
GO:0022610,GO:0008150,1,is_a,False,GO:0022610 is_a GO:0008150,is_a
GO:0001123,GO:0006352,1,is_a,False,GO:0001123 is_a GO:0006352,is_a
GO:0001123,GO:0001121,2,part_of,False,GO:0001123 part_of GO:0001121,part_of
GO:0001121,GO:0006351,1,is_a,False,GO:0001121 is_a GO:0006351,is_a
GO:0004356,GO:0016211,1,is_a,False,GO:0004356 is_a GO:0016211,is_a
GO:0016211,GO:0016880,1,is_a,False,GO:0016211 is_a GO:0016880,is_a
GO:0016880,GO:0016879,1,is_a,False,GO:0016880 is_a GO:0016879,is_a
GO:0032559,GO:0032555,1,is_a,False,GO:0032559 is_a GO:0032555,is_a
GO:0006542,GO:0006541,1,is_a,False,GO:0006542 is_a GO:0006541,is_a
GO:0006542,GO:0009084,1,is_a,False,GO:0006542 is_a GO:0009084,is_a
