,x1,x2,x3,x4
2.56350000000002,2.9134882,1.4185332,1.3546667,2.7093333
2.56400000000002,2.9139299,1.418489,1.3548333,2.7096667
2.56450000000002,2.9143715,1.4184447,1.355,2.71
2.56500000000002,2.9148132,1.4184005,1.3551667,2.7103333
2.56550000000002,2.9152549,1.4183562,1.3553333,2.7106667
2.56600000000002,2.9156965,1.4183119,1.3555,2.711
2.56650000000002,2.9161382,1.4182676,1.3556667,2.7113333
2.56700000000002,2.9165798,1.4182233,1.3558333,2.7116667
2.56750000000002,2.9170215,1.418179,1.356,2.712
2.56800000000002,2.9174631,1.4181347,1.3561667,2.7123333
2.56850000000003,2.9179047,1.4180904,1.3563333,2.7126667
2.56900000000003,2.9183464,1.418046,1.3565,2.713
2.56950000000003,2.918788,1.4180017,1.3566667,2.7133333
2.57000000000003,2.9192296,1.4179573,1.3568333,2.7136667
2.57050000000003,2.9196712,1.4179129,1.357,2.714
2.57100000000003,2.9201128,1.4178685,1.3571667,2.7143333
2.57150000000003,2.9205544,1.4178241,1.3573333,2.7146667
2.57200000000003,2.920996,1.4177797,1.3575,2.715
2.57250000000003,2.9214376,1.4177352,1.3576667,2.7153333
2.57300000000003,2.9218792,1.4176908,1.3578333,2.7156667
2.57350000000003,2.9223207,1.4176463,1.358,2.716
2.57400000000003,2.9227623,1.4176019,1.3581667,2.7163333
2.57450000000003,2.9232038,1.4175574,1.3583333,2.7166667
2.57500000000003,2.9236454,1.4175129,1.3585,2.717
2.57550000000003,2.924087,1.4174684,1.3586667,2.7173333
2.57600000000003,2.9245285,1.4174239,1.3588333,2.7176667
2.57650000000003,2.92497,1.4173793,1.359,2.718
2.57700000000003,2.9254116,1.4173348,1.3591667,2.7183333
2.57750000000003,2.9258531,1.4172902,1.3593333,2.7186667
2.57800000000003,2.9262946,1.4172457,1.3595,2.719
2.57850000000003,2.9267361,1.4172011,1.3596667,2.7193333
2.57900000000003,2.9271776,1.4171565,1.3598333,2.7196667
2.57950000000003,2.9276191,1.4171119,1.36,2.72
2.58000000000003,2.9280606,1.4170673,1.3601667,2.7203333
2.58050000000003,2.9285021,1.4170227,1.3603333,2.7206667
2.58100000000003,2.9289436,1.416978,1.3605,2.721
2.58150000000003,2.9293851,1.4169334,1.3606667,2.7213333
2.58200000000003,2.9298265,1.4168887,1.3608333,2.7216667
2.58250000000003,2.930268,1.4168441,1.361,2.722
2.58300000000003,2.9307095,1.4167994,1.3611667,2.7223333
2.58350000000003,2.9311509,1.4167547,1.3613333,2.7226667
2.58400000000003,2.9315924,1.41671,1.3615,2.723
2.58450000000003,2.9320338,1.4166652,1.3616667,2.7233333
2.58500000000003,2.9324752,1.4166205,1.3618333,2.7236667
2.58550000000003,2.9329167,1.4165758,1.362,2.724
2.58600000000003,2.9333581,1.416531,1.3621667,2.7243333
2.58650000000003,2.9337995,1.4164863,1.3623333,2.7246667
2.58700000000003,2.9342409,1.4164415,1.3625,2.725
2.58750000000003,2.9346823,1.4163967,1.3626667,2.7253333
2.58800000000003,2.9351237,1.4163519,1.3628333,2.7256667
2.58850000000003,2.9355651,1.4163071,1.363,2.726
2.58900000000003,2.9360065,1.4162623,1.3631667,2.7263333
2.58950000000003,2.9364479,1.4162174,1.3633333,2.7266667
2.59000000000003,2.9368892,1.4161726,1.3635,2.727
2.59050000000003,2.9373306,1.4161277,1.3636667,2.7273333
2.59100000000003,2.937772,1.4160828,1.3638333,2.7276667
2.59150000000003,2.9382133,1.416038,1.364,2.728
2.59200000000003,2.9386547,1.4159931,1.3641667,2.7283333
2.59250000000003,2.939096,1.4159482,1.3643333,2.7286667
2.59300000000003,2.9395373,1.4159033,1.3645,2.729
2.59350000000003,2.9399787,1.4158583,1.3646667,2.7293333
2.59400000000003,2.94042,1.4158134,1.3648333,2.7296667
2.59450000000003,2.9408613,1.4157684,1.365,2.73
2.59500000000003,2.9413026,1.4157235,1.3651667,2.7303333
2.59550000000003,2.9417439,1.4156785,1.3653333,2.7306667
2.59600000000003,2.9421852,1.4156335,1.3655,2.731
2.59650000000003,2.9426265,1.4155885,1.3656667,2.7313333
2.59700000000003,2.9430678,1.4155435,1.3658333,2.7316667
2.59750000000003,2.9435091,1.4154985,1.366,2.732
2.59800000000003,2.9439503,1.4154535,1.3661667,2.7323333
2.59850000000004,2.9443916,1.4154084,1.3663333,2.7326667
2.59900000000004,2.9448329,1.4153634,1.3665,2.733
2.59950000000004,2.9452741,1.4153183,1.3666667,2.7333333
2.60000000000004,2.9457154,1.4152732,1.3668333,2.7336667
2.60050000000004,2.9461566,1.4152281,1.367,2.734
2.60100000000004,2.9465978,1.4151831,1.3671667,2.7343333
2.60150000000004,2.9470391,1.4151379,1.3673333,2.7346667
2.60200000000004,2.9474803,1.4150928,1.3675,2.735
2.60250000000004,2.9479215,1.4150477,1.3676667,2.7353333
2.60300000000004,2.9483627,1.4150025,1.3678333,2.7356667
2.60350000000004,2.9488039,1.4149574,1.368,2.736
2.60400000000004,2.9492451,1.4149122,1.3681667,2.7363333
2.60450000000004,2.9496863,1.4148671,1.3683333,2.7366667
2.60500000000004,2.9501275,1.4148219,1.3685,2.737
2.60550000000004,2.9505686,1.4147767,1.3686667,2.7373333
2.60600000000004,2.9510098,1.4147315,1.3688333,2.7376667
2.60650000000004,2.951451,1.4146862,1.369,2.738
2.60700000000004,2.9518921,1.414641,1.3691667,2.7383333
2.60750000000004,2.9523333,1.4145958,1.3693333,2.7386667
2.60800000000004,2.9527744,1.4145505,1.3695,2.739
2.60850000000004,2.9532155,1.4145052,1.3696667,2.7393333
2.60900000000004,2.9536567,1.41446,1.3698333,2.7396667
2.60950000000004,2.9540978,1.4144147,1.37,2.74
2.61000000000004,2.9545389,1.4143694,1.3701667,2.7403333
2.61050000000004,2.95498,1.4143241,1.3703333,2.7406667
2.61100000000004,2.9554211,1.4142788,1.3705,2.741
2.61150000000004,2.9558622,1.4142334,1.3706667,2.7413333
2.61200000000004,2.9563033,1.4141881,1.3708333,2.7416667
2.61250000000004,2.9567444,1.4141427,1.371,2.742
2.61300000000004,2.9571855,1.4140974,1.3711667,2.7423333
2.61350000000004,2.9576265,1.414052,1.3713333,2.7426667
2.61400000000004,2.9580676,1.4140066,1.3715,2.743
2.61450000000004,2.9585086,1.4139612,1.3716667,2.7433333
2.61500000000004,2.9589497,1.4139158,1.3718333,2.7436667
2.61550000000004,2.9593907,1.4138704,1.372,2.744
2.61600000000004,2.9598318,1.413825,1.3721667,2.7443333
2.61650000000004,2.9602728,1.4137795,1.3723333,2.7446667
2.61700000000004,2.9607138,1.4137341,1.3725,2.745
2.61750000000004,2.9611548,1.4136886,1.3726667,2.7453333
2.61800000000004,2.9615958,1.4136431,1.3728333,2.7456667
2.61850000000004,2.9620368,1.4135977,1.373,2.746
2.61900000000004,2.9624778,1.4135522,1.3731667,2.7463333
2.61950000000004,2.9629188,1.4135067,1.3733333,2.7466667
2.62000000000004,2.9633598,1.4134611,1.3735,2.747
2.62050000000004,2.9638008,1.4134156,1.3736667,2.7473333
2.62100000000004,2.9642417,1.4133701,1.3738333,2.7476667
2.62150000000004,2.9646827,1.4133245,1.374,2.748
2.62200000000004,2.9651237,1.413279,1.3741667,2.7483333
2.62250000000004,2.9655646,1.4132334,1.3743333,2.7486667
2.62300000000004,2.9660055,1.4131878,1.3745,2.749
2.62350000000004,2.9664465,1.4131422,1.3746667,2.7493333
2.62400000000004,2.9668874,1.4130966,1.3748333,2.7496667
2.62450000000004,2.9673283,1.413051,1.375,2.75
2.62500000000004,2.9677692,1.4130054,1.3751667,2.7503333
2.62550000000004,2.9682101,1.4129598,1.3753333,2.7506667
2.62600000000004,2.968651,1.4129141,1.3755,2.751
2.62650000000004,2.9690919,1.4128685,1.3756667,2.7513333
2.62700000000004,2.9695328,1.4128228,1.3758333,2.7516667
2.62750000000004,2.9699737,1.4127771,1.376,2.752
2.62800000000004,2.9704146,1.4127315,1.3761667,2.7523333
2.62850000000005,2.9708554,1.4126858,1.3763333,2.7526667
2.62900000000005,2.9712963,1.4126401,1.3765,2.753
2.62950000000005,2.9717371,1.4125943,1.3766667,2.7533333
2.63000000000005,2.972178,1.4125486,1.3768333,2.7536667
2.63050000000005,2.9726188,1.4125029,1.377,2.754
2.63100000000005,2.9730596,1.4124571,1.3771667,2.7543333
2.63150000000005,2.9735005,1.4124114,1.3773333,2.7546667
2.63200000000005,2.9739413,1.4123656,1.3775,2.755
2.63250000000005,2.9743821,1.4123198,1.3776667,2.7553333
2.63300000000005,2.9748229,1.412274,1.3778333,2.7556667
2.63350000000005,2.9752637,1.4122282,1.378,2.756
2.63400000000005,2.9757045,1.4121824,1.3781667,2.7563333
2.63450000000005,2.9761453,1.4121366,1.3783333,2.7566667
2.63500000000005,2.976586,1.4120908,1.3785,2.757
2.63550000000005,2.9770268,1.4120449,1.3786667,2.7573333
2.63600000000005,2.9774675,1.4119991,1.3788333,2.7576667
2.63650000000005,2.9779083,1.4119532,1.379,2.758
2.63700000000005,2.978349,1.4119074,1.3791667,2.7583333
2.63750000000005,2.9787898,1.4118615,1.3793333,2.7586667
2.63800000000005,2.9792305,1.4118156,1.3795,2.759
2.63850000000005,2.9796712,1.4117697,1.3796667,2.7593333
2.63900000000005,2.9801119,1.4117238,1.3798333,2.7596667
2.63950000000005,2.9805527,1.4116778,1.38,2.76
2.64000000000005,2.9809934,1.4116319,1.3801667,2.7603333
2.64050000000005,2.9814341,1.411586,1.3803333,2.7606667
2.64100000000005,2.9818747,1.41154,1.3805,2.761
2.64150000000005,2.9823154,1.4114941,1.3806667,2.7613333
2.64200000000005,2.9827561,1.4114481,1.3808333,2.7616667
2.64250000000005,2.9831968,1.4114021,1.381,2.762
2.64300000000005,2.9836374,1.4113561,1.3811667,2.7623333
2.64350000000005,2.9840781,1.4113101,1.3813333,2.7626667
2.64400000000005,2.9845187,1.4112641,1.3815,2.763
2.64450000000005,2.9849593,1.4112181,1.3816667,2.7633333
2.64500000000005,2.9854,1.411172,1.3818333,2.7636667
2.64550000000005,2.9858406,1.411126,1.382,2.764
2.64600000000005,2.9862812,1.4110799,1.3821667,2.7643333
2.64650000000005,2.9867218,1.4110339,1.3823333,2.7646667
2.64700000000005,2.9871624,1.4109878,1.3825,2.765
2.64750000000005,2.987603,1.4109417,1.3826667,2.7653333
2.64800000000005,2.9880436,1.4108956,1.3828333,2.7656667
2.64850000000005,2.9884842,1.4108495,1.383,2.766
2.64900000000005,2.9889247,1.4108034,1.3831667,2.7663333
2.64950000000005,2.9893653,1.4107573,1.3833333,2.7666667
2.65000000000005,2.9898059,1.4107111,1.3835,2.767
2.65050000000005,2.9902464,1.410665,1.3836667,2.7673333
2.65100000000005,2.990687,1.4106188,1.3838333,2.7676667
2.65150000000005,2.9911275,1.4105727,1.384,2.768
2.65200000000005,2.991568,1.4105265,1.3841667,2.7683333
2.65250000000005,2.9920085,1.4104803,1.3843333,2.7686667
2.65300000000005,2.992449,1.4104341,1.3845,2.769
2.65350000000005,2.9928895,1.4103879,1.3846667,2.7693333
2.65400000000005,2.99333,1.4103417,1.3848333,2.7696667
2.65450000000005,2.9937705,1.4102955,1.385,2.77
2.65500000000005,2.994211,1.4102492,1.3851667,2.7703333
2.65550000000005,2.9946515,1.410203,1.3853333,2.7706667
2.65600000000005,2.995092,1.4101567,1.3855,2.771
2.65650000000005,2.9955324,1.4101105,1.3856667,2.7713333
2.65700000000005,2.9959729,1.4100642,1.3858333,2.7716667
2.65750000000005,2.9964133,1.4100179,1.386,2.772
2.65800000000005,2.9968537,1.4099716,1.3861667,2.7723333
2.65850000000006,2.9972942,1.4099253,1.3863333,2.7726667
2.65900000000006,2.9977346,1.409879,1.3865,2.773
2.65950000000006,2.998175,1.4098327,1.3866667,2.7733333
2.66000000000006,2.9986154,1.4097864,1.3868333,2.7736667
2.66050000000006,2.9990558,1.40974,1.387,2.774
2.66100000000006,2.9994962,1.4096937,1.3871667,2.7743333
2.66150000000006,2.9999366,1.4096473,1.3873333,2.7746667
2.66200000000006,3.000377,1.4096009,1.3875,2.775
2.66250000000006,3.0008173,1.4095546,1.3876667,2.7753333
2.66300000000006,3.0012577,1.4095082,1.3878333,2.7756667
2.66350000000006,3.0016981,1.4094618,1.388,2.776
2.66400000000006,3.0021384,1.4094154,1.3881667,2.7763333
2.66450000000006,3.0025787,1.409369,1.3883333,2.7766667
2.66500000000006,3.0030191,1.4093225,1.3885,2.777
2.66550000000006,3.0034594,1.4092761,1.3886667,2.7773333
2.66600000000006,3.0038997,1.4092296,1.3888333,2.7776667
2.66650000000006,3.00434,1.4091832,1.389,2.778
2.66700000000006,3.0047803,1.4091367,1.3891667,2.7783333
2.66750000000006,3.0052206,1.4090903,1.3893333,2.7786667
2.66800000000006,3.0056609,1.4090438,1.3895,2.779
2.66850000000006,3.0061012,1.4089973,1.3896667,2.7793333
2.66900000000006,3.0065414,1.4089508,1.3898333,2.7796667
2.66950000000006,3.0069817,1.4089043,1.39,2.78
2.67000000000006,3.007422,1.4088577,1.3901667,2.7803333
2.67050000000006,3.0078622,1.4088112,1.3903333,2.7806667
2.67100000000006,3.0083024,1.4087647,1.3905,2.781
2.67150000000006,3.0087427,1.4087181,1.3906667,2.7813333
2.67200000000006,3.0091829,1.4086716,1.3908333,2.7816667
2.67250000000006,3.0096231,1.408625,1.391,2.782
2.67300000000006,3.0100633,1.4085784,1.3911667,2.7823333
2.67350000000006,3.0105035,1.4085318,1.3913333,2.7826667
2.67400000000006,3.0109437,1.4084852,1.3915,2.783
2.67450000000006,3.0113839,1.4084386,1.3916667,2.7833333
2.67500000000006,3.0118241,1.408392,1.3918333,2.7836667
2.67550000000006,3.0122642,1.4083454,1.392,2.784
2.67600000000006,3.0127044,1.4082987,1.3921667,2.7843333
2.67650000000006,3.0131446,1.4082521,1.3923333,2.7846667
2.67700000000006,3.0135847,1.4082054,1.3925,2.785
2.67750000000006,3.0140248,1.4081588,1.3926667,2.7853333
2.67800000000006,3.014465,1.4081121,1.3928333,2.7856667
2.67850000000006,3.0149051,1.4080654,1.393,2.786
2.67900000000006,3.0153452,1.4080187,1.3931667,2.7863333
2.67950000000006,3.0157853,1.407972,1.3933333,2.7866667
2.68000000000006,3.0162254,1.4079253,1.3935,2.787
2.68050000000006,3.0166655,1.4078786,1.3936667,2.7873333
2.68100000000006,3.0171056,1.4078319,1.3938333,2.7876667
2.68150000000006,3.0175457,1.4077852,1.394,2.788
2.68200000000006,3.0179857,1.4077384,1.3941667,2.7883333
2.68250000000006,3.0184258,1.4076917,1.3943333,2.7886667
2.68300000000006,3.0188658,1.4076449,1.3945,2.789
2.68350000000006,3.0193059,1.4075981,1.3946667,2.7893333
2.68400000000006,3.0197459,1.4075513,1.3948333,2.7896667
2.68450000000006,3.0201859,1.4075046,1.395,2.79
2.68500000000006,3.0206259,1.4074578,1.3951667,2.7903333
2.68550000000006,3.021066,1.4074109,1.3953333,2.7906667
2.68600000000006,3.021506,1.4073641,1.3955,2.791
2.68650000000006,3.021946,1.4073173,1.3956667,2.7913333
2.68700000000006,3.0223859,1.4072705,1.3958333,2.7916667
2.68750000000006,3.0228259,1.4072236,1.396,2.792
2.68800000000007,3.0232659,1.4071768,1.3961667,2.7923333
2.68850000000007,3.0237059,1.4071299,1.3963333,2.7926667
2.68900000000007,3.0241458,1.407083,1.3965,2.793
2.68950000000007,3.0245858,1.4070362,1.3966667,2.7933333
2.69000000000007,3.0250257,1.4069893,1.3968333,2.7936667
2.69050000000007,3.0254656,1.4069424,1.397,2.794
2.69100000000007,3.0259056,1.4068955,1.3971667,2.7943333
2.69150000000007,3.0263455,1.4068485,1.3973333,2.7946667
2.69200000000007,3.0267854,1.4068016,1.3975,2.795
2.69250000000007,3.0272253,1.4067547,1.3976667,2.7953333
2.69300000000007,3.0276652,1.4067077,1.3978333,2.7956667
2.69350000000007,3.028105,1.4066608,1.398,2.796
2.69400000000007,3.0285449,1.4066138,1.3981667,2.7963333
2.69450000000007,3.0289848,1.4065669,1.3983333,2.7966667
2.69500000000007,3.0294246,1.4065199,1.3985,2.797
2.69550000000007,3.0298645,1.4064729,1.3986667,2.7973333
2.69600000000007,3.0303043,1.4064259,1.3988333,2.7976667
2.69650000000007,3.0307442,1.4063789,1.399,2.798
2.69700000000007,3.031184,1.4063319,1.3991667,2.7983333
2.69750000000007,3.0316238,1.4062849,1.3993333,2.7986667
2.69800000000007,3.0320636,1.4062378,1.3995,2.799
2.69850000000007,3.0325034,1.4061908,1.3996667,2.7993333
2.69900000000007,3.0329432,1.4061437,1.3998333,2.7996667
2.69950000000007,3.033383,1.4060967,1.4,2.8
2.70000000000007,3.0338228,1.4060496,1.4001667,2.8003333
2.70050000000007,3.0342625,1.4060025,1.4003333,2.8006667
2.70100000000007,3.0347023,1.4059555,1.4005,2.801
2.70150000000007,3.0351421,1.4059084,1.4006667,2.8013333
2.70200000000007,3.0355818,1.4058613,1.4008333,2.8016667
2.70250000000007,3.0360215,1.4058142,1.401,2.802
2.70300000000007,3.0364613,1.405767,1.4011667,2.8023333
2.70350000000007,3.036901,1.4057199,1.4013333,2.8026667
2.70400000000007,3.0373407,1.4056728,1.4015,2.803
2.70450000000007,3.0377804,1.4056256,1.4016667,2.8033333
2.70500000000007,3.0382201,1.4055785,1.4018333,2.8036667
2.70550000000007,3.0386598,1.4055313,1.402,2.804
2.70600000000007,3.0390994,1.4054841,1.4021667,2.8043333
2.70650000000007,3.0395391,1.405437,1.4023333,2.8046667
2.70700000000007,3.0399788,1.4053898,1.4025,2.805
2.70750000000007,3.0404184,1.4053426,1.4026667,2.8053333
2.70800000000007,3.0408581,1.4052954,1.4028333,2.8056667
2.70850000000007,3.0412977,1.4052482,1.403,2.806
2.70900000000007,3.0417373,1.405201,1.4031667,2.8063333
2.70950000000007,3.042177,1.4051537,1.4033333,2.8066667
2.71000000000007,3.0426166,1.4051065,1.4035,2.807
2.71050000000007,3.0430562,1.4050592,1.4036667,2.8073333
2.71100000000007,3.0434958,1.405012,1.4038333,2.8076667
2.71150000000007,3.0439353,1.4049647,1.404,2.808
2.71200000000007,3.0443749,1.4049174,1.4041667,2.8083333
2.71250000000007,3.0448145,1.4048702,1.4043333,2.8086667
2.71300000000007,3.0452541,1.4048229,1.4045,2.809
2.71350000000007,3.0456936,1.4047756,1.4046667,2.8093333
2.71400000000007,3.0461331,1.4047283,1.4048333,2.8096667
2.71450000000007,3.0465727,1.404681,1.405,2.81
2.71500000000007,3.0470122,1.4046336,1.4051667,2.8103333
2.71550000000007,3.0474517,1.4045863,1.4053333,2.8106667
2.71600000000007,3.0478912,1.404539,1.4055,2.811
2.71650000000007,3.0483307,1.4044916,1.4056667,2.8113333
2.71700000000007,3.0487702,1.4044443,1.4058333,2.8116667
2.71750000000007,3.0492097,1.4043969,1.406,2.812
2.71800000000008,3.0496492,1.4043495,1.4061667,2.8123333
2.71850000000008,3.0500887,1.4043022,1.4063333,2.8126667
2.71900000000008,3.0505281,1.4042548,1.4065,2.813
2.71950000000008,3.0509676,1.4042074,1.4066667,2.8133333
2.72000000000008,3.051407,1.40416,1.4068333,2.8136667
2.72050000000008,3.0518464,1.4041126,1.407,2.814
2.72100000000008,3.0522859,1.4040651,1.4071667,2.8143333
2.72150000000008,3.0527253,1.4040177,1.4073333,2.8146667
2.72200000000008,3.0531647,1.4039703,1.4075,2.815
2.72250000000008,3.0536041,1.4039228,1.4076667,2.8153333
2.72300000000008,3.0540435,1.4038754,1.4078333,2.8156667
2.72350000000008,3.0544829,1.4038279,1.408,2.816
2.72400000000008,3.0549222,1.4037804,1.4081667,2.8163333
2.72450000000008,3.0553616,1.403733,1.4083333,2.8166667
2.72500000000008,3.0558009,1.4036855,1.4085,2.817
2.72550000000008,3.0562403,1.403638,1.4086667,2.8173333
2.72600000000008,3.0566796,1.4035905,1.4088333,2.8176667
2.72650000000008,3.057119,1.403543,1.409,2.818
2.72700000000008,3.0575583,1.4034954,1.4091667,2.8183333
2.72750000000008,3.0579976,1.4034479,1.4093333,2.8186667
2.72800000000008,3.0584369,1.4034004,1.4095,2.819
2.72850000000008,3.0588762,1.4033528,1.4096667,2.8193333
2.72900000000008,3.0593155,1.4033053,1.4098333,2.8196667
2.72950000000008,3.0597548,1.4032577,1.41,2.82
2.73000000000008,3.060194,1.4032102,1.4101667,2.8203333
2.73050000000008,3.0606333,1.4031626,1.4103333,2.8206667
2.73100000000008,3.0610725,1.403115,1.4105,2.821
2.73150000000008,3.0615118,1.4030674,1.4106667,2.8213333
2.73200000000008,3.061951,1.4030198,1.4108333,2.8216667
2.73250000000008,3.0623902,1.4029722,1.411,2.822
2.73300000000008,3.0628295,1.4029246,1.4111667,2.8223333
2.73350000000008,3.0632687,1.402877,1.4113333,2.8226667
2.73400000000008,3.0637079,1.4028293,1.4115,2.823
2.73450000000008,3.0641471,1.4027817,1.4116667,2.8233333
2.73500000000008,3.0645862,1.402734,1.4118333,2.8236667
2.73550000000008,3.0650254,1.4026864,1.412,2.824
2.73600000000008,3.0654646,1.4026387,1.4121667,2.8243333
2.73650000000008,3.0659037,1.402591,1.4123333,2.8246667
2.73700000000008,3.0663429,1.4025434,1.4125,2.825
2.73750000000008,3.066782,1.4024957,1.4126667,2.8253333
2.73800000000008,3.0672212,1.402448,1.4128333,2.8256667
2.73850000000008,3.0676603,1.4024003,1.413,2.826
2.73900000000008,3.0680994,1.4023526,1.4131667,2.8263333
2.73950000000008,3.0685385,1.4023049,1.4133333,2.8266667
2.74000000000008,3.0689776,1.4022571,1.4135,2.827
2.74050000000008,3.0694167,1.4022094,1.4136667,2.8273333
2.74100000000008,3.0698558,1.4021617,1.4138333,2.8276667
2.74150000000008,3.0702948,1.4021139,1.414,2.828
2.74200000000008,3.0707339,1.4020662,1.4141667,2.8283333
2.74250000000008,3.0711729,1.4020184,1.4143333,2.8286667
2.74300000000008,3.071612,1.4019706,1.4145,2.829
2.74350000000008,3.072051,1.4019228,1.4146667,2.8293333
2.74400000000008,3.07249,1.401875,1.4148333,2.8296667
2.74450000000008,3.072929,1.4018273,1.415,2.83
2.74500000000008,3.073368,1.4017794,1.4151667,2.8303333
2.74550000000008,3.073807,1.4017316,1.4153333,2.8306667
2.74600000000008,3.074246,1.4016838,1.4155,2.831
2.74650000000008,3.074685,1.401636,1.4156667,2.8313333
2.74700000000008,3.075124,1.4015882,1.4158333,2.8316667
2.74750000000008,3.0755629,1.4015403,1.416,2.832
2.74800000000009,3.0760019,1.4014925,1.4161667,2.8323333
2.74850000000009,3.0764408,1.4014446,1.4163333,2.8326667
2.74900000000009,3.0768798,1.4013967,1.4165,2.833
2.74950000000009,3.0773187,1.4013489,1.4166667,2.8333333
2.75000000000009,3.0777576,1.401301,1.4168333,2.8336667
2.75050000000009,3.0781965,1.4012531,1.417,2.834
2.75100000000009,3.0786354,1.4012052,1.4171667,2.8343333
2.75150000000009,3.0790743,1.4011573,1.4173333,2.8346667
2.75200000000009,3.0795132,1.4011094,1.4175,2.835
2.75250000000009,3.0799521,1.4010615,1.4176667,2.8353333
2.75300000000009,3.0803909,1.4010136,1.4178333,2.8356667
2.75350000000009,3.0808298,1.4009656,1.418,2.836
2.75400000000009,3.0812686,1.4009177,1.4181667,2.8363333
2.75450000000009,3.0817075,1.4008697,1.4183333,2.8366667
2.75500000000009,3.0821463,1.4008218,1.4185,2.837
2.75550000000009,3.0825851,1.4007738,1.4186667,2.8373333
2.75600000000009,3.0830239,1.4007259,1.4188333,2.8376667
2.75650000000009,3.0834627,1.4006779,1.419,2.838
2.75700000000009,3.0839015,1.4006299,1.4191667,2.8383333
2.75750000000009,3.0843403,1.4005819,1.4193333,2.8386667
2.75800000000009,3.0847791,1.4005339,1.4195,2.839
2.75850000000009,3.0852178,1.4004859,1.4196667,2.8393333
2.75900000000009,3.0856566,1.4004379,1.4198333,2.8396667
2.75950000000009,3.0860953,1.4003899,1.42,2.84
2.76000000000009,3.086534,1.4003418,1.4201667,2.8403333
2.76050000000009,3.0869728,1.4002938,1.4203333,2.8406667
2.76100000000009,3.0874115,1.4002458,1.4205,2.841
2.76150000000009,3.0878502,1.4001977,1.4206667,2.8413333
2.76200000000009,3.0882889,1.4001496,1.4208333,2.8416667
2.76250000000009,3.0887276,1.4001016,1.421,2.842
2.76300000000009,3.0891663,1.4000535,1.4211667,2.8423333
2.76350000000009,3.0896049,1.4000054,1.4213333,2.8426667
2.76400000000009,3.0900436,1.3999573,1.4215,2.843
2.76450000000009,3.0904823,1.3999092,1.4216667,2.8433333
2.76500000000009,3.0909209,1.3998611,1.4218333,2.8436667
2.76550000000009,3.0913595,1.399813,1.422,2.844
2.76600000000009,3.0917982,1.3997649,1.4221667,2.8443333
2.76650000000009,3.0922368,1.3997168,1.4223333,2.8446667
2.76700000000009,3.0926754,1.3996687,1.4225,2.845
2.76750000000009,3.093114,1.3996205,1.4226667,2.8453333
2.76800000000009,3.0935526,1.3995724,1.4228333,2.8456667
2.76850000000009,3.0939912,1.3995242,1.423,2.846
2.76900000000009,3.0944297,1.3994761,1.4231667,2.8463333
2.76950000000009,3.0948683,1.3994279,1.4233333,2.8466667
2.77000000000009,3.0953068,1.3993797,1.4235,2.847
2.77050000000009,3.0957454,1.3993316,1.4236667,2.8473333
2.77100000000009,3.0961839,1.3992834,1.4238333,2.8476667
2.77150000000009,3.0966224,1.3992352,1.424,2.848
2.77200000000009,3.0970609,1.399187,1.4241667,2.8483333
2.77250000000009,3.0974995,1.3991388,1.4243333,2.8486667
2.77300000000009,3.097938,1.3990905,1.4245,2.849
2.77350000000009,3.0983764,1.3990423,1.4246667,2.8493333
2.77400000000009,3.0988149,1.3989941,1.4248333,2.8496667
2.77450000000009,3.0992534,1.3989459,1.425,2.85
2.77500000000009,3.0996918,1.3988976,1.4251667,2.8503333
2.77550000000009,3.1001303,1.3988494,1.4253333,2.8506667
2.77600000000009,3.1005687,1.3988011,1.4255,2.851
2.77650000000009,3.1010072,1.3987528,1.4256667,2.8513333
2.77700000000009,3.1014456,1.3987046,1.4258333,2.8516667
2.77750000000009,3.101884,1.3986563,1.426,2.852
2.7780000000001,3.1023224,1.398608,1.4261667,2.8523333
2.7785000000001,3.1027608,1.3985597,1.4263333,2.8526667
2.7790000000001,3.1031992,1.3985114,1.4265,2.853
2.7795000000001,3.1036376,1.3984631,1.4266667,2.8533333
2.7800000000001,3.1040759,1.3984148,1.4268333,2.8536667
2.7805000000001,3.1045143,1.3983665,1.427,2.854
2.7810000000001,3.1049526,1.3983181,1.4271667,2.8543333
2.7815000000001,3.105391,1.3982698,1.4273333,2.8546667
2.7820000000001,3.1058293,1.3982214,1.4275,2.855
2.7825000000001,3.1062676,1.3981731,1.4276667,2.8553333
2.7830000000001,3.1067059,1.3981247,1.4278333,2.8556667
2.7835000000001,3.1071442,1.3980764,1.428,2.856
2.7840000000001,3.1075825,1.398028,1.4281667,2.8563333
2.7845000000001,3.1080208,1.3979796,1.4283333,2.8566667
2.7850000000001,3.1084591,1.3979312,1.4285,2.857
2.7855000000001,3.1088973,1.3978829,1.4286667,2.8573333
2.7860000000001,3.1093356,1.3978345,1.4288333,2.8576667
2.7865000000001,3.1097738,1.3977861,1.429,2.858
2.7870000000001,3.110212,1.3977376,1.4291667,2.8583333
2.7875000000001,3.1106503,1.3976892,1.4293333,2.8586667
2.7880000000001,3.1110885,1.3976408,1.4295,2.859
2.7885000000001,3.1115267,1.3975924,1.4296667,2.8593333
2.7890000000001,3.1119649,1.3975439,1.4298333,2.8596667
2.7895000000001,3.1124031,1.3974955,1.43,2.86
2.7900000000001,3.1128412,1.397447,1.4301667,2.8603333
2.7905000000001,3.1132794,1.3973986,1.4303333,2.8606667
2.7910000000001,3.1137176,1.3973501,1.4305,2.861
2.7915000000001,3.1141557,1.3973016,1.4306667,2.8613333
