ID,sample1,sample2,sample3,treat1,treat2,treat3
gene_0333,5068544.195,5304774.521,6393081.256,6048474.952,2545839.433,3774044.491
gene_0334,2313972.037,2874022.648,2453908.458,3092452.489,2648822.977,4994157.883
gene_0335,4181038.797,51746932.21,43531910.45,54650069.7,35591021.39,51068841.64
gene_0336,4446349.736,3105426.518,2222650.994,4431488.688,4508137.224,4431611.557
gene_0337,2487060.203,6316701.642,3732601.342,3992884.75,2512949.067,4666954.593
gene_0338,2529936.949,2036739.444,4915988.125,4874963.546,4095192.958,2429671.771
gene_0339,1846996.882,2886460.396,2448912.846,5997874.896,2763011.239,4134868.449
gene_0340,8316297.856,2765578.764,4319551.218,3377677.135,1939186.326,5393610.835
gene_0341,6276722.514,8002392.717,13449973.55,8545183.251,8604500.416,8676188.699
gene_0342,2068710.02,2501600.531,5250305.716,2757978.921,3052161.772,3769991.918
gene_0343,2245118.246,8934960.991,4582234.941,3221140.145,4194042.354,2416420.332
gene_0344,3691382.996,3709388.642,3572518.372,3729575.496,2274140.566,1483259.919
gene_0345,94171031.73,100399719.7,88674134,104340209.9,94596272.47,132779759.2
gene_0346,3683178.79,2573231.814,7191992.073,3187159.965,2633481.693,3587183.21
gene_0347,15043010.7,18947051.23,16441971.93,19968048.39,18055061.52,29915088.6
gene_0348,6596914.609,6757695.904,5341857.277,3114242.807,2164196.402,4757558.613
gene_0349,1239098.976,4789720.365,3358207.628,2628156.944,2717672.16,3501908.602
gene_0350,3870718.607,5605377.09,2157157.373,1763658.737,2144931.286,4433209.159
gene_0351,3838283.915,5590050.943,3719197.679,5847587.039,2588868.041,1887061.486
gene_0352,7974430.164,5071355.572,2663219.669,2633883.31,2229192.849,2389255.982
gene_0353,3587630.798,5330612.94,8696539.429,2913031.76,4610558.208,2534746.43
gene_0354,23863957.87,31749048.06,27459080.88,22091070.57,2474113.063,4194652.887
gene_0355,3826781.239,2212429.418,2712760.026,2063611.556,3167053.922,4257809.581
gene_0356,8245754.054,3745949.449,2117748.739,5043836.222,3510682.265,3811876.638
gene_0357,3279967.297,7740042.192,2711500.489,2548311.13,4626757.324,2450508.975
gene_0358,3654974.728,2444791.497,29710921.17,1965956.542,2123069.252,2863900.62
gene_0359,30955018.81,36062098.11,18798054.21,13703014.8,14819978.31,8341700.014
gene_0360,4331364.035,1053362.081,8446604.091,3240421.378,3183472.784,2047085.6
gene_0361,2650439.172,2469367.28,3485803.949,2731382.63,3201418.828,3426299.891
gene_0362,4213389.912,5464166.446,3387853.361,18901010.09,3960249.791,3333855.167
gene_0363,3481192.108,2177256.577,2484699.583,4382400.788,2860567.585,2445096.544
gene_0364,2911235.262,2573071.293,3204949.069,3040590.29,5019248.694,5093761.568
gene_0365,49068029.49,46843969.58,3954434.589,3908029.698,3232502.376,2537946.101
gene_0366,3585865.636,1480260.852,5910955.792,4059864.087,3361235.044,1921684.414
gene_0367,59536868.28,48019931.17,32146982.76,2534377.497,1834416.747,4048763.661
gene_0368,4315959.81,3072113.315,3762760.411,3387477.657,4197619.598,1948442.599
gene_0369,2779916.271,4795101.756,2235397.555,5194775.602,824620.0419,3632144.075
gene_0370,35250979.26,43536135.01,35216055.79,58930043.69,56925037.46,50123019.78
gene_0371,13983963.61,10955029.25,10341986.57,11124984.58,9553381.189,10682011.45
gene_0372,3054405.129,3471697.943,2421198.615,2956994.235,3210062.597,3026271.514
gene_0373,3571404.22,1674234.29,3173976.465,3357905.037,2556927.812,3663776.329
gene_0374,3715384.267,4362035.256,5539099.41,4029082.735,1426333.583,1617013.172
gene_0375,48170948.65,41144891.99,28984936.72,31846025.63,24843928.76,36321992.24
gene_0376,24982941.25,31924042.19,18334022.33,26129025.8,19365964.24,34449984.55
gene_0377,895181.0681,1466789.08,2303921.291,2999457.169,1555007.384,4144969.341
gene_0378,3804881.257,2596235.819,1406024.205,3682387.45,3885503.148,3407849.044
gene_0379,1615019.328,4367481.011,6376573.684,3935757.768,5429244.407,2326145.646
gene_0380,3859091.981,2747617.981,2499433.998,1944799.504,1377785.625,3532112.833
gene_0381,2582040.143,2951710.909,2098897.088,5811302.002,1780461.736,3467008.637
gene_0382,3349559.619,1791938.88,4726202.454,855293.4701,3674941.873,3788039.647
gene_0383,86987815.55,108079675,165800141.8,113179701.8,106670055.7,71040086.37
gene_0384,4216603.686,2002776.498,4251645.854,2446673.227,7823593.599,3650088.466
gene_0385,18087002.51,9559077.72,6987621.341,8054479.886,10105028.12,17127960.05
gene_0386,1600520.805,2257727.598,3968603.499,5862725.179,1974478.188,2430581.366
gene_0387,3343667.593,6008235.785,6075956.035,2313442.803,2992956.749,4708610.644
gene_0388,6439780.124,3514334.292,4844680.183,2443232.961,3831399.413,4616314.23
gene_0389,4781991.053,4335869.786,2470497.217,2717408.449,1156721.402,62863096.41
gene_0390,63246837.17,75842858.27,32581055.35,33770963.39,31910989.31,29336023.68
gene_0391,2583830.498,4716286.73,4855909.152,5411585.839,5705294.785,4746326.775
gene_0392,2097122.928,8496692.952,9253386.368,8537013.322,8610705.405,18457962.85
gene_0393,4789587.568,3885179.975,2140312.464,1702885.497,3507009.724,3904618.05
gene_0394,8850085.731,7375707.434,8493277.753,8572175.76,17877975.01,1654197.429
gene_0395,2393117.827,2636623.237,3118238.831,3043626.715,6047259.254,1832180.235
gene_0396,7187008.691,5635803.968,1252613.585,9622230.975,13324979.71,9552321.744
gene_0397,3125141.321,2965060.271,3360373.117,3635569.64,2411985.828,2595354.177
gene_0398,442318394.7,510299858.2,403479462.5,556539945.7,516191090.6,495311199.1
gene_0399,3025159.963,2577105.2,4495032.138,3067347.1,2797331.886,3312318.562
gene_0400,8047783.144,3265698.111,6722470.088,5362855.684,1687656.662,2685668.856
gene_0401,4147469.669,2685557.164,4459220.162,3426086.154,4129769.986,3533533.118
gene_0402,46402847.41,50475851.24,44233927.25,26680086.35,29435014.45,2109485.88
gene_0403,4301713.465,6856590.827,7068486.949,9685667.186,11817978.96,8275700.478
gene_0404,18865931.52,21713064.18,19690003.06,15393948.61,14716997.16,18286048.3
gene_0405,5760130.234,30341940.09,4131258.774,25803975.21,3930795.831,26382903.33
gene_0406,5760010.456,7261418.641,8687983.906,6634103.089,11365989.88,6236218.3
gene_0407,3818461.376,6377855.585,1483105.71,7324658.159,3904266.224,2418799.91
gene_0408,15351965.09,16905038.9,16997037.76,13686972.23,16262999.13,14224947.58
gene_0409,2264152.967,2903677.908,3603306.642,1360108.204,4213798.802,1343569.947
gene_0410,30987005.33,4612667.915,18663031.35,17948998.34,12549964.96,4169173.557
gene_0411,2828606.382,4700621.217,2796924.733,2747218.064,3218350.448,5262547.794
gene_0412,2036668.857,2142717.167,2873664.089,1427085.162,4368631.54,1455062.81
gene_0413,4914386.859,2440761.673,3710494.403,2177241.485,1065581.862,3990643.577
gene_0414,1425730.628,1393739.978,3446235.831,2890544.796,5108647.636,2351760.965
gene_0415,3586984.3,10002449.44,2045979.132,2875955.655,4743531.181,3432718.207
gene_0416,3591686.501,2542083.52,1351499.924,4183850.875,3968988.633,1724444.181
gene_0417,7176057.403,4967608.336,2931951.89,3669240.403,2822769.703,2765981.353
gene_0418,7653191.135,8914175.908,10462033.8,10025980.52,12701979.4,4920522.194
gene_0419,17030057.85,18152941.43,14587001.32,20379001.07,16551056.78,21392029.14
gene_0420,4452085.906,2368282.907,3451566.86,2777662.722,1708525.086,1697017.486
gene_0421,2685073.221,2476034.524,3017704.269,1931526.446,1352183.952,4056319.89
gene_0422,9452273.871,9840294.074,10703950.4,14928025.29,4540500.802,2890003.882
gene_0423,3929188.633,6395696.285,5289243.634,2349382.198,1772433.415,2786900.375
gene_0424,2410698.839,2301606.867,2421114.704,1043189.628,2792798.391,3344965.731
gene_0425,4112487.89,711749.4759,5236640.009,3775535.888,2597117.759,2569577.973
gene_0426,2207558.134,4324524.259,2138014.194,6591658.177,3144501.733,3300012.366
gene_0427,1379381.412,1737377.707,3499263.803,2335678.056,1718347.035,5032905.225
gene_0428,1711334.087,12048999.33,10226009.96,9673187.95,4254623.382,3616994.566
gene_0429,1650578.131,2241697.22,1963791.047,4913433.161,5333495.741,3007597.34
gene_0430,6965473.513,4546011.805,2714076.585,4704760.981,1869071.074,2275260.024
gene_0431,2402475.02,4833142.162,2100599.946,2218141.546,3130583.172,3442392.091
gene_0432,45424899.92,31984065.59,31077992.95,30586040.08,26886898.33,48240114.64
gene_0433,2641305.965,1542832.488,3167624.734,2624679.8,3543933.249,2594418.885
gene_0434,3310023.433,6474691.394,1480568.696,2166102.377,1641712.419,2570664.671
gene_0435,2924969.195,2864635.203,2136488.321,6792023.406,2781785.984,6140692.797
gene_0436,3690206.194,2848636.287,2547957.883,1002277.103,2497200.103,1472901.987
gene_0437,5007468.465,3528002.127,13814978.68,5266598.321,15439043.07,6712878.035
gene_0438,3270704.521,5459963.969,2007808.16,2292706.103,3029776.621,3539440.764
gene_0439,2893391.27,3362283.631,3683178.79,1396186.271,9165486.311,2084153.346
gene_0440,94086213.25,81581008.16,41998952.2,34373894.98,48029917.68,35745046.67
gene_0441,4250879.698,6690673.441,2932541.309,2020190.623,4347094.417,2890224.242
gene_0442,3625830.367,2147385.831,2108038.814,3250206.61,2739497.773,1495534.748
gene_0443,6406255.911,5769160.622,2910044.935,5012851.271,5414137.137,4262741.087
gene_0444,2786823.107,4183009.953,3160015.053,1079580.954,1267636.785,4677771.63
gene_0445,47687902.73,54490825.08,86379761.66,57569845.31,52601113.35,66898939.26
gene_0446,3812748.661,2248638.008,3003368.36,2209609.505,2278779.655,2760752.259
gene_0447,10248219.89,1473422.757,3255076.457,2499537.949,1776787.848,3222547.068
gene_0448,3848647.209,4345949.561,4697429.243,2608501.803,3502685.436,2310221.899
gene_0449,4307919.917,2975642.958,4020100.116,1930295.113,3220269.5,3679504.326
gene_0450,1617809.156,3958164.113,2882601.546,2671965.594,2993392.438,4880203.915
gene_0451,2479194.451,3101102.97,5797903.939,2387468.057,2974405.681,4102011.199
gene_0452,4722371.142,3371011.224,1912011.805,3002910.404,2206762.593,4090200.119
gene_0453,4678679.586,3453960.133,3160759.861,1983696.66,2326710.041,3050554.342
gene_0454,1381534.348,2206640.228,4154518.93,3839853.929,3193351.651,7900705.199
gene_0455,3477020.157,4495343.721,4730692.643,2519437.086,2010746.809,6113173.15
gene_0456,2579231.79,3004763.474,2098809.799,1721339.216,2507346.585,4306367.465
gene_0457,947158086.8,987379875.6,821217995,730789163.4,811108684.3,628170085.4
gene_0458,3239276.075,2613804.848,2347184.795,2443368.447,1696629.357,3724124.827
gene_0459,1456051.547,2165276.749,1966801.596,2651284.393,2052954.184,2982994.734
gene_0460,4386685.967,3994933.341,2587396.997,2439848.268,2812613.724,3472756.919
gene_0461,2774449.283,6733522.56,3061442.169,2341903.177,4391340.582,4927245.756
gene_0462,3200087.672,4581059.912,3679351.303,10362508.86,5232286.105,3296308.867
gene_0463,2881163.296,5499274.992,975092.7988,2086567.266,2102960.031,1960921.022
gene_0464,1857602,5005074.108,4549258.551,2718369.236,4026681.688,5598892.308
gene_0465,27029097.4,28955016.84,35001902.38,25741985.53,35166051.01,26271040.4
gene_0466,5287410.84,3437742.369,3699400.332,2980845.148,3404614.447,6960550.594
gene_0467,11217983.26,11949028.58,12899036.76,13744013.28,12442991.16,14925955.97
gene_0468,5123896.842,3452835.088,2849070.716,1604252.722,4430720.836,10512992.12
gene_0469,1797213.035,4521155.163,3121028.282,5006566.109,3787855.855,7332531.84
gene_0470,2799484.963,6467783.694,4076925.039,2068036.187,2196096.47,3710160.068
gene_0471,3844008.245,2637299.524,2097937.11,1382271.901,4986962.763,2906859.679
gene_0472,849871805,1033599406,795231685.3,515640378.1,571552190,470369736.7
gene_0473,3862999.339,3524726.779,4363789.258,2342893.589,1717263.506,1653715.926
gene_0474,109850028.3,114929984.8,138219890.5,141319959.5,2426659.066,121409830.5
gene_0475,4394598.704,3107235.16,2825099.011,7688602.695,7518794.811,6570309.952
gene_0476,5214472.914,4821531.357,2832334.053,4135097.741,4861230.123,4606597.124
gene_0477,3551728.812,3718347.052,6577053.614,10136034.47,10416014.31,2999228.481
gene_0478,86251726.52,77439161.74,73320841.1,78604032.99,61169960.13,93473883.62
gene_0479,4460611.282,3529861.139,1510840.571,3268891.36,2241246.656,2366576.291
gene_0480,2568545.145,4453413.062,4912615.854,4316887.304,4754295.022,5581765.172
gene_0481,2572910.781,2646088.714,3896966.233,2110143.965,3271702.188,4996443.119
gene_0482,2096149.232,2891025.694,4611772.77,2651449.794,1884395.028,4035007.711
gene_0483,3080728.255,1790399.366,2083228.991,4802186.489,2256601.124,2998313.901
gene_0484,3030910.877,2925699.162,5359176.871,2166973.38,2027583.643,5083039.46
gene_0485,8734417.124,7028181.411,8476398.595,8281496.147,14292946.26,8983772.727
gene_0486,4584236.361,2260796.96,2782325.929,2589801.332,4044808.585,1906916.181
gene_0487,19874014.68,1437429.73,5929051.922,2056757.11,2302580.238,17462054.82
gene_0488,22336038.54,19083996.62,17837004.29,28540949.59,28559947.67,29267983.2
gene_0489,58026959.47,60099931.05,52641964.76,60606113.76,66118011.48,55016079.51
gene_0490,5049678.124,2452191.13,3766726.884,2361414.713,3628671.434,7917425.739
gene_0491,1545765.456,2360383.749,3946630.435,3811242.565,3649076.587,3526828.518
gene_0492,76445063.2,62029880.08,60938894.82,38110098.47,60698183.24,60014176.61
gene_0493,2788639.477,2396936.07,2890604.904,4315541.007,3182546.141,2190714.424
gene_0494,3552639.821,4340199.717,4685917.098,3427345.02,1840976.781,3118800.845
gene_0495,8792426.871,7744925.871,3503365.308,3828452.694,3067432.146,8724554.291
gene_0496,1600598.465,2149440.881,3284039.388,4586429.395,1652501.327,1675128.106
gene_0497,5226885.046,3572320.275,2028202.12,2529112.883,3913098.513,5559678.393
gene_0498,59995044.27,64171972.8,70702113.19,63700881.46,57161086.37,47627120.79
gene_0499,5223263.301,3942829.788,4343118.843,3320410.083,3599088.133,4426944.942
gene_0500,3154653.236,3925758.514,8813477.87,4098714.3,4505731.768,3215674.613
gene_0501,59222005.04,59894907.13,57518790.36,47835886.53,47942107.69,38771144.84
gene_0502,5851885.051,1956929.023,2674429.976,3241567.086,4540721.114,3394505.518
gene_0503,2013312.933,2220864.588,3471722.007,3108161.419,2962266.484,5107479.225
gene_0504,4750671.435,5156211.459,3777499.15,5014449.862,3985032.336,4982263.867
gene_0505,24002976.78,16791991.43,14308013.02,18314969.97,13612040.38,17490036.93
gene_0506,5088609.315,3894104.043,3412931.433,1114055.75,2739934.549,4660069.369
gene_0507,1674199.476,2437279.037,4527740.989,4877059.018,7875827.051,4317755.141
gene_0508,709137426.9,503040738.6,357899676.8,277399510.3,253210150.7,322801043.2
gene_0509,2304671.983,2613623.679,3004430.253,3281672.866,2697384.958,2664272.099
gene_0510,1338652.435,2511225.233,3527024.093,2865608.319,2419202.324,3543785.864
gene_0511,45411992.43,63486213.58,76455131.52,47523903.34,52275078.95,32301100.89
gene_0512,80723757.82,69018031.94,57961837.66,79795828.91,59413193.47,52071838.17
gene_0513,6386968.922,4383099.503,6348921.018,3843768.451,2005902.427,2352217.442
gene_0514,2122951.527,2445706.752,4249288.894,2964793.104,3954599.053,2950095.035
gene_0515,1861817.2,2324566.069,3328013.834,1432466.53,1929091.308,5569320.933
gene_0516,8321775.857,8007386.427,2599819.441,8338693.902,9266094.724,4895348.031
gene_0517,8636288.455,8508715.946,11069985.53,10157978.57,9802375.619,9180173.568
gene_0518,2322681.651,4996685.554,6266723.894,6425378.451,5222213.464,6475813.47
gene_0519,6741228.048,4556864.369,8280003.805,2699367.552,2605068.721,2728884.683
gene_0520,17871036.8,22915969.71,27606028.2,17115973.33,24363026.03,28315918.65
gene_0521,2508128.789,2555368.64,2522162.851,3349838.239,2166537.834,4175304.544
gene_0522,47417951.41,36895972.32,28176908.59,28072028.86,28472976.87,42101841.47
gene_0523,1912860.189,7430820.041,3884587.559,1882958.796,4036993.967,5713882.744
gene_0524,2946294.065,3335103.261,5885281.532,5697785.974,3367811.591,2678158.658
gene_0525,157359605,153319929.6,169599890.8,157659842.8,123270299.4,122139956.9
gene_0526,3436670.249,3023042.854,5418041.45,4009747.611,4794304.131,3560479.215
gene_0527,13162954.4,13971949.52,13184961.29,12060028.66,11554968.57,12701010.96
gene_0528,4029501.669,3011769.647,2595929.909,2775449.476,1879229.715,4203879.833
gene_0529,3278262.616,4077179.379,4069951.015,2795509.855,14239942.65,24559025.84
gene_0530,3224245.127,1497464.115,4001889.773,2444029.046,1772740.581,2896160.248
gene_0531,8899975.908,2608411.401,2168956.969,5244340.762,3017746.104,10745430.89
gene_0532,3284540.217,2073461.746,3524409.183,1309368.73,1261938.349,3098825.315
gene_0533,4977189.893,3092902.662,5577936.191,2844413.938,5382182.947,3455612.459
gene_0534,3302849.954,1653280.401,7254526.387,2580018.536,1773551.755,2415365.353
gene_0535,78414113.07,69169850.38,66753030.55,133950061.3,100360060.2,90586328.75
gene_0536,2538086.839,3776164.021,7951248.618,1496685.845,1212816.621,947903.0601
gene_0537,2075776.952,5741435.259,2159940.29,3872838.74,3646219.544,3257039.984
gene_0538,68610212.55,77983198.9,84738250.06,63979216.97,99976798.96,93851729.79
gene_0539,85629822.55,4485445.961,2905812.129,1873935.674,1014726.853,30490997.24
gene_0540,2951260.83,3026271.514,5126987.679,1663868.515,3775666.74,3334086.261
gene_0541,1621749.991,5897000.967,4302965.97,2571324.039,2299964.241,2490130.637
gene_0542,94885217.08,82893175.76,88413908.27,82281228.59,81453875.12,78517995.14
gene_0543,4698015.362,3747377.793,6510468.797,4084335.648,6113385.02,2569132.737
gene_0544,5279463.868,1750590.238,2383417.074,4516738.627,3530252.635,2394461.818
gene_0545,3867205.502,2892248.335,3881788.274,3248675.018,4824038.532,1893429.14
gene_0546,3319236.508,2082795.841,5272259.68,3322758.476,2359974.761,2507190.174
gene_0547,2464118.147,5299555.764,4635649.313,5233519.344,1636406.792,2719085.338
gene_0548,54018865.31,47979008.22,48900978.58,55119138.37,61592869.22,75535944.91
gene_0549,2216773.594,4243137.501,2389272.543,2327290.705,7494859.486,3256137.066
gene_0550,35788928.12,32938008.65,27265060.1,23301023.65,30398988.83,30073928.48
gene_0551,2249744.913,3732653.087,2268457.185,2211003.687,3023524.838,2993392.438
gene_0552,1752945.85,2548770.423,2607290.674,13214971.7,8714521.38,1462798.884
gene_0553,4308935.284,4117622.099,2865191.229,1189513.323,2075489.209,2100498.027
gene_0554,19846069.84,20123947.57,16323985.52,15298003,15560984.47,20627991.21
gene_0555,1140500553,1023497193,886422954.2,984373104.9,915249601.8,1061200416
gene_0556,1797076.01,6537103.009,1938057.575,1687995.936,4150863.329,3695427.911
gene_0557,4519619.849,3174724.564,5991102.144,7742403.147,6591201.294,1397260.901
gene_0558,319099255.1,244829133.3,360329118.3,244389997.8,344500300.4,250139906.9
gene_0559,5360328.551,1412383.068,5097646.848,4075597.078,12235078.31,1963001.712
gene_0560,8077906.407,7243773.471,7973324.75,7984109.078,6619679.784,7303011.137
gene_0561,4910879.526,6971462.929,8892761.111,6306289.631,4709916.329,2426087.242
gene_0562,2437600.043,1981236.947,3250206.61,6460345.985,1745694.892,4968572.549
gene_0563,3392882.411,4636420.542,5633343.447,956039.0357,2071953.22,2725198.713
gene_0564,1442150.202,4206823.91,3408912.174,4518554.835,2940744.472,4398560.424
gene_0565,150530438.5,96618759.89,115629959.1,172149887.8,206669463.8,221590378.5
gene_0566,8468881.428,2664918.534,1933669.766,1930883.913,1318878.286,3221229.455
gene_0567,909488402.3,945557532,357079482.7,360299148.2,342820941.6,350750519.6
gene_0568,6025042.553,4772884.52,3100479.672,2956481.871,3764899.7,5712932.288
gene_0569,1575534.593,3627162.626,6251495.821,1446244.458,4127108.683,2979605.707
gene_0570,4553738.45,6242662.326,1954895.42,2963272.766,3410897.569,4130542.944
gene_0571,1902453.815,3026418.354,2309389.361,3596070.814,1298117.909,2613044.023
gene_0572,6504244.23,1457960.295,2653692.913,3092988.417,4077744.635,6141969.851
gene_0573,1832319.937,2206410.811,2327645.626,3440984.589,9472409.365,2769492.114
gene_0574,2765425.412,5790835.162,3368441.936,2674300.215,2106037.946,4434100.38
gene_0575,2327645.626,3162951.493,1578748.574,3170106.768,1735067.068,3269752.486
gene_0576,5471481.157,2735645.767,1835192.538,5509385.564,5886423.866,8280462.958
gene_0577,6766507.71,2754463.663,3698913.161,2523456.873,1707554.269,2243547.036
gene_0578,1666500.131,1321010.039,2713230.152,2395175.602,2557370.932,3841424.584
gene_0579,4002416.849,2639969.809,4128081.433,2904020.083,3671962.768,1931272.085
gene_0580,3170216.638,2618029.64,3571726.05,1766803.298,5010871.115,4183763.876
gene_0581,131249801.5,137659601.7,134219588.7,117110078.6,122019797.4,90659194.04
gene_0582,3641572.153,3635519.24,2607561.773,1757362.033,6624866.721,3621083.464
gene_0583,6129168.77,2095248.602,2507989.713,2288895.235,3034211.034,1879425.112
gene_0584,6565165.73,4280773.285,1341866.763,4204171.234,1168486.795,4985614.833
gene_0585,11650027.3,9277277.082,12559015.15,11661984.71,13250008.96,12831975.89
gene_0586,3832860.34,5064716.201,6203366.791,2401010.031,2856901.767,2400710.484
gene_0587,3709362.931,1345639.006,1698712.179,7901526.694,2895437.651,3546439.732
gene_0588,2530182.468,2406391.591,3114415.502,4208865.569,2419839.616,1722377.562
gene_0589,2568812.216,1557574.781,2575265.954,3927500.422,2671298.933,2456393.057
gene_0590,4713410.816,3255144.145,3161833.571,3419585.427,3429460.005,4911832.728
gene_0591,4329623.067,4421915.421,1349880.251,3409455.679,2694058.971,4041641.703
gene_0592,2520345.347,3350720.689,5116443.877,2376389.684,2641928.515,2221819.213
gene_0593,2896762.55,2777450.944,3057773.257,1808647.716,3393799.724,1870885.712
gene_0594,4064284.602,5181972.756,1452483.153,1573679.154,1717156.38,3814731.273
gene_0595,35407950.41,33958984.93,76220196.94,33191028.51,55828172.68,30693929.1
gene_0596,9284095.936,2112866.231,3021869.651,1248461.585,1810729.988,4678031.028
gene_0597,7365081.198,4451221.923,8083059.294,2504966.71,3108161.419,2508824.287
gene_0598,4391675.417,2368069.513,2596091.857,7599378.475,7362784.268,7445823.565
gene_0599,5614748.612,6235094.521,6876771.604,5268022.22,2491062.866,3126137.924
gene_0600,3127698.462,2202407.504,2069986.603,6937190.155,5758613.239,2817433.25
gene_0601,523030559,536160612.9,551738724.3,458669584.2,557478142.4,389441125
gene_0602,3152729.58,2771297.188,3305071.381,22069949.61,72625859.67,49783005.65
gene_0603,2729565.715,9658381.369,10177994.63,8560775.131,7960292.43,6487899.315
gene_0604,920513.912,3073774.716,4754558.663,8163520.417,6391087.461,21339011.34
gene_0605,14262959.21,16025988.38,15346964.55,14452041.83,14487044.85,14215977.82
gene_0606,2244029.172,2706186.806,6356494.799,8502820.197,5218088.565,8461019.037
gene_0607,7158421.183,6614909.554,7294208.459,9478123.311,7319024.783,8454687.498
gene_0608,3868867.795,7849721.288,3874610.881,2700471.702,2301112.361,1098901.008
gene_0609,99586717.63,89164123.41,74151883.36,66211110.88,60973963.8,68714917.71
gene_0610,62473888.8,68840774.84,61759168.8,72542845.48,64148847.04,75245918.85
gene_0611,529061428.4,610679425.9,489488593.4,310250866.8,356100692.4,262590594.2
gene_0612,1672621.985,2736783.727,2136917.825,3819811.46,1737040.547,2596649.754
gene_0613,6976441.923,2176849.142,4962342.904,8242782.519,3524506.902,9411609.292
gene_0614,2188923.342,2825999.931,5094326.516,2789200.085,10700983.05,9578975.945
gene_0615,4959351.325,4422681.747,4031345.495,6528318.438,3800426.757,6450993.802
gene_0616,19140961.95,3580476.084,4926050.544,22012047.33,22519945.5,4547493.043
gene_0617,6800879.975,1374342.355,4737550.858,6876723.938,5833013.571,3003951.314
gene_0618,7249097.688,7735483.295,2212107.399,10739995.11,11146983.36,11573003.54
gene_0619,4618266.511,5636702.521,6669513.043,7940288.522,6734596.13,5440206.561
gene_0620,11406003.15,8914979.193,8564811.119,11043009.03,8801085.245,8134600.136
gene_0621,4277065.884,6088730.386,2107819.648,3136882.37,1695171.727,3950078.791
gene_0622,56955822.58,49807856.86,52519141.58,56841055.15,64257877.85,62525874.73
gene_0623,69070196.87,66733137.55,106900251,83485944.88,81351747.46,65275125.93
gene_0624,4294116.793,3055485.068,1086939.342,3928970.759,2648455.798,13935003.22
gene_0625,4638059.83,2919925.238,3647609.861,4783250.775,1853332.111,2991898.911
gene_0626,3283242.772,6260688.972,8977174.45,2814602.973,4120362.965,1842547.013
gene_0627,3159292.318,2631967.055,15182962.7,3821453.381,3011894.905,16989028.26
gene_0628,14575984.56,20392990.26,17662056.52,18346989.25,19263947.1,19046994.09
gene_0629,7876318.385,3786989.525,4193897.002,4523192.608,6440806.86,11068988.06
gene_0630,74545090.26,69450897.39,77618111.71,89263064.44,83324071.48,100389977.3
gene_0631,109329690.2,121050181.4,158889659.9,83183266.32,101510238,74341270.07
gene_0632,5031405.375,2192461.381,2512844.559,2077893.094,3788564.817,2569791.713
gene_0633,4257101.331,6755166.975,3341188.623,3790771.327,3847553.616,3591337.979
gene_0634,9900431.677,11377971.21,9518811.355,13756022.07,10338976.23,11447030.04
gene_0635,1962267.098,3793347.213,1950347.816,3090116.93,2775064.744,1856276.254
gene_0636,62712078.47,70415026.71,71813911.08,49163013.02,46836177.49,42166092.54
gene_0637,42512094.38,57155935.87,74742215.88,65639003.46,60514183.94,74030169.7
gene_0638,12308742.13,2562570.029,5118359.318,52520961.79,52448929.81,67799908.94
gene_0639,6044912.391,5049818.133,6148486.959,2108082.65,9076281.978,5740878.134
gene_0640,4360221.514,3674152.302,2032156.387,9487917.272,2704967.819,10817021.74
gene_0641,2278526.944,5194991.651,3225631.048,6828181.611,6074608.494,7597219.112
gene_0642,20677952.45,21420072.09,17946012.68,21128983.12,19330960.68,19878010.01
gene_0643,3440197.593,1962811.23,4113200.592,3469027.869,4570751.643,2494587.771
gene_0644,34839002.94,30231097.1,48767950.24,69649999.18,46660874.17,51441878.83
gene_0645,3009182.135,8096404.843,1902097.805,9663269.722,9523695.08,9506019.959
gene_0646,271489281.5,296979889.7,355560544.4,263959253.2,362008918.7,288740852.3
gene_0647,16145961.27,17431942.42,21369947.09,35644101.03,39025127.23,42904035.01
gene_0648,1760446.557,2609442.172,1804177.686,1860772.177,6493613.107,2938543.858
gene_0649,9614164.115,3706150.405,3734930.586,3290145.603,1692882.018,3404378.466
gene_0650,3274311.165,5436512.369,4758218.197,4788160.228,7949705.58,11137020.63
gene_0651,39509876.47,47109020.51,52519141.58,50437030.39,40849072.9,45482871.38
gene_0652,67162844.63,96772245.31,96630145.64,77957797.73,92040150.07,85215941.06
gene_0653,3375313.323,4977086.396,3465350.862,2674374.364,5487813.414,7200920.956
gene_0654,4391736.299,21381948.6,18666006.92,19535028.17,37335119.16,29263926.08
gene_0655,4224707.417,4165995.932,7149941.464,5977413.844,6421104.289,3523065.826
gene_0656,9646472.188,8396170.309,9172985.954,14203961.31,1974163.434,8769906.313
gene_0657,4746820.286,4140260.177,3350093.661,6718091.433,4927518.988,2912527.013
gene_0658,3260292.563,4710797.871,5383675.411,9110002.378,2285312.458,9782081.134
gene_0659,3761169.778,3491970.644,3184421.77,8237699.106,8054312.4,9019587.348
gene_0660,22566041.04,19597957.93,3863240.333,31362995,26185049.57,33123918.15
gene_0661,13163958.07,12027971.34,14757039.64,11241023,13283021.32,9619896.89
gene_0662,4825543.462,2420829.428,2771335.607,6536332.754,1165453.489,3122131.776
gene_0663,5306944.388,3345406.285,5079728.642,2059082.209,3201485.4,1587406.294
gene_0664,5523150.465,3801559.656,14745996.66,34465987.13,35958013.86,37349096.3
gene_0665,2566373.999,2176517.214,17375967.81,3670385.077,18660056.26,3078849.678
